event,charge_mode,duration_minutes,km_driven,charge
0,0,35.44756670103236,17.964163850387884,-1.1111519883536687
0,0,25.617778917209673,8.816603073504,0.7273652735138398
0,0,40.34064209665572,18.30889877835123,-2.8833298825455813
0,0,17.8290757955702,9.028008590045584,-0.6911331124540965
0,0,17.03523036178818,8.94604121850798,-0.6256597287421499
0,0,17.86705225982877,8.795911877180744,-0.6163420743642121
0,0,27.393774732472433,14.563242084705053,-1.8311760202697513
0,0,17.147984997306718,9.039030792369827,-0.48537032663367086
0,0,21.070975632542876,11.045018078769443,-1.051124311489943
0,0,51.30345108247419,21.75566619953776,-4.28936309549853
0,0,35.52440943003849,17.565209013630707,-0.4389069562772221
0,0,23.05196383153451,7.210847049413518,2.3508104219518486
0,0,21.28019273016371,10.813220748277443,-1.1589060078866709
0,0,36.29413465221803,17.76839877343249,-2.2520525533640665
0,0,31.20319630736231,16.09013867850255,-1.906924636780957
0,0,18.151626634399726,9.27146985778337,-0.6902671284904613
0,0,28.8403954539157,15.083695445938531,-1.8320669845400204
0,0,36.56714897415512,15.84042137581611,-1.9473094658542038
0,0,25.947196294936703,12.938751063936897,-1.5826053156316817
0,0,40.23497277329541,19.715236556108582,-3.57950604838625
0,0,59.766277349787714,28.98012070611862,-5.150059560891634
0,0,26.427747388777806,13.743537374448065,-2.3318563063203612
0,0,20.145415826789844,9.684284337330183,-0.7822945781641835
0,0,25.26070418709334,11.608671259759841,-1.2155113827402744
0,0,29.026854617128983,15.383453983923083,-1.8889138356911843
0,0,30.367149695429763,12.515444112758486,-1.3987918925817837
0,0,18.13012250977212,7.402881469788785,1.3609574444442814
0,0,25.306050920278302,13.438256112221033,-1.6260710491909265
0,0,24.294851494321133,11.237048976999148,-1.1356493424018055
0,0,33.83827794887182,15.790464672011506,-2.215314849060732
0,0,107.83527423987688,53.62397867089585,-10.650756390810272
0,0,50.55381255480446,30.724543601016745,-6.087258215379663
0,0,26.985170626517235,15.04278079422276,-2.0269466834328824
0,0,18.22670630830473,9.04804255400682,-0.5160461431915735
0,0,33.26069815625361,17.4638543440572,-2.1332212346621446
0,0,22.340426781415186,9.989178867974418,-0.6338699228588922
0,0,33.95333429970486,17.88839122846614,-2.424258460593734
0,0,88.81383269730114,60.463094955465344,-12.117491748906318
0,0,39.19996566896537,24.08190950223923,-3.393294515898603
1,360,68.9260637497056,4.716376212624892,32.15901929629551
0,0,46.12369447062618,22.04399044416722,-2.9919109487548923
0,0,21.975961559634065,12.140183453631415,-1.6495525374355822
0,0,21.926300029449784,11.047415251039489,-1.289777834390648
0,0,22.980766923399663,12.277611938059176,-1.3149579834870337
0,0,33.65603430739669,17.723288541922308,-2.2330675203152026
0,0,20.893067010805442,10.351393499936858,-0.8234288164367314
0,0,99.65485299883471,69.97953215042915,-15.184015905049229
0,0,44.078929270056676,35.06670664060495,-7.510989975589368
1,360,44.47146365271787,2.399369208340043,32.368654029645654
0,0,42.98856333860972,27.413425276319646,-3.171610947977541
0,0,37.72493016165869,16.927278009295424,-0.7549827762342431
0,0,31.504798227654472,17.010086469193425,-2.814925476187483
0,0,39.331009013708105,21.431672482364657,-3.1602199281482086
0,0,33.588240334603015,18.622404954896528,-2.3730987925883653
0,0,18.997325007834792,10.124697645078024,-0.7853338488057915
0,0,27.137982829917362,16.006141142262546,-2.050361557526486
0,0,71.14552767190142,56.85964136677186,-11.799821352708577
1,360,43.02548638204144,1.8944141681192983,29.213374843999276
0,0,36.43510552307764,24.716338085026862,-4.329439834123178
0,0,50.81703171763956,27.451348922023485,-5.211348743240833
0,0,61.202959514529525,26.96344159464855,-4.222390893387981
0,0,31.049459373288705,16.531662166531788,-2.997364982372005
0,0,34.37519165302609,19.218856355367766,-2.919434752413949
0,0,23.902932985965332,12.897281322080428,-1.5363251341906192
0,0,70.44714459388696,46.034963783407726,-9.158466179018191
0,0,73.44024959578618,61.731258962793845,-13.047571016001037
1,360,39.07619883318014,1.8566997378618926,31.45097748479931
0,0,27.22472367014817,18.885400746354744,-2.787355544422226
0,0,28.51641431595304,15.872136183321834,-2.1061842161052624
0,0,91.95682863611907,26.240539533039705,-4.773922756995361
0,0,36.57640363461296,16.1339851641848,0.3737940132853055
0,0,23.655044497257748,12.84609468504529,-1.78579512986785
0,0,53.14989004925923,29.50985139876453,-4.994282368664329
0,0,40.54606835004452,22.139079921213614,-3.6994198470427193
0,0,61.57131853266538,51.17239066076349,-10.713794194624512
1,360,38.660309026113616,1.824851793253895,31.918250774099008
0,0,36.80837315134906,26.110665346415047,-4.546010765951252
0,0,39.709394833222,22.827484680322122,-3.335465106019484
0,0,109.99633489361328,63.420485610148134,-12.522385049133398
0,0,122.39118216806779,72.66762237309631,-13.375291822238239
0,0,50.548429629532194,23.327112299271846,-3.58580108566035
0,0,30.458374468290025,14.594686391431551,-2.380601211350225
0,0,69.57417677695345,45.31542043980757,-8.900956687986266
0,0,62.61967999805338,50.240769070819255,-10.604397105064848
1,360,43.353057975283036,1.7433801637042563,28.413114067145088
0,0,59.07313379944604,43.24016663876982,-8.268713453614552
0,0,39.98423655533689,20.585677068768668,-3.2622811343236435
0,0,139.7650514762871,92.01414805196642,-19.090852596364343
0,0,115.74487992217378,82.40945434234806,-16.227364209233308
0,0,41.06373736097816,20.2566213239927,-3.460766324142014
0,0,46.77179279042792,16.31767773500912,0.5016848565298488
0,0,74.74391026428495,58.19332291700144,-11.37630107049452
0,0,40.62209849265368,32.36546331754805,-7.129761352522323
1,360,40.10630468109767,1.832131715917657,31.60892796370456
0,0,48.74766095974631,35.39769815658223,-6.468678354130972
0,0,38.17994177534875,21.21016615677806,-3.005100550662533
0,0,137.62688296240393,89.85988548166382,-18.921065615494626
0,0,70.15263533947608,45.2194969186919,-8.880722639605239
0,0,28.322697028089866,10.623527145843218,-0.7705038734285807
0,0,86.07091606099323,51.528273883862234,-10.280410854670805
0,0,133.4972380020297,78.18875178806408,-14.92195167143936
0,0,89.59167275286585,78.2984793020695,-15.734048950258014
1,360,41.63341925504116,2.1770293670060092,32.606208419054056
0,0,42.37850215128171,30.386313371478785,-5.492439643743978
0,0,48.04022912551939,24.005304245106444,-3.5291707305000983
0,0,119.00291015065561,74.38424849521277,-15.7607071008308
0,0,33.85165069423741,17.431637983023332,-2.618263848754083
0,0,32.50735335216691,16.307677659327204,-2.166836400635063
0,0,67.40787291868273,38.0265120782856,-7.39233351903394
0,0,34.62389456656141,17.25044472669038,-2.535179348858634
0,0,121.22916155922616,91.05226418734655,-16.062248545705884
1,360,45.74378643044103,2.4128178167425025,30.277144548864214
0,0,21.2896404258516,14.415906509238233,-1.496523178939043
0,0,27.87058094285056,13.48022318103097,-1.5593153430712903
0,0,133.6032492735118,16.27390873652925,-0.26049760623115503
0,0,25.424135166576995,12.958491985387306,-1.158089984536332
0,0,22.317266230670672,11.582291093923542,-1.424454994273276
0,0,64.91845382333844,36.952181603285844,-7.722165161182502
0,0,21.971683531249997,11.463100279219988,-1.121010882708859
0,0,31.112940387513827,15.946346381471914,-1.9769194559953434
1,360,68.81275758495835,3.976951766180925,27.63948229717259
0,0,20.26830756953217,13.368671195624028,-0.10830925139160286
0,0,19.396926318346598,9.749026303778331,-0.8149521657157948
0,0,62.689452122347376,38.32735121052882,-7.559739044003663
0,0,24.06272938783176,11.71941385611645,-1.1585895906691945
0,0,18.37516878452106,9.73063295522025,-0.6174745149320415
0,0,47.05716136708822,26.523463624092273,-4.437546274506275
0,0,19.795007246617914,10.476629020855299,-0.5119660264398505
0,0,29.183132262516203,7.272364139384361,2.1420999599475152
1,240,126.56597163424311,2.581607309154202,5.853765515458946
0,0,52.7684414040952,24.33758909293439,-3.9437772066269616
0,0,52.97175346210726,27.69801745551076,-5.088724581313571
0,0,87.37082633073672,32.94746265034599,-5.492202330830864
0,0,40.87260306833613,23.464257603196355,-3.2109882380161707
0,0,23.33487258783475,12.496008913542926,-1.504458589682713
0,0,88.95152380768066,56.77481119532081,-11.924918564993526
0,0,27.014427413669814,12.930462750998503,-2.387812193201242
0,240,23.185994626266123,5.4735040193111875,18.756426967451574
1,360,61.127741958317344,1.763211252081075,16.40379001455939
0,0,36.845579313118186,20.623681019391338,-2.5826252779430376
0,0,72.37606291839559,33.88755147822321,-6.4116025168356
0,0,118.67995669548912,63.520942837032244,-13.705235875766697
0,0,40.53939116951554,22.5035628149185,-3.711718484680077
0,0,22.98598622833407,12.3052889578917,-1.4494436276853975
0,0,86.4916372641033,46.455147295901035,-9.200695387398596
0,0,50.105970821087695,29.035449386335614,-5.118559394214486
0,240,27.953810380325212,3.9467152031679107,9.27702510400519
1,240,66.72327807138615,1.3009994734986705,7.204792093183457
0,0,23.14826267329895,13.912710252404276,-1.749340535706466
0,0,31.96289840502534,16.414669170659426,-2.2054559547055277
0,0,213.45668074079865,99.51117295050342,-18.035742731135727
0,0,30.941499365198464,17.667735853247517,-3.698237445861608
0,0,21.448012043877178,10.404728645765305,-1.2703431558222036
0,0,76.93095162155535,44.68373631284248,-9.25125969142897
0,0,23.882493312749148,12.377019565565565,-1.4838248563953869
0,240,25.71401341389743,4.627574469837222,10.547856570636
1,240,64.10902952727598,1.1933229929081217,8.158973192804467
0,0,22.60516448806002,13.893842823053442,-1.8810866729429563
0,0,22.434072767589505,11.890691568260994,0.4361864925112542
1,360,80.5812956210069,3.4529864736067735,21.81072742687705
0,0,35.41411829174154,16.617687049757745,-0.9509366283127605
0,0,22.476330937093667,12.569964108354261,-1.679620499865166
0,0,74.44629773874716,16.09511476575368,-1.7560685649623906
0,0,19.066494126838734,9.884555647318626,-0.15513899957880994
0,240,29.109205284699215,3.800652178892934,8.534726965332197
1,240,59.44458505812422,1.3057709240926028,8.068769305515701
0,0,22.843116258496917,14.19039057314294,-2.1444706994204807
0,0,19.859034274779464,11.947526317920644,-0.9469980666320055
1,240,70.93540238948397,1.2958941235053842,8.363395368835043
0,0,37.21265510658189,19.48096879271883,-2.8534534358002475
0,0,55.13472608383653,30.7078514487655,-5.163690481549963
0,0,187.67461597380083,116.40688830898144,-22.71335927408157
0,0,41.56898593368113,17.90140626074982,-4.019933834813344
0,120,34.59451644297852,4.638902746610872,6.754763542236475
1,240,72.301452044335,1.1448949883314141,5.365883473178556
0,0,29.255895513660604,17.911890983661177,-2.848207571405169
0,0,35.02988993926479,22.606772950774495,-3.788632848834638
1,240,63.51985659027017,1.2191748369099997,9.89432178823536
0,0,42.8779045141603,26.93737489976734,-4.763551766353984
0,0,39.694841815306965,21.177999105782074,-3.350611498614171
0,0,153.73459558967713,39.24497720286469,-5.213109854859184
0,0,36.785609701649214,20.439126227333244,-3.3090525951286907
0,240,25.915385927455173,4.560938645719953,14.623809937925898
