event,charge_mode,duration_b_e,duration_minutes,km_driven,charge
0,0,69.81797056553296,215.32517352300925,108.3961429826688,-19.520043408186417
0,0,107.864212802775,189.37414961522526,122.0293709846645,-22.236485220261976
0,0,121.59871726411802,245.99844951683738,126.55161428258779,-23.22354873019438
0,0,124.66899471659963,150.10245940849623,88.17118856500218,-18.671953670879283
0,0,123.7405620135778,180.59146581014912,112.35578974327056,-21.914335022406213
0,0,117.54601102249399,265.81355632698046,102.5780544310098,-20.56340003913938
1,0,89.75902514820882,522.9161276486177,25.168373064273737,0.38962320092824143
0,0,93.5087533510432,294.0159078389339,119.44766646429275,-23.228990273658162
0,0,90.13249807720968,288.67348687323016,157.7787088833714,-27.288927101005306
0,0,75.20408015608518,384.6865188376277,149.06826820813413,-23.404901593039916
0,0,67.07466941233906,272.89057348560885,128.64417449806294,-22.084409276802326
0,0,105.18390708338848,192.95672170305227,128.15285491606676,-23.20294830398258
0,0,113.63429456129779,241.92698721323111,152.2008926488576,-26.631466247077228
0,0,123.88455157656608,225.00539393372742,125.80812034916056,-23.679789050726654
0,0,132.97689252279997,170.8216770526876,85.68994690694745,-18.48687457895946
0,0,129.26166181943154,140.8323855471429,85.92373284082421,-18.24810448129442
0,0,125.94840197940721,191.61037267225097,100.01396627388499,-20.399350202028735
0,0,114.825208238517,214.78551320329598,123.13782682359314,-23.53072739760195
0,0,101.02470856080436,270.06874404725636,148.48031222276038,-26.178873051314866
0,0,81.03265767457196,333.38182865281965,162.0378901734999,-25.448744485361587
0,0,66.67719822283834,289.6302944866514,150.68342836087731,-24.662968122976032
0,0,108.21818714512301,188.69231241407223,127.48919252510785,-22.97188879430142
0,0,125.95590143581285,228.69685995247195,130.30335865262472,-23.804711400865095
0,0,127.8877614059129,129.088283932788,60.69497611302174,-14.789884953600946
0,0,128.96168356320413,157.2864291151571,104.07443092907648,-20.544673135925827
0,0,128.14124303242352,224.30648138765338,88.62546081111054,-18.467385776393286
0,0,117.69300036804634,248.17650462454128,76.0080815791898,-16.55460622625985
0,0,112.94434457197531,238.49118073002674,119.83778494226196,-23.1263295401233
0,0,106.38232021701515,225.3134708071647,125.74099107244994,-23.640844752669828
0,0,83.23149829271279,379.79579295651865,138.55109647413448,-22.291575123179214
0,0,51.35880856861877,304.06588815202883,152.83224146756513,-24.229605599944534
0,0,90.52096991902363,301.0623923394606,113.54793176077148,-20.794168111909705
0,0,109.36860375775177,247.22237376631003,143.44524453089264,-25.505062586688787
0,0,118.85091643708074,162.15599098132955,96.86480747303148,-19.932197650877804
0,0,116.41659288780102,229.75861990125622,140.67267916904714,-25.601865438315812
0,0,117.25203233139291,201.81701670119324,126.4800555556174,-23.9573785449153
0,0,112.48987751379173,244.7457280879028,128.5236213174557,-24.25687160464564
0,0,105.1854069746696,238.32414826467956,157.65851637046978,-28.220142972052287
0,0,94.64417105086068,316.1590857069914,149.39414275103778,-27.973683103325563
1,2,17.81074028349576,177.66805204159033,4.7492762221125,3.6071366571918304
0,0,51.33481030812072,385.38235752746704,142.747758271665,-23.198480992477876
0,0,91.62039022809586,290.10422722974795,158.49524290580268,-26.893409742538324
0,0,109.32510691059906,220.88688251005019,145.26171361770704,-25.786190957651897
0,0,119.5768638171503,213.11087926811726,129.31111671096994,-24.02681547061465
0,0,122.05768399614499,190.13177428612678,107.10853673183362,-21.41629015870646
0,0,116.36259680168041,209.19363924430584,116.53171314772725,-22.94567196247933
0,0,102.71208625208055,267.91342665122164,166.21671019046744,-29.426171359866082
0,0,98.67737870583005,274.5376309593518,145.0014580554967,-28.57891013606261
1,2,2.4278553041876876,115.01486848132326,2.718076008916097,3.299329318733726
0,0,70.08045153973217,286.4193942691941,150.47838877022593,-26.784025143131984
0,0,67.61912994739032,304.6109166895683,127.74896344008876,-21.862500886121474
0,0,106.2833273924607,203.24585979716426,123.8918815582759,-22.710569806506406
0,0,116.67757397071728,263.6843593552177,108.24913708002667,-20.796724429956193
0,0,108.95913343800385,317.4671659630429,91.41071716784792,-18.127949206340396
0,0,106.69279771221045,213.92598063837397,130.33833214920517,-24.846706605106
0,0,99.71230368981196,263.98412652160897,171.13800976294013,-29.919440821612525
0,0,100.42325215707024,263.20280815504185,137.07756602104638,-27.58679644080383
1,1,-1.1688839879716397,131.2890473372688,2.477130961968379,3.084848405894803
0,0,88.959583095364,270.46566860257815,143.97791691951258,-28.214851310428358
0,0,78.85331564308399,287.59619586136523,134.86493727219343,-22.727702133479234
0,0,58.9377592121873,303.7400299762578,166.39480114098868,-26.32725190939132
0,0,94.8916531122486,313.93761421840304,129.37937307426066,-22.936008747192837
0,0,105.8168612040281,241.10906201332338,152.45870243318916,-26.852129785810355
0,0,112.23189621343772,224.72379046326847,139.86468207064092,-25.6383616663216
0,0,109.76907472981475,233.6275312571861,156.9087445647914,-28.10233584592273
0,0,110.60901384725003,242.40040519571414,119.78322268091944,-25.189707032239994
1,1,-4.281158396324827,161.2307896695752,2.535361537914569,3.7721482361082366
0,0,82.65404014947671,317.27446900425286,155.23865021213427,-29.792149505727416
0,0,83.32149176958228,317.7166924935598,162.12722305583844,-27.94650869308215
0,0,66.59620409365743,399.53297971722884,199.5585235288909,-29.463267115231304
0,0,67.75412016269365,254.81059233645,138.62421058058544,-23.2351146121702
0,0,107.27775531185216,229.53131632179506,136.04353170900157,-24.10380893907358
0,0,119.79884772675723,195.95481988290214,99.72064199141457,-20.406053250978005
0,0,109.15111952198822,246.6024843281263,159.4000567414393,-28.542859390191964
0,0,105.15090947520366,228.92054550019276,141.00136015753523,-28.378488972479396
1,1,-0.8359081235594203,106.88807058875831,1.879649686134575,3.2482445916482874
0,0,109.82157092465422,199.21313690658292,132.4275561884032,-27.099122567745468
0,0,109.28910951985199,167.51872293009615,91.91676213601308,-20.008916335963654
0,0,87.7761688745486,313.66882093349636,189.0047552936355,-31.0015044377092
0,0,70.54241805432139,407.8047709671615,193.31313391298528,-28.757948157159205
0,0,63.87390141839933,196.4851409743425,112.64515795184484,-19.910185837340663
0,0,99.65830760369136,234.51840538974523,150.63310394507593,-25.98228636480139
0,0,100.7907255209484,270.60230077683855,172.251379699358,-29.50191581299285
0,0,96.78751569160158,284.4713342035875,151.27373995720345,-29.05734962243185
1,1,3.381786158988689,161.651172601425,2.440541681111011,4.285293695173834
