event,charge_mode,duration_minutes,km_driven,avg_speed,charge,discharge_per_km,charge_per_min
0,0,18.000000218841336,9.85937512426102,32.86458242406874,-1.5000012599293342,0.1521394524042758,0.0
0,0,11.0000004401415,6.375000346042194,34.7727265476837,-1.1999997576569825,0.18823527925683886,0.0
0,0,12.99999985164695,10.281249971053592,47.45192518915005,-3.0999966060614668,0.30151974392697006,0.0
0,0,15.000000182367781,13.703125685118662,54.81249912591771,-3.1999996400163297,0.23352338302866466,0.0
0,0,16.000000807335887,14.18749959606499,53.20312288263142,-3.599996576651307,0.25374448843452996,0.0
0,0,15.000000182367781,13.593750385669534,54.37500155432194,-3.500001142288667,0.2574712578255071,0.0
0,0,9.000000109420668,7.17187521319019,47.812500347110614,-1.8999981965643116,0.2649237281390103,0.0
0,0,13.999999557399676,10.468749981231303,44.866070301065776,-2.800002703381338,0.2674627005795068,0.0
0,0,17.00000051308861,13.609374623386138,48.033090475281305,-2.0000012305191603,0.1469575261162835,0.0
0,0,16.000000807335887,14.171875358348386,53.14453324999258,-3.0999966060614668,0.21874311324321233,0.0
0,0,11.0000004401415,6.375000346042194,34.7727265476837,-1.1999997576569825,0.18823527925683886,0.0
0,0,12.99999985164695,10.281249971053592,47.45192518915005,-3.0999966060614668,0.30151974392697006,0.0
0,0,15.000000182367781,13.703125685118662,54.81249912591771,-3.1999996400163297,0.23352338302866466,0.0
0,0,16.000000807335887,14.18749959606499,53.20312288263142,-3.599996576651307,0.25374448843452996,0.0
0,0,15.000000182367781,13.593750385669534,54.37500155432194,-3.500001142288667,0.2574712578255071,0.0
0,0,9.000000109420668,7.17187521319019,47.812500347110614,-1.8999981965643116,0.2649237281390103,0.0
0,0,13.999999557399676,10.468749981231303,44.866070301065776,-2.800002703381338,0.2674627005795068,0.0
0,0,17.00000051308861,13.609374623386138,48.033090475281305,-2.0000012305191603,0.1469575261162835,0.0
0,0,16.000000807335887,14.171875358348386,53.14453324999258,-3.0999966060614668,0.21874311324321233,0.0
0,0,20.999999336099513,15.328125303706088,43.794642904016506,-4.300002615150845,0.28053006973747,0.0
0,0,12.99999985164695,10.281249971053592,47.45192518915005,-3.0999966060614668,0.30151974392697006,0.0
0,0,15.000000182367781,13.703125685118662,54.81249912591771,-3.1999996400163297,0.23352338302866466,0.0
0,0,16.000000807335887,14.18749959606499,53.20312288263142,-3.599996576651307,0.25374448843452996,0.0
0,0,15.000000182367781,13.593750385669534,54.37500155432194,-3.500001142288667,0.2574712578255071,0.0
0,0,9.000000109420668,7.17187521319019,47.812500347110614,-1.8999981965643116,0.2649237281390103,0.0
0,0,13.999999557399676,10.468749981231303,44.866070301065776,-2.800002703381338,0.2674627005795068,0.0
