event,charge_mode,duration_minutes,km_driven,charge,id,delta_soc,discharge,avg_speed,km_per_perc_of_battery,discharge_per_km
0,0,87.04306354069584,34.43308956015498,-6.613447557897473,0,-6.613447557897473,6.613447557897473,23.73520978662906,5.206526438549676,0.19206663248569977
0,0,59.385236836252936,33.61092780115339,-8.003572478903124,3,-8.003572478903124,8.003572478903124,33.958872196298024,4.199490651174775,0.23812411624734958
0,0,183.6775586400097,141.1878253613466,-25.345530021696128,4,-25.345530021696128,25.345530021696128,46.12032947521732,5.570521714893626,0.17951639921380252
0,0,122.27461095028652,79.80037852437864,-15.364419516242322,7,-15.364419516242322,15.364419516242322,39.15794680720265,5.1938427247458705,0.192535672140309
0,0,88.0176083341126,56.68677446254938,-12.04837540380889,9,-12.04837540380889,12.04837540380889,38.642341369264095,4.704930960619704,0.21254296999679803
0,0,55.0435877172221,31.681834587822703,-5.491860933306739,10,-5.491860933306739,5.491860933306739,34.53463253585491,5.768870510846412,0.17334415777227757
0,0,41.46359972865822,22.819437282140225,-4.959155894139485,13,-4.959155894139485,4.959155894139485,33.02092066025065,4.601476091749252,0.2173215681361608
0,0,147.88851813231062,102.55671868204855,-20.320903712400053,14,-20.320903712400053,20.320903712400053,41.60838987795984,5.046858158156974,0.1981430760806606
0,0,55.65369670374994,33.958819980399234,-7.274180831995821,17,-7.274180831995821,7.274180831995821,36.61085102162972,4.668404699403374,0.2142059363721832
0,0,121.90769693872991,77.48989611864161,-14.973952343101717,18,-14.973952343101717,14.973952343101717,38.13864000281503,5.174979480573817,0.1932374811830398
0,0,76.38797477274673,48.07905645822222,-10.139813362113728,21,-10.139813362113728,10.139813362113728,37.76436534775805,4.741611580136594,0.21089875944060196
0,0,32.97360145467666,16.32230160770397,-1.845906074420384,23,-1.845906074420384,1.845906074420384,29.700671241762045,8.842433444415198,0.11309104063786776
0,0,28.18249462128893,11.98052318641123,-1.2266609262720465,24,-1.2266609262720465,1.2266609262720465,25.506308112329833,9.766776563774082,0.1023879264023605
0,0,111.81639605581962,75.03086933708062,-14.919799201683595,26,-14.919799201683595,14.919799201683595,40.26110945283442,5.02894632312571,0.19884881160919934
0,0,49.94251594200412,27.178650323968853,-4.421800354552147,27,-4.421800354552147,4.421800354552147,32.65191968566037,6.1465123127933685,0.16269389030891504
0,0,36.96912921407345,18.237203392132997,-2.222450889991819,28,-2.222450889991819,2.222450889991819,29.59853874814629,8.205897135571858,0.1218635797498711
0,0,38.8243595567642,17.080701261152996,-3.134348657234696,29,-3.134348657234696,3.134348657234696,26.396882971650356,5.449521775992394,0.18350234040818994
0,0,34.43235214229014,18.854938413811155,-2.879166498105036,30,-2.879166498105036,2.879166498105036,32.85562078807856,6.548748891813237,0.15270092295799068
0,0,155.87867649689215,131.4417160985234,-23.99840869857683,32,-23.99840869857683,23.99840869857683,50.593853778766466,5.477101325735744,0.1825783275728734
0,0,119.23692032553797,83.66824098933014,-15.793181499467025,34,-15.793181499467025,15.793181499467025,42.10184601928714,5.297744535650002,0.18875957367719803
0,0,55.31654320937479,32.7353562268374,-6.169185294400634,36,-6.169185294400634,6.169185294400634,35.506943486616386,5.306268926068592,0.18845633606830756
0,0,92.6477991612996,66.9164038682345,-12.450903901673747,37,-12.450903901673747,12.450903901673747,43.33599144761109,5.374421359017884,0.18606654246081272
0,0,68.06380295353223,42.908670751547945,-10.551817722965254,38,-10.551817722965254,10.551817722965254,37.82510135160277,4.066471946170979,0.2459134141922724
0,0,153.22029090703865,111.66685807118586,-17.682054896142866,39,-17.682054896142866,17.682054896142866,43.727964779391804,6.315264754411812,0.158346488846949
0,0,69.23647175334959,17.051994365957906,-2.441011919582479,40,-2.441011919582479,2.441011919582479,14.777177924407692,6.985625194683421,0.14315110990510543
0,0,52.00390055666558,27.16734001013757,-5.668242715130276,42,-5.668242715130276,5.668242715130276,31.344579601910734,4.79290344035897,0.2086417997866245
0,0,112.63097531173982,81.93011005526542,-15.436454393832562,43,-15.436454393832562,15.436454393832562,43.64524581013317,5.307573097096672,0.18841002878453358
0,0,73.7113225348382,39.28757262244304,-8.864847654733452,44,-8.864847654733452,8.864847654733452,31.979542304813112,4.431838442419836,0.22563999410005306
0,0,35.720478070846745,17.84483074100359,-3.6274182765279903,46,-3.6274182765279903,3.6274182765279903,29.97411855285494,4.919430123752892,0.20327557762668835
0,0,177.1705138475048,130.40605878180324,-24.0316366697968,47,-24.0316366697968,24.0316366697968,44.162899102064046,5.426432688444349,0.18428312989664677
0,0,239.66452607236465,178.27359490153853,-32.07251843150068,49,-32.07251843150068,32.07251843150068,44.63078399371721,5.5584532684045,0.1799061630479517
0,0,42.13452768166725,15.54045432681424,-1.5643613650132266,51,-1.5643613650132266,1.5643613650132266,22.129766510105057,9.93405658972078,0.10066381150221607
0,0,158.37714802531042,116.53861091759744,-23.594360565391185,54,-23.594360565391185,23.594360565391185,44.14978260587441,4.939257014175636,0.20245960012406852
0,0,65.60441646312223,27.41481441052962,-4.307382223357195,59,-4.307382223357195,4.307382223357195,25.072837368447708,6.364611494626632,0.15711878106688162
0,0,59.97594302451456,16.707839887583308,-1.85851280250634,60,-1.85851280250634,1.85851280250634,16.714541576199125,8.989897656368882,0.11123597155653393
0,0,158.08354327883464,114.966223700569,-22.14653529942408,62,-22.14653529942408,22.14653529942408,43.63498741843858,5.191160700588624,0.19263514610260674
0,0,120.61922170832844,88.50419756595784,-16.07485527379184,63,-16.07485527379184,16.07485527379184,44.024922220094304,5.505753928015359,0.18162816810820795
0,0,56.21454309956892,23.67316591853391,-5.912983106083047,64,-5.912983106083047,5.912983106083047,25.26730409595603,4.003590995242297,0.24977576410486463
0,0,122.39105715477594,93.4090416743611,-18.842344342492872,65,-18.842344342492872,18.842344342492872,45.79209160171035,4.957400203312649,0.2017186345640961
0,0,49.47371609759618,29.23175123827478,-6.013820277232966,66,-6.013820277232966,6.013820277232966,35.45124992908517,4.86076235915129,0.20572904538674142
0,0,121.72724392881734,94.8596190092455,-19.460989963281783,69,-19.460989963281783,19.460989963281783,46.75680609250468,4.874347049570594,0.2051556833828841
0,0,142.1572322917474,118.91728206143038,-21.7000706055582,70,-21.7000706055582,21.7000706055582,50.1911637463698,5.48004125069396,0.18248037820397173
0,0,99.24829506631804,62.28649562474736,-9.67002955199638,71,-9.67002955199638,9.67002955199638,37.65495150307256,6.441189790561529,0.1552508205029652
0,0,146.53993356970224,110.99621901429612,-20.823565769444365,72,-20.823565769444365,20.823565769444365,45.44681424800853,5.3303175951338435,0.1876060820302566
0,0,31.053875283979952,14.43471617540184,-0.7888477452735998,74,-0.7888477452735998,0.7888477452735998,27.88969050091164,18.298481883085536,0.054649342300049725
0,0,58.186223323610605,34.36534883897466,-5.452029834364083,75,-5.452029834364083,5.452029834364083,35.43658296691341,6.303220980628215,0.1586490467450396
0,0,82.72770030470556,54.72204277155601,-10.149972020148653,76,-10.149972020148653,10.149972020148653,39.688309407853865,5.3913491251924235,0.18548233044809703
0,0,88.47633357794267,60.406002384750494,-11.52346838369877,77,-11.52346838369877,11.52346838369877,40.96417648107189,5.241998361378898,0.19076694250185758
0,0,42.09608241756427,11.679284642861186,-2.5919179520143274,78,-2.5919179520143274,2.5919179520143274,16.64661028597962,4.506039488551151,0.22192437561649841
0,0,81.14248028808616,46.12657619835451,-8.871205142774159,79,-8.871205142774159,8.871205142774159,34.10783799158314,5.199583986165159,0.19232307866567006
0,0,165.6132997507308,108.44827073699832,-20.36954036943446,80,-20.36954036943446,20.36954036943446,39.28969626239928,5.324041130536775,0.1878272491668709
0,0,122.97052317735636,89.22344786704717,-17.839043633242355,82,-17.839043633242355,17.839043633242355,43.53406599971757,5.001582467166726,0.19993672134061113
0,0,174.1234545795911,148.44536126791155,-26.52084095910761,84,-26.52084095910761,26.52084095910761,51.15176296943653,5.597309734514035,0.17865725633045054
0,0,75.59340499724433,32.62577805180386,-8.182473108313175,86,-8.182473108313175,8.182473108313175,25.895733671205733,3.987275927452415,0.2507977923260828
0,0,117.3132231443945,77.04235257941643,-13.988079561119308,88,-13.988079561119308,13.988079561119308,39.40341106369015,5.507714782632506,0.18156350491374446
