odo,end_odo,soc,end_soc,event,charge_mode,duration_minutes,id,km_driven,discharge,avg_speed,km_per_perc_of_battery,discharge_per_km
9653.7210909358,9937.55853462842,75.63407240832463,61.20817761774544,0,0,132.01433309650608,1,283.8374436926206,14.425894790579186,129.00301218889362,19.67555204117947,0.050824495186060054
9558.16249339399,9593.817201389822,66.04110542460214,56.04830354240936,0,0,57.03110900306743,2,35.65470799583272,9.99280188219278,37.510799231256435,3.568039116173171,0.28026598572510325
10519.927756135372,10670.866990702723,72.96950570987326,54.64830586545878,0,0,130.46646547786088,22,150.93923456735138,18.32119984441448,69.41518681348714,8.238501618296997,0.12138129557188977
13274.21293347722,13451.66847865706,66.3522056396443,49.60645977534781,0,0,119.66000163178148,30,177.45554517984056,16.745745864296488,88.97988104291085,10.597052327074456,0.09436586412290289
13080.207144588849,13219.792618415007,68.62172389818357,59.82690969907799,0,0,79.20097653559486,32,139.5854738261587,8.794814199105588,105.7452672418191,15.871338571354267,0.0630066579138367
13846.024024129283,13856.45208467339,55.65323301593788,50.75548522874195,0,0,32.051218630002225,44,10.428060544107211,4.897747787195932,19.52136796635708,2.129154255629301,0.46967005671669204
11630.010560651452,11675.614030201874,58.04269456555031,52.26952850194005,0,0,44.300036602117885,55,45.60346955042223,5.773166063610262,61.76537048040547,7.8992131956626945,0.1265948867602511
11424.139501566704,11530.578660100122,66.73629105683614,50.4391495264534,0,0,86.56088654757102,57,106.43915853341787,16.29714153038274,73.77869805544731,6.531155070046087,0.15311227329240915
11423.590941692282,11478.005368012457,53.182952246890885,25.749302137398963,0,0,211.59887055040812,62,54.41442632017424,27.43365010949192,15.42950380934421,1.983492029059126,0.504161340378238
11400.21989442112,11444.147411974784,53.56494399132817,47.92966154906408,0,0,37.77381033056692,72,43.927517553664075,5.635282442264092,69.77456153230725,7.795087114748996,0.12828593000685154
11571.847902218711,11594.327253649955,60.62042561132189,49.46493515036845,0,0,60.180951567377015,75,22.47935143124414,11.155490460953445,22.41176071077259,2.0150930620152097,0.49625499628287245
11523.733076534329,11617.222181725903,41.865230302036224,29.96070027266191,0,0,57.75483204589107,76,93.48910519157471,11.904530029374314,97.12341137166472,7.853237797787164,0.12733601423374363
11661.99812546465,11847.960149536111,63.74281642123249,48.165249003164,0,0,99.4825380015528,79,185.9620240714612,15.57756741806849,112.15758733571428,11.937808971108224,0.08376746540509995
10791.194608404789,10956.458028069304,54.40543281346722,41.81125749964919,0,0,99.94133097117994,97,165.26341966451582,12.594175313818035,99.21626101547886,13.122210509741965,0.0762066725920604
10700.441235588189,10801.937559298873,46.29619534278169,32.211480058850206,0,0,89.21854906614071,98,101.49632371068401,14.08471528393148,68.25687579974522,7.206132439643696,0.13877069404090006
12116.83281726436,12173.959011482237,67.39817348783704,63.02408161715347,0,0,46.54697440997628,117,57.12619421787713,4.374091870683571,73.63683024557675,13.060126743279765,0.07656893532940338
9321.404983612903,9351.525300074332,60.23022022761676,50.39127914075421,0,0,46.73739327552568,121,30.120316461428956,9.838941086862555,38.66751782736027,3.0613372105304206,0.3266546385547431
9534.764151274703,9716.37819781149,56.18649261689141,39.68497776175766,0,0,87.90313751323151,129,181.6140465367862,16.50151485513375,123.9642076548967,11.005901466087803,0.09086034461432113
9388.38920381258,9409.373488832867,49.935481745440605,41.10396124662467,0,0,43.29826012656536,130,20.984285020287643,8.831520498815934,29.078699641438305,2.376067068303931,0.42086354099163276
9730.175957705284,9769.272894603586,54.85784443574505,52.51678528188128,0,0,38.80384387809397,134,39.096936898302374,2.3410591538637675,60.45319173192612,16.700533531489537,0.05987832652857821
10222.31005805364,10292.770622100965,56.990094836352085,34.15478509442172,0,0,139.83929940868873,142,70.46056404732553,22.835309741930367,30.232086836219185,3.085597035627037,0.3240863886158051
13572.076950920038,13591.472205309032,69.82591358739873,67.07927585643824,0,0,36.24795247206516,150,19.395254388993635,2.7466377309604866,32.1043033875209,7.061453416432609,0.1416139059521251
13534.344819169482,13593.594940313456,67.9026853513531,59.574564613657856,0,0,44.44593936618361,151,59.250121143973956,8.328120737695244,79.98497319067219,7.11446471660677,0.14055871240260337
13488.076722965248,13605.113605807692,53.176786265591765,45.809036694563446,0,0,55.11394516146272,153,117.03688284244345,7.36774957102832,127.41263485991098,15.885024553855535,0.06295237357736944
13403.900742817685,13448.320013910265,40.01745481102956,33.45150119362975,0,0,46.56527983457882,156,44.41927109257995,6.565953617399806,57.23483838221635,6.7650905993104615,0.14781768038729975
13058.245443499904,13141.732532156651,67.68425316309268,60.64625762992896,0,0,52.45949039723707,174,83.4870886567478,7.037995533163716,95.48749485505283,11.862338966165659,0.0843004067622961
14403.41145186968,14471.89617870259,58.985399482527576,54.47214371774407,0,0,44.11795949973784,200,68.48472683290856,4.5132557647835085,93.13856888596425,15.17412936516653,0.06590163929243827
5997.438379500391,6043.044829011236,67.46938712073288,49.19234035245896,0,0,124.28692096137829,223,45.60644951084487,18.277046768273912,22.016692902876038,2.495285485071391,0.40075574758188026
6210.281940823916,6265.583649687583,73.98435030731086,58.7710100421038,0,0,119.90354267133058,225,55.301708863667045,15.213340265207059,27.673098374710445,3.6350799955577258,0.27509710961576
5990.803068495102,6120.69800227423,72.6781400860972,57.93036096090757,0,0,98.43048267982113,227,129.89493377912822,14.74777912518963,79.17969936304549,8.807762353672896,0.11353621497099015
10228.128520799324,10307.135349543138,71.88684106999362,56.75544180736227,0,0,108.73141885815228,245,79.00682874381346,15.131399262631355,43.59742358198234,5.221382859080948,0.1915201445649241
14757.90229324246,14830.145973164226,34.3427820078268,28.13278100801437,0,0,60.26400477254703,266,72.24367992176667,6.210000999812429,71.92719454450553,11.633440948551984,0.08595909021435917
15352.619753019637,15436.202121913664,69.38091609748524,64.43346051683923,0,0,49.17457374270233,269,83.58236889402724,4.947455580646007,101.98242205171873,16.894010978288275,0.05919257429660564
15451.628153072674,15480.389612582592,67.10187853013063,58.24748660355418,0,0,60.528402222363056,271,28.761459509918495,8.854391926576454,28.51037706654564,3.248270434425992,0.30785614073315665
15358.026795859503,15389.0028761883,69.56937540463586,66.42496008604996,0,0,45.63100235961169,279,30.976080328797252,3.1444153185858994,40.730308860645664,9.851141528825702,0.10151107839369397
15665.78353142599,15698.018527230675,71.11512134525402,67.54167970273122,0,0,37.12848704653653,282,32.23499580468524,3.573441642522809,52.09207005545177,9.020714210384503,0.11085596735220987
15556.199376318267,15671.813729589836,64.3261055980626,46.6452239747027,0,0,94.3048860965478,287,115.61435327156869,17.680881623359895,73.55781321014773,6.5389473067236406,0.15292981470759903
12483.764783556058,12597.90911791627,59.143178431236535,43.18389872482004,0,0,87.44708374956109,297,114.14433436021136,15.959279706416496,78.31776393168806,7.152223437397312,0.139816661035956
12445.849576604694,12482.993960115558,50.42311481033515,46.794419192952176,0,0,36.574162266825454,304,37.14438351086392,3.6286956173829736,60.93544930414828,10.236290785296719,0.09769163664599952
12679.813025957445,12787.927837955069,67.99976504572479,53.46324278814293,0,0,75.31271372691026,308,108.1148119976242,14.536522257581858,86.13271782211187,7.437460630670065,0.1344544932280074
11615.68342830021,11720.245365462635,71.67168168337425,53.39869104122705,0,0,121.86435760201158,321,104.56193716242524,18.272990642147192,51.48114143623858,5.722212592899273,0.17475757563445052
11701.01777517289,11725.274051490362,64.76081303149837,52.05200616664956,0,0,86.17284838911817,322,24.25627631747193,12.70880686484881,16.889038789532453,1.908619477455604,0.5239389054821488
12346.07891798829,12395.778830537176,81.3456807049157,65.65493167286542,0,0,126.45946369751464,326,49.69991254888555,15.690749032050277,23.5806373500518,3.1674659028302212,0.3157097915739113
9105.260409986808,9128.913614356296,70.83439088884928,56.20061493917482,0,0,88.12445253953537,339,23.653204369487867,14.633775949674465,16.1044094036508,1.616343208398926,0.618680484938934
9632.90444201191,9657.460656340692,65.9868539921271,54.70503447889747,0,0,70.19264121261523,341,24.556214328782517,11.281819513229628,20.990417717208683,2.1766182573641304,0.45942828817901815
9940.320324840894,9976.31541703054,78.75005565931058,71.98577519995644,0,0,77.94633210430436,351,35.99509218964704,6.76428045935414,27.707596663930243,5.321348280269841,0.18792229850989775
10132.704400314104,10323.75456795553,74.85052688363075,58.0643402935012,0,0,143.97585281578893,352,191.05016764142601,16.786186590129546,79.6175874933139,11.381391873349337,0.0878627158372079
10347.218606061006,10444.952089761502,74.16988192371407,64.57327996021806,0,0,87.41481398114121,354,97.73348370049644,9.596601963496013,67.0825544889323,10.184176031501512,0.09819154705366619
10494.32119423034,10785.233830746804,73.05402336771765,52.70722628255122,0,0,159.8952368050542,355,290.91263651646295,20.34679708516643,109.16371581643038,14.29771159061438,0.06994126253437942
