odo,end_odo,soc,end_soc,event,charge_mode,duration_minutes,id,charge,min_per_perc_of_battery,charge_per_min
9858.919099009574,9927.423306775,66.93487361686591,78.05383008530714,1,1,749.5645836692944,0,11.118956468441226,67.41321326302273,0.01483388718022312
10003.501240959784,9137.507696670456,58.96630334641465,64.19659281457278,1,1,542.3758507279439,3,5.230289468158134,103.69901207761329,0.00964329341201006
10201.342288873086,10216.338187824058,54.06594147557765,60.43128489524246,1,1,131.9574184838499,12,6.365343419664811,20.7306047425794,0.048237859551972496
10369.157672397849,10005.924575888508,63.68266359247677,72.98828033658945,1,1,356.81966844540113,15,9.305616744112683,38.34454805708043,0.026079326805765992
10632.070303958386,10310.469174738177,55.96770956588916,68.40542772957039,1,2,21.574224393959064,16,12.437718163681232,1.7345805806210413,0.5765082413421028
10742.03991557981,10454.37729935482,57.95151051561108,70.97299539080393,1,1,634.6888855690087,21,13.021484875192847,48.741667455925146,0.020516327245149218
13480.408867827402,13818.684702883053,50.97618952842996,65.54289633863257,1,1,734.8284885970846,29,14.56670681020261,50.44575264481923,0.019823274459613
13467.903833020202,13425.982719669337,56.30321487295757,70.44253137283235,1,1,659.6002177017582,33,14.13931649987478,46.6500780081979,0.021436191378378152
13660.47231515023,13293.798214271494,51.68389981017778,53.078699821833226,1,1,119.5162734127954,45,1.3948000116554482,85.68703212939104,0.011670377362235602
14087.07215088931,13319.066080600036,37.94724672132075,45.62852987487933,1,1,458.2355171868298,46,7.681283153558574,59.656115785100184,0.01676274069874596
11213.742157789977,11884.039324835472,49.45201877051048,70.68973912199273,1,2,108.95682667464293,48,21.237720351482253,5.130344729632832,0.19491867558606882
11410.860890820091,11374.391944166342,56.24253287416498,64.19103054487904,1,2,65.77942800388695,49,7.948497670714062,8.275705765914577,0.12083561550952343
11139.416954901895,10783.834422685894,54.63283788496143,60.83155039861008,1,1,174.17196223269852,51,6.198712513648644,28.098086796120604,0.035589611750294195
11666.597640236952,11473.161007250006,59.07497876681153,70.68434573609969,1,2,186.3163680011498,52,11.609366969288153,16.048796501483498,0.062309968221452815
11597.434492283655,11429.599024701503,62.53292665042458,70.47696732457977,1,2,165.4700495456603,53,7.944040674155197,20.829456486041604,0.048008933918661185
11354.574919627636,11690.884413550324,50.83725075858784,61.16751475683059,1,1,489.463266030782,54,10.33026399824275,47.38148667972504,0.021105289641067948
11716.699664010112,11357.353502226431,51.709420760760025,70.76516480652731,1,1,817.7345455453525,59,19.055744045767284,42.91275867168199,0.02330309285522343
11355.689348304555,11591.768659263744,51.12186658846976,60.91629737936992,1,0,376.7621450476648,61,9.794430790900165,38.466977110881004,0.025996323992849804
12588.51442190644,12037.044599999295,41.562654326066166,50.44023909936109,1,1,380.0878934915777,68,8.87758477329492,42.814335565112025,0.023356662828019376
11734.715595225636,12281.396685507169,54.06391682500183,58.61208493778868,1,1,63.07917563831484,70,4.548168112786847,13.869138975090275,0.07210252934923028
11198.570882331009,10835.2611716975,47.81022559227735,51.41055280443652,1,1,147.20255733905643,73,3.600327212159172,40.8858830502733,0.02445831972787281
11538.183368566111,11524.289641753154,49.67976895289828,58.83666225765643,1,1,223.42205235950283,74,9.15689330475815,24.399328999870203,0.04098473363777011
12219.27104798854,11500.103105951945,33.18599042392445,73.88774456334261,1,3,49.37615767580628,77,40.701754139418156,1.213121122659116,0.8243199968425555
11980.622204951109,11582.709438464291,57.46071681011591,65.34784644456313,1,0,424.3534617520736,78,7.88712963444722,53.80328223574519,0.018586226684431377
11640.756076346885,11869.350530952182,48.81994529294489,55.935363862663145,1,1,97.1086476088497,85,7.115418569718258,13.647636700126666,0.07327275937750591
11885.758627444364,12235.278104874968,50.9809031680518,63.47648863201841,1,1,483.08562566363446,91,12.495585463966606,38.66050350795516,0.02586619183048742
10882.176991654396,11035.016524521488,67.99572724826957,70.32413838068317,1,1,67.9252274397617,102,2.328411132413592,29.172351263134335,0.03427903328669017
12546.23004207179,11627.069276583425,46.84958928845308,78.80686660899633,1,3,62.21703058687451,106,31.95727732054325,1.9468814556013267,0.5136419565366569
11465.567755189575,11080.639356696542,61.236454308258864,73.93278750734635,1,1,540.6801701095,107,12.696333199087483,42.58553722805258,0.02348215063355512
11352.34206790578,11735.015342314746,61.294179857062886,72.20596698887074,1,1,382.3488436994983,113,10.911787131807856,35.03998374243863,0.02853882602659006
12914.562700081668,12178.879231740142,47.99290716788417,54.840190550231405,1,1,283.5374832417076,119,6.847283382347236,41.408755474132505,0.024149482121593506
9564.604743278423,9954.444592143249,23.06346227765827,51.66569264436487,1,3,30.95131931183069,120,28.602230366706596,1.0821295722398792,0.9241037539803291
9485.679359890037,8946.330455740528,47.989875943868654,50.37597608926575,1,1,64.79912866509737,126,2.3861001453970943,27.15691912181394,0.03682302824979674
9802.522616968632,9951.191284482862,44.92556729735214,62.65280420099485,1,1,510.8277909932872,127,17.727236903642712,28.81598490333927,0.03470296099038133
10516.706964057155,9845.26348059117,31.99723581942587,71.47381212995737,1,3,53.50717260068698,131,39.4765763105315,1.355415732605272,0.737781018726911
9890.280879500013,9863.648095858338,50.55207124757969,65.20681757525676,1,1,565.6639069844971,132,14.654746327677074,38.599365307073214,0.0259071617381427
9555.160060100734,9720.970359023257,55.26192902922143,65.01295531565668,1,2,64.21260219664663,136,9.751026286435255,6.585214756930087,0.15185533606897625
9726.86795525868,10020.751780079296,55.13015993819399,67.62802290780081,1,1,353.3218145699155,137,12.497862969606821,28.270578372410405,0.03537246344333415
13343.804144536409,13187.986195925498,49.95395380602093,56.7831877814565,1,0,338.5251686291889,145,6.829233975435571,49.57000592553247,0.020173489619958285
14047.770232507824,13590.645736069064,36.66473123887733,75.05090722521396,1,3,56.05566334500816,146,38.38617598633663,1.4603086112292325,0.68478675829915
13547.697991452424,13194.852811132603,57.35249578572894,72.53125353259593,1,1,419.3809219094823,147,15.178757746866985,27.6294627599578,0.0361932480804244
13009.30178645186,13188.38745273041,65.79979238409558,71.6878423840787,1,1,98.8986065703242,149,5.888049999983124,16.796495710907287,0.05953622810445046
13908.067211091153,14117.181170555534,43.56022520044301,59.59761997638449,1,1,520.6830055005918,154,16.037394775941486,32.46680728229593,0.030800687955088748
13317.820780581713,13779.736840873951,56.676343019277375,67.84545262939413,1,1,214.44873402027395,159,11.169109610116756,19.20016380052628,0.052082888999758936
13815.188834489172,13431.762680875743,43.70944252306639,54.6243516050833,1,1,328.95217242916743,162,10.914909082016905,30.137875630236785,0.033180839030230724
14331.510164640296,13084.961015886252,41.96469413749792,48.85566777184846,1,0,351.0256551532648,163,6.890973634350537,50.939921378228924,0.01963096865766635
13259.68275408508,13566.81387668082,50.26262386518727,59.1000556123605,1,2,93.44093092655126,168,8.837431747173227,10.573312880910184,0.0945777365394598
13167.384892301665,13581.337642889785,57.92336672223742,70.52405866564997,1,0,392.7485354610057,170,12.600691943412556,31.168807016691527,0.032083358194122724
12597.38857618561,13047.568273534,66.9894586565381,71.57289789018235,1,1,136.66936532934284,173,4.583439233644242,29.818081654958156,0.03353669802006595
13440.04045318521,13582.804259801933,48.21370048984168,56.37265850129848,1,1,359.008886698502,177,8.158958011456804,44.00180589168151,0.02272633997026583
14002.938777333931,13043.259587278935,34.07396938094797,40.31075761769363,1,0,261.22818852410865,181,6.23678823674566,41.88505022264742,0.02387486691992304
13048.075782527016,13696.47771744018,39.25269194672025,53.37714473697756,1,2,394.60148815011047,184,14.124452790257315,27.937470853546724,0.03579422078835199
