odo,end_odo,soc,end_soc,event,charge_mode,duration_minutes
21593.244591574738,21714.966128311247,63.3276480162231,61.07932472568247,0,0,40.119784049696555
21534.896195029178,21713.88945582311,61.71823486758266,67.33352769444683,1,1,264.8536958046764
22128.85871925102,22204.68309013475,62.570256145416415,56.76497012243998,0,0,27.68212505873756
22107.036155314694,22264.598782861547,57.95113089362811,52.61391525873697,0,0,20.388114174861858
21941.315152087176,21932.72147545176,50.03015141540527,52.360349851660224,1,1,135.17444768315335
22005.84283595601,22102.22086740389,25.688332595572472,57.27187757414738,1,3,21.96065667289635
22145.933311070392,22166.814562350468,27.599293577312437,57.38081307345786,1,3,25.708513150520478
22217.64952591496,22026.960262701527,41.82905117668974,47.84854557001911,1,2,59.11521623461005
22694.188282066476,21833.07004665779,37.690967371728085,33.26742329874071,0,0,89.46559020219007
22270.549604484466,22327.339909076993,45.43455697471274,41.23498511270621,0,0,23.753276748929686
22360.332345872783,22463.733951038474,51.14512993862299,47.551830351865725,0,0,22.655826296902198
22461.23008199816,22562.09976101471,49.39670612203759,46.84198994610176,0,0,25.716166107513576
22577.69387028825,22616.41515976118,43.357843544659445,43.727878894711466,0,0,27.951354163505012
22317.12127265804,22504.611572142505,46.36886994512713,60.48495180881055,1,1,679.1985795533661
22896.77863355274,22562.626784877877,54.58302112746923,55.94587824122232,1,0,433.1144676015347
22820.247873790922,22769.01784725175,56.439441646360756,54.853548714079636,0,0,45.74468741618946
22524.824415206876,22614.889984642014,54.5995059244872,50.01201515518224,0,0,35.089748914823744
22470.75798117622,22577.81731612585,55.77260687403659,51.669560628187156,0,0,30.78789203714131
22415.205642243003,22549.86508835284,54.0503827261242,48.961329104571334,0,0,33.648233770728936
22405.81488303355,22565.549371755445,49.9065988395698,43.358886857726716,0,0,42.85201384153235
22513.737381045936,22646.900029987748,47.65456619963996,43.67782663926463,0,0,40.25730900840929
22134.706474028833,22381.989355777136,44.52840792914082,47.23815048353967,1,1,168.7043789931114
22237.702584819475,22241.645296578583,41.21189799342444,25.631189710273507,0,0,125.91960785219189
21729.701523249078,21678.74920813856,24.39050569314935,49.248110141738884,1,3,64.05975130051233
19096.692681930563,19299.61443254516,47.243392453224075,37.868019600561446,0,0,58.66174949878763
19309.49796389392,19265.10235471772,48.05119064596619,45.2965315620428,0,0,26.084659390715338
19112.53168257648,19149.762649916123,48.40713514570848,42.096553993730026,0,0,34.9764643269531
19119.88131972892,19059.787964831987,40.62040380509882,35.9215847668126,0,0,34.20027988349649
19385.731808966426,19157.105050555256,46.01047803396434,36.21006553771615,0,0,60.65079747332072
19457.19105280186,18966.962559760716,38.90525730642949,73.89199389768258,1,3,26.066620277803032
19713.383160172732,19610.78342856381,78.03600396489273,73.29238013512469,0,0,41.516178384559936
19850.423269577648,19806.109651547842,78.8828543311706,73.07505937082213,0,0,46.75999973404271
19902.24087441438,20069.66017831361,72.34165696483025,64.515859467983,0,0,52.58453274634881
19966.807170507385,20166.226654292368,66.20155898273656,59.334684242301655,0,0,47.550785266560986
20222.551908660284,20392.366471983274,57.19958865246807,43.35337089488156,0,0,78.29907295091148
20141.106744780773,20225.06966713605,47.03005927841671,50.787698451757684,1,1,165.86039440386617
20477.745424026747,20458.11269891345,51.43735546370895,45.93663385385031,0,0,63.05125095536723
20173.01242504961,20240.780567905484,45.61885769559541,52.58489993220528,1,2,44.32842983345283
20626.51699229945,20665.889195230648,49.27791032468568,43.97518470543355,0,0,40.92293205120369
20288.695980120254,20468.276540436207,41.79542012010773,54.461907180276356,1,1,640.3817564844743
20886.59695120748,20595.9387552102,57.33620655155068,35.03238431684987,0,0,185.2574005895332
20689.261856576413,20221.698577627456,29.446636241740038,22.928076455391537,0,0,35.77966839407923
20305.320539809636,20586.902159172554,19.007585325515894,27.54462955244534,1,2,22.178389506614995
20102.328088609596,19964.758473913087,23.429320087819427,21.750350289642814,0,0,30.848154568189017
20250.525799343763,20333.629928606897,39.7296093183683,38.94581694904786,0,0,29.954825018525103
20372.786747083443,20427.430860172364,44.61264949827032,42.41003229106816,0,0,28.196625227868896
20448.58786895404,20507.44931919499,41.57808653485863,38.75896064324421,0,0,28.32708992327507
20640.305550696314,20736.46647423986,43.46672890751661,39.26070079543691,0,0,37.67972020782862
8432.510973801185,8484.894446170345,42.769369076652886,31.179412085299383,0,0,83.42683446438325
8463.383444209461,8556.553721141061,34.926585975073195,33.08251732844181,0,0,45.90936415324506
8474.160249121032,8601.028679371717,35.40687968163037,37.0874522934273,0,0,32.761722200803774
8152.720805910147,8287.035580732758,35.34608264587324,36.89583455401706,0,0,46.45414175897835
8121.902925198112,8117.594746987646,44.65726370904139,61.383762291819075,1,2,107.44450465844189
8692.940439910763,8564.968136229138,54.55771299527137,65.4148933134376,1,1,295.8525367356377
8356.611989914156,8455.854233528295,58.321998563594796,49.10661820394675,0,0,52.41429349895129
8696.51939365456,8889.771878404741,51.37774618461066,36.90887674172206,0,0,103.61781791816433
8591.554725159229,8886.517239876011,38.43009712441472,32.698254927155844,0,0,67.38538761318722
8249.433775809053,8445.446843099075,30.55415749373173,24.663469188718363,0,0,43.869825084118034
8129.75452126477,8355.897370449991,27.44236302621693,76.21988820641236,1,3,90.14824517909837
8681.34079518756,8442.274718407507,35.39698362675618,81.76917019109096,1,3,96.00355421154678
8849.85585884341,8071.265223723344,44.47083768023892,84.19062612540378,1,3,76.46386102553218
