event,charge_mode,duration_b_e,duration_minutes,km_driven,charge
0.0,0.0,0.0,18.0,9.859375,-1.5
0.0,0.0,203.0,11.0,6.374999999999999,-1.2000000000000028
0.0,0.0,252.0,13.0,10.28125,-3.0999999999999943
0.0,0.0,1095.0000000000018,15.0,13.703125,-3.200000000000003
0.0,0.0,43.0,16.0,14.187500000000002,-3.6000000000000085
0.0,0.0,107.0,15.0,13.593749999999998,-3.5
0.0,0.0,15.000000000001819,9.0,7.171875,-1.9000000000000057
0.0,0.0,770.0,14.0,10.46875,-2.8000000000000114
0.0,0.0,265.0,17.0,13.609375,-2.0
0.0,0.0,352.0,16.0,14.171875,-3.1000000000000085
0.0,0.0,203.0,11.0,6.374999999999999,-1.2000000000000028
0.0,0.0,252.0,13.0,10.28125,-3.0999999999999943
0.0,0.0,1095.0000000000018,15.0,13.703125,-3.200000000000003
0.0,0.0,43.0,16.0,14.187500000000002,-3.6000000000000085
0.0,0.0,107.0,15.0,13.593749999999998,-3.5
0.0,0.0,15.000000000001819,9.0,7.171875,-1.9000000000000057
0.0,0.0,770.0,14.0,10.46875,-2.8000000000000114
0.0,0.0,265.0,17.0,13.609375,-2.0
0.0,0.0,352.0,16.0,14.171875,-3.1000000000000085
0.0,0.0,522.0,21.0,15.328125,-4.299999999999997
0.0,0.0,252.0,13.0,10.28125,-3.0999999999999943
0.0,0.0,1095.0000000000018,15.0,13.703125,-3.200000000000003
0.0,0.0,43.0,16.0,14.187500000000002,-3.6000000000000085
0.0,0.0,107.0,15.0,13.593749999999998,-3.5
0.0,0.0,15.000000000001819,9.0,7.171875,-1.9000000000000057
0.0,0.0,770.0,14.0,10.46875,-2.8000000000000114
0.0,0.0,265.0,17.0,13.609375,-2.0
0.0,0.0,352.0,16.0,14.171875,-3.1000000000000085
0.0,0.0,522.0,21.0,15.328125,-4.299999999999997
0.0,0.0,4.0,51.0,55.32812499999999,-9.400000000000006
0.0,0.0,1095.0000000000018,15.0,13.703125,-3.200000000000003
0.0,0.0,43.0,16.0,14.187500000000002,-3.6000000000000085
0.0,0.0,107.0,15.0,13.593749999999998,-3.5
0.0,0.0,15.000000000001819,9.0,7.171875,-1.9000000000000057
0.0,0.0,770.0,14.0,10.46875,-2.8000000000000114
0.0,0.0,265.0,17.0,13.609375,-2.0
0.0,0.0,352.0,16.0,14.171875,-3.1000000000000085
0.0,0.0,522.0,21.0,15.328125,-4.299999999999997
0.0,0.0,4.0,51.0,55.32812499999999,-9.400000000000006
1.0,3.0,2.0,31.0,0.015625,34.900000000000006
0.0,0.0,43.0,16.0,14.187500000000002,-3.6000000000000085
0.0,0.0,107.0,15.0,13.593749999999998,-3.5
0.0,0.0,15.000000000001819,9.0,7.171875,-1.9000000000000057
0.0,0.0,770.0,14.0,10.46875,-2.8000000000000114
0.0,0.0,265.0,17.0,13.609375,-2.0
0.0,0.0,352.0,16.0,14.171875,-3.1000000000000085
0.0,0.0,522.0,21.0,15.328125,-4.299999999999997
0.0,0.0,4.0,51.0,55.32812499999999,-9.400000000000006
1.0,3.0,2.0,31.0,0.015625,34.900000000000006
0.0,0.0,0.0,26.0,20.28125,-3.6000000000000085
0.0,0.0,107.0,15.0,13.593749999999998,-3.5
0.0,0.0,15.000000000001819,9.0,7.171875,-1.9000000000000057
0.0,0.0,770.0,14.0,10.46875,-2.8000000000000114
0.0,0.0,265.0,17.0,13.609375,-2.0
0.0,0.0,352.0,16.0,14.171875,-3.1000000000000085
0.0,0.0,522.0,21.0,15.328125,-4.299999999999997
0.0,0.0,4.0,51.0,55.32812499999999,-9.400000000000006
1.0,3.0,2.0,31.0,0.015625,34.900000000000006
0.0,0.0,0.0,26.0,20.28125,-3.6000000000000085
0.0,0.0,144.00000000000182,26.0,11.28125,-1.9000000000000057
0.0,0.0,15.000000000001819,9.0,7.171875,-1.9000000000000057
0.0,0.0,770.0,14.0,10.46875,-2.8000000000000114
0.0,0.0,265.0,17.0,13.609375,-2.0
0.0,0.0,352.0,16.0,14.171875,-3.1000000000000085
0.0,0.0,522.0,21.0,15.328125,-4.299999999999997
0.0,0.0,4.0,51.0,55.32812499999999,-9.400000000000006
1.0,3.0,2.0,31.0,0.015625,34.900000000000006
0.0,0.0,0.0,26.0,20.28125,-3.6000000000000085
0.0,0.0,144.00000000000182,26.0,11.28125,-1.9000000000000057
0.0,0.0,152.0,108.0,89.25,-22.4
0.0,0.0,770.0,14.0,10.46875,-2.8000000000000114
0.0,0.0,265.0,17.0,13.609375,-2.0
0.0,0.0,352.0,16.0,14.171875,-3.1000000000000085
0.0,0.0,522.0,21.0,15.328125,-4.299999999999997
0.0,0.0,4.0,51.0,55.32812499999999,-9.400000000000006
1.0,3.0,2.0,31.0,0.015625,34.900000000000006
0.0,0.0,0.0,26.0,20.28125,-3.6000000000000085
0.0,0.0,144.00000000000182,26.0,11.28125,-1.9000000000000057
0.0,0.0,152.0,108.0,89.25,-22.4
0.0,0.0,0.0,12.0,8.296875,-0.7999999999999972
0.0,0.0,265.0,17.0,13.609375,-2.0
0.0,0.0,352.0,16.0,14.171875,-3.1000000000000085
0.0,0.0,522.0,21.0,15.328125,-4.299999999999997
0.0,0.0,4.0,51.0,55.32812499999999,-9.400000000000006
1.0,3.0,2.0,31.0,0.015625,34.900000000000006
0.0,0.0,0.0,26.0,20.28125,-3.6000000000000085
0.0,0.0,144.00000000000182,26.0,11.28125,-1.9000000000000057
0.0,0.0,152.0,108.0,89.25,-22.4
0.0,0.0,0.0,12.0,8.296875,-0.7999999999999972
0.0,0.0,0.0,11.0,0.03125,-0.4000000000000057
0.0,0.0,352.0,16.0,14.171875,-3.1000000000000085
0.0,0.0,522.0,21.0,15.328125,-4.299999999999997
0.0,0.0,4.0,51.0,55.32812499999999,-9.400000000000006
1.0,3.0,2.0,31.0,0.015625,34.900000000000006
0.0,0.0,0.0,26.0,20.28125,-3.6000000000000085
0.0,0.0,144.00000000000182,26.0,11.28125,-1.9000000000000057
0.0,0.0,152.0,108.0,89.25,-22.4
0.0,0.0,0.0,12.0,8.296875,-0.7999999999999972
0.0,0.0,0.0,11.0,0.03125,-0.4000000000000057
0.0,0.0,0.0,234.0,78.953125,-13.299999999999997
0.0,0.0,522.0,21.0,15.328125,-4.299999999999997
0.0,0.0,4.0,51.0,55.32812499999999,-9.400000000000006
1.0,3.0,2.0,31.0,0.015625,34.900000000000006
0.0,0.0,0.0,26.0,20.28125,-3.6000000000000085
0.0,0.0,144.00000000000182,26.0,11.28125,-1.9000000000000057
0.0,0.0,152.0,108.0,89.25,-22.4
0.0,0.0,0.0,12.0,8.296875,-0.7999999999999972
0.0,0.0,0.0,11.0,0.03125,-0.4000000000000057
0.0,0.0,0.0,234.0,78.953125,-13.299999999999997
0.0,0.0,0.999999999998181,8.0,3.921875,-0.7999999999999972
0.0,0.0,4.0,51.0,55.32812499999999,-9.400000000000006
1.0,3.0,2.0,31.0,0.015625,34.900000000000006
0.0,0.0,0.0,26.0,20.28125,-3.6000000000000085
0.0,0.0,144.00000000000182,26.0,11.28125,-1.9000000000000057
0.0,0.0,152.0,108.0,89.25,-22.4
0.0,0.0,0.0,12.0,8.296875,-0.7999999999999972
0.0,0.0,0.0,11.0,0.03125,-0.4000000000000057
0.0,0.0,0.0,234.0,78.953125,-13.299999999999997
0.0,0.0,0.999999999998181,8.0,3.921875,-0.7999999999999972
0.0,0.0,15.000000000001819,0.0,0.03125,0.0
1.0,3.0,2.0,31.0,0.015625,34.900000000000006
0.0,0.0,0.0,26.0,20.28125,-3.6000000000000085
0.0,0.0,144.00000000000182,26.0,11.28125,-1.9000000000000057
0.0,0.0,152.0,108.0,89.25,-22.4
0.0,0.0,0.0,12.0,8.296875,-0.7999999999999972
0.0,0.0,0.0,11.0,0.03125,-0.4000000000000057
0.0,0.0,0.0,234.0,78.953125,-13.299999999999997
0.0,0.0,0.999999999998181,8.0,3.921875,-0.7999999999999972
0.0,0.0,15.000000000001819,0.0,0.03125,0.0
1.0,2.0,0.999999999998181,65.0,0.0,9.099999999999994
0.0,0.0,0.0,26.0,20.28125,-3.6000000000000085
0.0,0.0,144.00000000000182,26.0,11.28125,-1.9000000000000057
0.0,0.0,152.0,108.0,89.25,-22.4
0.0,0.0,0.0,12.0,8.296875,-0.7999999999999972
