odo,end_odo,soc,end_soc,event,charge_mode,duration_minutes
19102.018728477255,19736.735477519193,28.18735028585709,17.00575864024206,1.4852370135486125e-09,1.7804574221372603e-09,96.3259433977341
19857.946400063895,20095.506972370633,26.1507614837666,22.793320331505303,8.141233585774898e-10,7.366244215518235e-10,33.61983870568062
20219.87863885207,20263.064627412758,29.963002106234185,27.37654446030284,6.024187430739402e-10,5.177189595997334e-10,30.2361641654529
20368.318711474618,20397.281368767814,39.889672679871396,38.65970306718177,4.381136503070593e-10,3.5132523626089094e-10,29.178248880034978
20452.544613656362,20544.573891576467,49.595872890375574,48.76368268978031,3.580426564440131e-10,2.761381678283214e-10,29.41567507909618
20484.506724879706,20489.706182468344,54.14415268125809,49.40468745552468,3.364101517945528e-10,2.5519256014376875e-10,40.09242799101393
20494.811849000984,20403.452605266575,53.38002999764645,42.91976890165856,3.478087019175291e-10,2.7971363160759207e-10,60.27374493658145
20414.327339972722,20306.132857806624,43.9385385030973,32.379330017397166,4.227207507938146e-10,3.781742416322231e-10,61.971983428895655
20259.154621725247,20248.993356439845,32.21290974523751,20.731232242018056,6.109867710620164e-10,6.325303576886654e-10,64.19447102794872
20602.98107132099,20536.669864497293,34.65005785985349,33.89124255569444,4.871528130024671e-10,3.8316298741847274e-10,26.747291845372192
20840.79561807591,20796.83333133437,34.42027176756945,31.98086534319786,5.22433640435338e-10,4.385383334010839e-10,29.991986063989053
20844.269673858667,20919.285196552046,30.548194626274583,20.297193676974064,7.535339333117008e-10,8.500393480062484e-10,55.87330507736187
20766.405337070843,20880.76986675388,30.87607705061556,22.847202000609535,7.57239107042551e-10,7.735110353678465e-10,42.24458693719574
20547.760608844575,20256.66847416431,82.25438811572293,78.67263269413783,3.7771856877952815e-10,3.757058875635266e-10,22.787325162769932
20520.230179806582,20308.508457795902,80.60770802118346,74.99021147070641,3.578142961487174e-10,3.3587294165045023e-10,33.04261071822888
20576.304525825315,20514.453679275426,75.32091812153192,68.67115835024028,3.6577049177139997e-10,3.290684428066015e-10,39.84981172495856
20652.256269881287,20720.48806893382,69.38172612420905,61.08712794012556,3.8186237215995787e-10,3.3701390493661163e-10,48.351765358110846
20785.831852676856,20919.615251900697,63.26283143943412,53.948683127066275,4.005131311714649e-10,3.473789198324084e-10,54.49899041132296
20919.35822411563,21064.775723626535,57.57589121048812,44.70791773596215,4.5506716705858707e-10,4.236324224621057e-10,69.83398233106573
20891.616319247063,21049.786153498106,49.11375550519752,37.42355639523141,5.245903506875038e-10,4.986429587006568e-10,63.917645123053276
20799.242612423226,20991.32776160507,50.66882903631117,46.26353184553399,4.6405242756009097e-10,3.8658655248582363e-10,40.865888245224696
