event,charge_mode,duration_minutes,km_driven,charge
1,240,99.04292028899059,3.9941197602977065,14.318683819047521
0,0,40.59534932506099,21.36785261362485,-2.1658038812938116
0,0,17.567511220421242,9.683553139911345,0.7990254465044302
0,0,27.969543670789694,16.43322524234251,-1.5002952052421676
0,0,42.25185633292259,26.12313655942383,-3.1491286719986107
0,0,22.655941945717068,11.377221212820332,-0.7442162640709995
0,0,102.59595982505067,72.9305153179041,-14.059897942718642
0,0,28.218441457985826,17.966744878656307,-1.5831382288400704
0,0,39.38922476222976,14.487442694477034,-0.7790970989138515
0,0,59.65330577943921,28.353942397097306,-4.648213527197669
0,0,42.85376959511172,11.979690551200182,3.8067792678846644
0,0,21.56932825145614,8.574002618141764,2.2767687930612652
0,0,22.17240156345633,10.482004519413252,-0.1623333278920711
1,120,425.89228232872307,9.52907535767227,8.438827568128772
0,0,70.51254125296649,21.87839324838637,0.11819551571160503
1,120,164.83623183608628,1.9982991470651263,6.939318047716796
0,0,163.69918447072087,17.389041154586767,5.009930757050043
0,0,89.83377937682573,52.767680277099544,-10.626021723849021
0,0,24.23887127760654,14.899791546380444,-0.9075791427489577
1,360,79.44051256433232,4.773119034285354,22.713091043751078
0,240,52.02273711825696,13.925664703784273,15.27068330522168
1,360,47.97553842385262,3.021834647616328,33.74505227215083
0,0,22.66133406314314,15.408669728436319,0.8886131528959993
0,0,36.32351645266245,23.51203621218492,-3.123190786934046
0,0,15.700296147590509,8.772531874934844,1.4194363422961231
0,0,15.185235869908695,9.652186320387226,-0.16596379912422776
0,0,15.618315004603515,9.553111887851077,-0.011352354540278498
0,0,21.34725868437548,11.205447582580547,0.05497035959753305
1,0,385.1971025364031,16.94182728818626,4.177437057857162
0,0,175.492747226307,100.05907227882051,-16.582600823238053
0,120,220.60542611405222,22.259610560089257,7.12337294706424
1,120,549.5517831723135,6.139739337603731,11.302236850955438
0,0,73.64739662036858,43.76630756065812,-6.394686685853671
0,0,50.91264482472963,36.17634310272626,-3.4720740762825244
0,0,74.85271595052589,46.7714444205903,-7.460625514012136
1,0,139.38028997888927,4.251403688296722,2.8202653246984113
0,0,114.64688817992446,81.0472969496723,-16.469181904308826
1,360,70.73145423442813,2.2813843762771935,17.28855084201882
0,120,96.45695416372894,15.695062428439138,4.277358284430164
0,0,274.5286594172314,144.40423741843455,-26.091933257427485
0,0,31.477890955016218,16.440807717310115,3.168632354376257
0,0,26.27776820718251,11.105056572033021,-0.5747165567276795
0,0,75.53907569135436,51.988452063650314,-9.868652133501271
0,0,22.242249063411588,13.358000503426954,-0.8762288579116841
0,0,19.262871624015077,8.95865543062661,0.2542965530728907
0,120,76.67262268454819,3.0164845085064265,5.392295984069349
0,120,322.6929274662888,11.08293327132393,6.933672498415419
0,0,94.62502409252065,61.77618463387654,-10.414725800107107
0,0,161.71334097608576,119.48820776857886,-21.09550971433164
0,120,52.113364401119455,14.076864777362601,7.574817048721002
0,0,48.77347620451171,20.844074346980086,0.3077544092894442
1,120,112.22357170107246,2.3343627287601283,7.3288692762804715
0,0,189.63251532084766,13.985265042139838,5.698637811204378
0,0,40.591863660335505,23.655549555286985,-2.540025528347428
0,0,37.51579027812988,24.56304022155133,-1.705699940000713
0,0,81.19930250608994,39.96828501564237,-5.760961286621125
0,0,279.3865288637551,15.63192444708029,3.141928406574621
0,0,49.838497529468434,33.77343677970477,-3.928206148819342
0,0,21.527112365859516,12.908681802838116,1.4466149159239876
1,360,67.09798702937528,5.388329382024094,24.634301447376615
0,0,41.280418487494266,19.741346925594772,-1.0886697123747382
0,0,29.191824363160755,18.870571104677108,-2.0309352057269194
0,0,92.69436293564927,58.62949415263344,-9.662073324330493
0,0,184.47348150055325,110.92374734719586,-19.096506472434598
1,360,51.451988934351775,2.992737146478325,17.97692482541791
0,360,38.464806621980166,6.576951719464096,30.05278808813233
0,0,93.53551119294744,48.14658585066877,-7.672712480797742
1,120,832.2677836839767,10.635205876100366,13.507914659865392
0,0,178.987883547075,91.16289900604895,-15.93940788778771
1,0,533.093386200254,23.43290768997094,2.87951028528731
0,0,58.05231570374008,29.23891669120775,-4.072867104590387
0,0,44.96949822310925,29.295093504076267,-4.894635925464428
0,0,26.358199553036815,7.9994103574624065,1.331264186614348
0,0,14.527639297573101,9.673944726816012,8.051499586856337
0,0,30.602663706675738,11.595563242833306,0.18993062962212548
0,0,18.27810147869794,10.772888659437761,-0.8474681981964238
0,0,73.76141609625164,57.803452398079855,-10.870533128657563
1,360,57.29454763523908,2.903353897458235,27.132448686465708
0,0,175.30124157065094,122.3849104463563,-23.824125262511338
0,0,68.01959972428146,34.87068092487791,-7.301309445010389
0,0,46.104368886451994,24.95768395213963,-2.8337189935520826
1,240,67.53821030601272,2.1502288330967896,13.881778255857114
0,240,58.50890101416274,6.940611839965511,7.177055626040584
0,120,50.35497156040652,3.707591457690719,4.3616751461199925
0,240,30.45421226104399,4.979741477152647,14.129607878064775
0,0,26.92172086561507,15.592689154368866,-1.9040768818236273
0,0,21.626696483396337,6.641671144180642,7.248249499973838
0,0,66.94961831312783,43.22759117025238,-7.556375029375701
0,0,88.49960811139445,48.258697152791086,-8.27365955432991
