duration_minutes,km_driven,charge,event,charge_mode,id,delta_soc,min_per_perc_of_battery,charge_per_min,soc,end_soc
420.1927351568417,3.472148354326659,8.869954353715698,1,120,1,8.869954353715698,47.372592732770876,0.021109252044552572,0,8.869954353715698
403.7035407926507,3.6860862935278993,7.629673802109579,1,120,2,7.629673802109579,52.912293665953065,0.018899199613481504,0,7.629673802109579
378.53536482582814,2.767082437847857,9.618489242280615,1,120,5,9.618489242280615,39.35497096174686,0.025409750676020137,0,9.618489242280615
57.784349712676494,3.042488861411174,11.25563192552802,1,0,6,11.25563192552802,5.133816572450306,0.19478685805922993,0,11.25563192552802
39.72035923428886,5.103128576079728,16.799727874854867,1,0,11,16.799727874854867,2.3643453947691997,0.42295004875868275,0,16.799727874854867
109.70279633064494,2.3753381374868576,14.069338724903504,1,120,12,14.069338724903504,7.7972958413791655,0.12824959067131184,0,14.069338724903504
274.0975841720676,3.4140290781802536,8.422582042041782,1,120,14,8.422582042041782,32.54317771010059,0.030728406700419576,0,8.422582042041782
53.24606571616258,9.833538777699616,9.33671971011367,1,0,15,9.33671971011367,5.702866463741615,0.17535041480594413,0,9.33671971011367
35.990462658887424,3.883425769549864,30.37899758581761,1,360,16,30.37899758581761,1.184715280917943,0.8440846641440958,0,30.37899758581761
65.04600414963265,4.600909362424892,14.41056971365026,1,0,20,14.41056971365026,4.513770478346773,0.22154427319624434,0,14.41056971365026
27.8051861222018,2.594999563227656,22.53400722542564,1,0,25,22.53400722542564,1.2339210617998102,0.8104246138252876,0,22.53400722542564
79.99087255108267,13.46030615230242,23.727366434386862,1,360,29,23.727366434386862,3.371249513606195,0.29662592340437866,0,23.727366434386862
317.2738512915167,2.9689728781515217,9.560634852094864,1,120,37,9.560634852094864,33.18543759905209,0.030133699367838506,0,9.560634852094864
170.0935555186608,2.698152640325533,9.789404500333715,1,120,44,9.789404500333715,17.375270938376527,0.05755305937654839,0,9.789404500333715
319.0624532265171,3.4303598582967565,8.78614542492761,1,120,47,8.78614542492761,36.31426954546975,0.02753738440884463,0,8.78614542492761
110.76646089369902,14.318113433257832,4.13013268384374,1,240,49,4.13013268384374,26.81910470503658,0.03728685245082778,0,4.13013268384374
106.02456701338954,2.257860142170496,16.22907774989652,1,120,54,16.22907774989652,6.533000127753136,0.15306903114112216,0,16.22907774989652
57.131846512768085,5.283889312937568,17.1200170398657,1,240,55,17.1200170398657,3.3371372458176163,0.29965803811434033,0,17.1200170398657
393.8026939830003,3.3352862309053983,8.43497227413684,1,120,57,8.43497227413684,46.686898449028824,0.021419285350295143,0,8.43497227413684
34.27493466983024,2.166880480674064,22.56727266710557,1,0,63,22.56727266710557,1.518789406918008,0.6584191300288581,0,22.56727266710557
31.49123060862808,2.6471204493733262,23.37429478029121,1,0,65,23.37429478029121,1.3472590683326595,0.7422477409913297,0,23.37429478029121
73.16316866500271,4.486410397825551,8.27369108767914,1,0,72,8.27369108767914,8.84286926955183,0.11308546689062175,0,8.27369108767914
70.41717081873705,2.0377827510387294,17.30907632731069,1,0,77,17.30907632731069,4.068222329554991,0.24580760808846616,0,17.30907632731069
31.891695981598204,2.4836249178498013,21.960884050109613,1,0,78,21.960884050109613,1.4522045610198933,0.6886082214875383,0,21.960884050109613
42.80181186490522,3.5745815048714986,13.195560905598228,1,0,85,13.195560905598228,3.2436523290757964,0.30829444667546313,0,13.195560905598228
40.35027179698909,4.012423294143937,31.30218645166325,1,360,86,31.30218645166325,1.2890560171986027,0.7757614771258864,0,31.30218645166325
41.55740014301658,1.8434739051662807,19.471105213746,1,0,92,19.471105213746,2.1343113134470832,0.4685352102570829,0,19.471105213746
42.41980433678943,5.10495128640848,30.55616624730041,1,360,94,30.55616624730041,1.3882567594858912,0.7203278450956917,0,30.55616624730041
25.535005410564093,3.0964699687358395,16.085882305448536,1,0,95,16.085882305448536,1.5874171478871877,0.629954137342522,0,16.085882305448536
170.1286916073915,11.424955442774808,4.948254379947855,1,240,99,4.948254379947855,34.38155732187405,0.029085360812431422,0,4.948254379947855
207.41228808023223,4.863452558178288,11.326076390261974,1,120,100,11.326076390261974,18.312810273693973,0.0546065833181531,0,11.326076390261974
44.04990044831863,4.470874565962573,19.174863757263736,1,0,101,19.174863757263736,2.297273190878962,0.43529868540249184,0,19.174863757263736
275.56121037806287,5.000249521906637,4.317834707961097,1,120,111,4.317834707961097,63.819305048892026,0.015669239883353465,0,4.317834707961097
27.33260462571563,2.117437657907073,23.21207266894996,1,0,114,23.21207266894996,1.1775167610205517,0.8492448117114714,0,23.21207266894996
31.96555309904622,4.994237219430929,14.240961758311483,1,0,118,14.240961758311483,2.2446203874109907,0.44550963076363603,0,14.240961758311483
54.89971580261945,10.190592057554325,17.965592092970752,1,360,122,17.965592092970752,3.055825575829455,0.3272438086485241,0,17.965592092970752
62.32958297747222,4.835179239101982,9.67051489424962,1,240,123,9.67051489424962,6.445322059793865,0.15515128502856879,0,9.67051489424962
329.65181441784944,3.231881672614337,9.156711620442422,1,120,124,9.156711620442422,36.00111350912258,0.027776918615214575,0,9.156711620442422
483.9456018156594,7.04072882758825,8.200923454427368,1,120,129,8.200923454427368,59.01111070051453,0.016945961330486887,0,8.200923454427368
101.11608189111588,3.111674014486801,11.36386326744433,1,0,131,11.36386326744433,8.898037534541396,0.11238433150209676,0,11.36386326744433
42.224489452593744,2.815286169805853,16.09500844414221,1,240,133,16.09500844414221,2.6234524572717066,0.38117710013314404,0,16.09500844414221
37.57513114627811,3.54396278906492,27.814694167968327,1,360,141,27.814694167968327,1.350909376150898,0.7402421048029643,0,27.814694167968327
32.23558548628672,3.45074533238516,23.216344301385945,1,0,152,23.216344301385945,1.3884867086659443,0.7202085506175269,0,23.216344301385945
29.215821399902158,2.019767680914093,22.009029427780035,1,0,156,22.009029427780035,1.327447059661142,0.7533257109743197,0,22.009029427780035
281.131861492332,3.3122355492696194,9.665510506152089,1,120,157,9.665510506152089,29.086085138844123,0.03438070112311237,0,9.665510506152089
66.76017169992566,15.710242875814828,12.242428978856225,1,0,161,12.242428978856225,5.45318023206232,0.1833792314657851,0,12.242428978856225
32.39922788530805,3.5297583282246827,22.01662344099958,1,0,163,22.01662344099958,1.4715802344592894,0.6795416087981335,0,22.01662344099958
337.4068742565373,3.0302479967222005,8.382588571105941,1,120,165,8.382588571105941,40.250916694104454,0.02484415467105299,0,8.382588571105941
72.18544706322855,9.073349169875575,29.58168448514732,1,360,169,29.58168448514732,2.440207456727901,0.4098012229422945,0,29.58168448514732
54.46126477323694,4.959182009073441,16.84674081195746,1,240,171,16.84674081195746,3.2327478282672626,0.3093343660325016,0,16.84674081195746
62.26059034782147,2.4251278915917847,15.93293621464082,1,240,172,15.93293621464082,3.9076658256254135,0.2559072460706008,0,15.93293621464082
347.38852377505594,2.835641177335139,9.29941578552642,1,120,173,9.29941578552642,37.35595136156083,0.026769496252985202,0,9.29941578552642
278.72028155546707,2.794020511541304,10.175300277358602,1,120,174,10.175300277358602,27.391848295195455,0.036507211533272126,0,10.175300277358602
