odo,end_odo,soc,end_soc,event,charge_mode,duration_minutes
13526.135061437244,13011.511722996443,58.6085441385568,73.71666527324224,1,1,389.38469443367137
13340.668565642565,12261.038392489803,57.13303976848416,69.78259885410495,1,1,431.7615241213941
12694.257992165207,12158.243452673609,54.62671791844812,67.30220247335086,1,1,612.8541783068457
12627.769073599715,12271.734581349094,64.35114339339378,62.093433813782354,0,0,45.36155900408593
12583.63729855691,12128.996290004481,75.06986211206276,73.40404501456891,0,0,40.53000016514981
12445.929463965047,12035.854803702143,75.92180861586958,72.98915744278015,0,0,39.43673661345529
12555.846483074238,12014.914255785445,83.02044635310887,79.42454549036366,0,0,44.26184390151967
12649.971102497719,12192.068137002749,80.94420169868606,76.05320534299453,0,0,45.02859330223649
12903.771914882034,12437.558780376632,77.14885039808976,70.26931107196839,0,0,47.152447052960966
13060.247953332744,12662.078931296137,69.14506731279411,59.34294320494192,0,0,44.980116565239385
13344.327406746717,12929.250750818672,70.9180745287008,66.33955936154553,0,0,33.879764753751466
13452.087467126386,13023.033715661531,69.11371398810991,61.947850529721855,0,0,33.45844964808033
13370.85666766382,13201.013400684633,54.98742782444631,59.093550862101615,1,1,183.84494745951426
13840.885935402604,13338.737645553274,43.717935126973245,44.677738592377366,1,1,167.03775638405628
13614.626290499858,13274.531233294021,50.789242957362966,48.10972164385604,0,0,33.999136465970366
13775.621956362518,13191.570889802877,46.51266902672088,77.44647490724014,1,3,140.88481107174604
13317.214968099039,12582.154298491574,69.71032444543324,80.02908957032882,1,1,442.55873714033896
13216.784573031722,12443.555007688507,67.65248570533615,76.08094042135968,1,1,380.73854300941275
13285.249372309936,12985.923782831811,78.02657668564903,75.88987836413236,0,0,55.95425665899076
13699.264285881463,13096.204191633831,76.94565485578211,75.74978107966207,0,0,50.93474984642818
13506.095317092786,13040.290420009422,75.41451285781176,73.27081748728158,0,0,49.2506748111167
13537.220764142177,13290.932854732604,76.1003862477666,69.9580582272942,0,0,66.55946896099314
13750.597240732055,13524.827642248456,67.75114140612197,55.84731547599302,0,0,87.81675641310532
14520.73402928356,13708.656493631715,48.61463019456566,51.361750833901255,0,0,151.87027642053482
9574.515436058173,8995.048222243351,83.94266893855055,81.48475897499763,0,0,32.84935276329619
9570.318686727647,9383.24122351663,81.49208249783207,74.29859526750839,0,0,54.542624489821385
9540.771680773221,9361.825555602076,70.4446916677881,57.96480780838406,0,0,54.53986926511639
9963.593510095625,9560.21011403449,60.00481679930548,74.4443365396405,1,1,538.7012780213795
9521.669947184904,9320.888710856852,68.94906158076994,65.36314949605159,0,0,42.62201665365809
9550.151788334628,9479.661303977842,65.88593206313992,75.23320911626348,1,1,105.52597922323295
9013.346007533082,9114.363230780507,70.03475169281687,78.10080702122204,1,1,116.69898406756693
9785.60180831794,9577.959905102844,76.94417663078782,72.51467023294094,0,0,52.44659130018067
9766.799652330945,9323.674883729433,63.66381478583759,56.078424785442344,0,0,49.37556097743267
10024.100862554715,8788.221300487694,55.88097169462923,61.891879169454015,0,0,55.647437559029306
9568.143087614044,9476.236314301423,67.53229508478923,75.96742326797239,1,1,162.06499227898897
9613.28077766929,9428.56926835408,72.82723374398371,68.56190129484321,0,0,49.14715765501276
10049.903814220612,8930.508427464592,65.31009728161172,70.46315698797484,0,0,79.32210230075096
9474.470497504559,9450.58848506143,67.14651862421871,73.78689369500717,1,1,187.0157465512675
9510.894473729339,9404.029387008246,73.85942591567331,71.97817542892533,0,0,46.730929710592726
9496.165241664323,9639.59308342413,67.01012504721695,58.15013326425241,0,0,63.04928465401526
9681.97591883652,9783.169156389611,58.81732472549267,63.90305642537757,1,1,99.53004960896574
9782.401653807814,9680.072774894104,68.98892188898157,68.41442760178788,0,0,38.745235282806675
10032.856517249362,9846.097269607015,67.16194508116295,66.89518706582012,0,0,36.91133689478674
9848.90921275739,9761.651011612774,71.05439333167561,67.21913888273339,0,0,42.10940869916791
10088.90282636076,9712.795500236622,64.77832740934895,78.63614143009097,1,1,594.5422500924996
10151.42001166072,9727.045107567272,56.55346053376033,69.85212994920894,1,1,428.0591108303106
9835.30772392935,9928.367557863177,66.56794596293457,61.629488221825014,0,0,61.28278114471688
10490.085166947641,10391.63218053435,59.69766810399512,62.134014956729125,1,1,121.86936346085061
15466.576409650657,14700.10549666427,59.43441176250337,62.364982621700456,0,0,87.10370586132647
15027.611341984997,15216.264150693369,43.35119153218516,45.4996197802387,1,1,101.53345038196208
15157.956890592362,14940.86091047969,63.40088629969476,64.46509626621389,0,0,38.8968567400101
15454.024773883253,14756.3000815087,59.44593271450162,63.99707022371728,0,0,29.329721399517304
