odo,end_odo,soc,end_soc,event,charge_mode,duration_minutes
21453.83981630338,21481.606349868613,61.43717080398078,55.801776776316274,0,0,36.245930105094196
21246.476195036044,21450.205842223208,57.110411997559986,61.015127089961595,1,1,335.9286256447002
21768.944857566305,21806.887873778753,63.30473265288759,52.053477090074935,0,0,46.11502886247459
21939.323293902384,21998.307998180975,55.95993881893477,54.14752726135711,0,0,23.02282783416993
21515.197303422225,21959.547788608,54.59885021378935,57.54212979030534,1,1,227.56281869740195
21583.662102700437,21966.66926510247,35.16729507151595,57.6086645599132,1,3,39.78817994145133
21724.23323343294,22221.84330652789,33.851171539883424,54.70958889365159,1,3,35.965682103850284
21961.457418544087,22501.9485045915,43.464310255337246,51.98958453476822,1,2,51.318971538102154
22188.953986076292,22370.3482503955,43.87609082174106,49.02571469161878,1,1,154.26209980194287
22430.935463496437,22480.115609451936,48.727659764070225,37.675045342881134,0,0,67.87454412018835
22473.049416962334,22546.801429431092,42.89222855477703,43.43569357592179,0,0,25.390274685375445
22457.71770105466,22574.24260376103,47.94399920241181,47.6885227209995,0,0,23.240889052228415
22548.578921807733,22656.073705464554,46.71234156198963,45.55342833828479,0,0,23.73644504916935
22263.1720067559,22592.44755180212,44.52314498801331,55.69732486952093,1,1,496.1730391248681
22910.402091404878,22938.26836682405,51.3650863666635,51.31145070061792,0,0,91.34615120396384
22598.933256494005,22718.872059018675,49.24310301514128,49.02487572047986,0,0,30.707229630152817
22515.05152812374,22669.834884113934,58.60051455843221,57.64676147663045,0,0,31.46351478355254
22529.384652027005,22743.938964227676,58.099350270584154,50.74336917800847,0,0,41.48299154280075
22582.210169060185,22792.004605243248,53.601353190603724,45.95260154481245,0,0,41.14840794737454
22627.901744813877,22806.432548931636,46.81309956330235,41.51959245192293,0,0,34.55292862230097
22679.425097873307,22824.00533451059,44.78758908616389,41.03466440969583,0,0,35.221807475684265
22359.572084493426,22806.334064674378,38.07070439166048,37.50448087597966,1,1,48.74811061180114
22434.965780826227,22443.017654437288,37.61067732233039,28.605655649950194,0,0,92.20852051788016
22095.53104396791,22169.124949791025,19.45812040730973,34.50022601300684,1,2,54.770286945133115
18639.818199529847,18865.0459930498,50.80394468143063,41.35531482069881,0,0,59.12522394760103
18787.633782390327,19178.225931132205,53.35046332279956,40.49708820456932,0,0,60.13004398532768
18857.884064172424,19222.972386504494,40.23394575051343,30.473259883827936,0,0,48.61849491005406
19102.066438370282,19300.11616990984,36.28433850824709,33.684193107727495,0,0,30.69950659113597
19300.56522555049,19508.50220392737,41.19111944170517,34.38976238769334,0,0,43.60221587527089
