event,charge_mode,duration_b_e,duration_minutes,km_driven,charge
0,0,-0.00046867996752553154,18.000000218841336,9.85937512426102,-1.5000037683313394
0,0,202.99931698253567,11.0000004401415,6.375000346042194,-1.1999986123148147
0,0,251.99926524589864,12.99999985164695,10.281249971053592,-3.100000735600233
0,0,1094.999660785672,15.000000182367781,13.703125685118662,-3.199996903093151
0,0,42.99991445885826,16.000000807335887,14.18749959606499,-3.599998226602594
0,0,107.00027542484167,15.000000182367781,13.593750385669534,-3.5000020591096757
0,0,14.999944022651107,9.000000109420668,7.17187521319019,-1.8999967650719043
0,0,770.0002182070184,13.999999557399676,10.468749981231303,-2.800003906352586
0,0,265.00032287076647,17.00000051308861,13.609374623386138,-2.0000012593337004
0,0,352.0000167416583,16.000000807335887,14.171875358348386,-3.100000735600233
0,0,202.99931698253567,11.0000004401415,6.375000346042194,-1.1999986123148147
0,0,251.99926524589864,12.99999985164695,10.281249971053592,-3.100000735600233
0,0,1094.999660785672,15.000000182367781,13.703125685118662,-3.199996903093151
0,0,42.99991445885826,16.000000807335887,14.18749959606499,-3.599998226602594
0,0,107.00027542484167,15.000000182367781,13.593750385669534,-3.5000020591096757
0,0,14.999944022651107,9.000000109420668,7.17187521319019,-1.8999967650719043
0,0,770.0002182070184,13.999999557399676,10.468749981231303,-2.800003906352586
0,0,265.00032287076647,17.00000051308861,13.609374623386138,-2.0000012593337004
0,0,352.0000167416583,16.000000807335887,14.171875358348386,-3.100000735600233
0,0,522.000694327935,20.999999336099513,15.328125303706088,-4.299996379359669
0,0,251.99926524589864,12.99999985164695,10.281249971053592,-3.100000735600233
0,0,1094.999660785672,15.000000182367781,13.703125685118662,-3.199996903093151
0,0,42.99991445885826,16.000000807335887,14.18749959606499,-3.599998226602594
0,0,107.00027542484167,15.000000182367781,13.593750385669534,-3.5000020591096757
0,0,14.999944022651107,9.000000109420668,7.17187521319019,-1.8999967650719043
0,0,770.0002182070184,13.999999557399676,10.468749981231303,-2.800003906352586
0,0,265.00032287076647,17.00000051308861,13.609374623386138,-2.0000012593337004
0,0,352.0000167416583,16.000000807335887,14.171875358348386,-3.100000735600233
0,0,522.000694327935,20.999999336099513,15.328125303706088,-4.299996379359669
0,0,3.999741366815215,50.999999700835076,55.32812230913774,-9.400000763951752
0,0,1094.999660785672,15.000000182367781,13.703125685118662,-3.199996903093151
0,0,42.99991445885826,16.000000807335887,14.18749959606499,-3.599998226602594
0,0,107.00027542484167,15.000000182367781,13.593750385669534,-3.5000020591096757
