event,charge_mode,duration_b_e,duration_minutes,km_driven,charge
1,3,57.03139739386643,87.81105696109721,6.039444129415514,31.896109895644216
1,3,57.740845969843576,52.6653569143868,2.414041410111021,22.379620603601495
0,0,47.94955568660043,33.2097331786588,3.7631092771244368,6.388477305926543
0,0,129.53464203259864,74.77820802858798,48.46485255915675,-12.001183441175357
1,2,76.77296643615045,48.395987539209855,1.575599061567188,11.397211976813068
1,1,61.62406449669834,27.603806254921004,2.2889451900495894,11.654392560474179
0,0,52.701211265233724,12.656652684033336,7.74285657023856,1.8751270960822524
0,1,54.51907949796805,12.291439220931924,7.03216085629217,11.027761568328316
0,0,56.83491163603867,24.906399972135915,9.796997926343739,-1.1341755043098516
0,0,69.71147828457288,70.44322505950156,44.24740446737281,-7.50316281284114
1,3,67.95660548564592,74.82930169633616,5.762850390582975,26.868548400317565
1,3,53.9761188541961,45.27412620043629,3.0779706035963175,34.60733082363133
0,0,69.26601057407606,32.17832939862303,25.578232463693357,-5.218742914007237
0,0,38.29325561866062,11.407994187083588,9.527082527712835,-0.2029263261873524
0,0,35.528955987530935,19.525285554176257,6.0735758332064345,1.6522944340556052
0,0,130.4390764751206,182.61585752100987,131.8826774521208,-25.622207734692296
0,0,131.53849678419283,184.72539063733817,133.85995925218356,-25.91991886588208
0,0,69.45949654934157,26.04174862747688,15.929075188490144,-3.6110395221389098
0,0,106.80228977573279,57.06632484039672,39.7112078375879,-7.114136170716975
0,0,80.53469376923385,107.03071075475016,29.270480750883383,-5.809289853206934
1,3,56.06846719137866,88.12364902048691,6.270173545372872,30.434437213027863
0,0,53.15267854085505,29.321235181386495,6.742012140261175,6.4486049040168325
0,0,50.87134390225037,15.94302416114808,6.8633451238960275,5.2419728254591575
0,0,74.4016383206781,21.150535562215808,15.58195506355166,-2.1349448758205227
0,0,86.01079683665375,26.326004953525945,16.934165917158047,-2.7710600577219395
0,0,117.37652330772653,62.38959671127949,40.46519494707584,-8.44454566869193
1,1,38.74172311171969,118.10010092558709,1.6670723517642465,5.529945800442519
1,1,60.99261026734166,440.08449717605305,5.8483694937061115,10.575951088840782
1,3,24.908225825822228,78.38093667129378,3.7278004722864266,28.782514515016544
0,0,47.66907601702951,446.3304259705151,112.59931934063226,-19.893178411901047
1,2,41.705508283241215,152.50050849495005,5.64015222332798,13.224962726517319
1,2,43.7948568378597,69.25151747070895,2.5954151764040674,17.309334457145994
0,0,50.5353682552759,35.98195807818064,16.839818908396296,-3.604228225194177
0,0,146.12943916706354,116.14001016907147,83.39224002759582,-17.012203810119743
0,0,108.79714517964021,34.93121032966306,26.477236168009565,-3.839567694080216
0,0,72.39628367780278,19.304819098720394,14.240428990724602,-1.0405576417798414
0,0,132.10245590589875,45.95171294966667,34.5319547772447,-4.884831155106951
0,0,65.93925171252158,21.45614893843149,15.49840131765257,-1.9439704315328896
0,0,114.18325477019243,90.6654560388361,48.14290027755185,-11.380443638012856
1,1,30.703805736124195,178.03876792796356,4.11962296427892,5.2505160903311605
1,1,55.76398926130787,73.34588662161454,6.465655441825013,10.370388145473484
0,0,78.52783923507741,31.330099506028162,21.915604011828297,-3.714208188575512
0,0,98.59338479408689,26.329235076375454,19.99515977914164,-2.967871566995214
0,0,63.390936425874315,18.399612559937715,13.129618949701761,-2.0838768022728402
1,3,43.15590315209738,35.09993782817315,1.9494388871742232,33.70436767939786
0,0,34.96799664838727,26.104477723520187,18.092429120919448,-4.322511962414126
0,0,145.73346786884395,176.05480698642916,131.00856545492604,-24.672864487791202
0,0,119.7433517493555,44.224735213821354,35.897611773751656,-6.360609384207848
0,0,48.02455025065683,14.168660872402317,11.546036945216477,-0.274728054248925
0,0,39.485669187162785,31.87636346903992,18.355791215516195,-2.139940937149177
0,0,64.3493669545187,38.168488351699104,22.966905290280206,-3.8257286041998526
0,0,87.6306794202792,30.773356487670814,23.866542980797718,-3.8394011587026
0,0,47.04062157023327,16.862482215200757,7.607606180626839,10.271083099797707
