event,charge_mode,duration_b_e,duration_minutes,km_driven,charge
0,0,49.68642979015385,26.05656821785246,18.733144029107574,-0.9217179963090416
0,0,58.370800307919126,16.384635453011125,13.330024805650705,-0.6287489599970257
0,0,137.63405495072038,40.86710983721813,30.059554065609767,-4.34844984747869
0,0,57.38537173621444,11.64303480240825,9.442998346691985,0.20111348022942366
0,0,92.93279509908825,23.16914173146735,17.000055398630558,-0.6232532925355088
0,0,142.60469465639835,43.993666528158826,29.50245771079909,-4.186485865972756
0,0,102.48560266862842,29.605331563959233,13.997307962248183,-2.0475304561069123
0,0,125.82991056819628,47.941825280532015,32.4543538184039,-5.539057059324719
0,0,111.35895948781763,57.13829940474405,41.32384895182455,-7.14695196687731
0,0,75.02109341978576,86.19929000426899,48.375446416190506,-8.155931532504724
0,0,56.404442838353134,40.63095237520532,25.456817061852334,-3.1094099844358567
0,0,60.148171476063,21.067853977108346,16.034767732538803,-0.815984685057046
0,0,156.80266552361172,73.04633271319167,53.53176044691226,-9.013105774661128
0,0,135.2657266178103,37.78041767892897,27.96606400370604,-3.6415987639324783
0,0,81.4901245153178,15.509308929409475,11.811112211414972,-0.12114080223734902
0,0,64.72283988352137,12.335235237768819,9.78806153862179,0.2543881475305909
0,0,80.03972964645982,17.770543836957415,13.200646537121292,-0.20304290095168653
0,0,95.66109733947087,26.812501532452597,19.725900204014533,-1.6134143604916744
0,0,99.65230803856684,42.32181597715436,30.869365773409946,-4.648396716113055
0,0,77.22293382049065,82.96001176956347,50.98274143736336,-8.35417940940998
0,0,76.56148176551142,59.955047420469306,39.13994682218184,-6.224945502212805
0,0,69.27500992176283,19.33153517455936,15.369955713268189,-0.9739851245755915
0,0,134.12130957030604,34.18341758647876,26.15755496586356,-3.248350449985594
0,0,59.85269289367898,9.682723434201147,8.23771097752157,0.09490554315121358
0,0,76.30650024771785,14.742770626956524,11.735881295480791,-0.03160305645907613
0,0,96.36454635032169,20.080855653707204,14.504081310115724,-0.6432708449256381
0,0,68.01810102817217,15.866778922139725,11.265079620246178,-0.056150371120509135
