soc,end_soc,event,charge_mode,duration_minutes,km_driven
58.21666496701767,55.438545856080914,0,0,38.87300075787536,20.858720837088455
53.25169833689743,51.0331519885367,0,0,23.083207962341227,14.373559048707515
62.06357583511887,58.709950376357064,0,0,28.974981454737552,17.82601121283241
61.62012559237837,56.173326585701815,0,0,37.56647581424881,22.861801648969646
57.79510625862832,46.248507755081874,0,0,129.8111107862191,29.444176063742237
51.63933449011664,40.71559660334126,0,0,56.471460121750575,46.083901882715566
39.97607313896195,37.78898742970242,0,0,19.366279677537655,12.365114713563283
35.85571940615936,32.851832952426484,0,0,21.181719024807368,13.045559423699853
39.08043272010036,35.82261885960746,0,0,25.10441367269078,18.067440202580457
35.14513607622226,31.18782086421445,0,0,38.32634704754197,24.108722891979756
68.31038210551588,55.88965083132117,0,0,91.94718790520113,63.507102213828645
67.62124166576824,42.902453870967875,0,0,132.51053015068902,140.4124574194342
59.78066727390764,38.886939153048765,0,0,98.71551783137913,102.49692673897437
56.815854098018065,38.048591794620016,0,0,86.67070042035951,88.60334737240903
39.499000467411776,38.38894440772623,0,0,17.20420788688195,11.410365306995443
42.473701070403195,41.19513670753986,0,0,18.176101663139345,11.883180945062868
41.83157911398541,34.44596255827179,0,0,36.460071412830814,31.594045814098898
34.593332516585576,32.21986432237485,0,0,19.5471739108332,15.33669679714773
37.059679021445454,31.06941425240392,0,0,35.49631453112773,30.431709601208667
36.80644815141299,32.52173049644932,0,0,46.42517873134954,26.127368769532097
49.552644479313976,40.389814303943076,0,0,55.089471272189684,41.00383525913742
39.842221878876416,34.517106221279164,0,0,26.101260469686014,20.776091302185044
34.343483733310464,32.00404444475264,0,0,17.5212103416706,14.322955678977578
33.80030507008985,31.858463884624406,0,0,17.231129866966302,14.073577911123392
35.933596555225925,35.75320761752331,0,0,13.607603976261034,9.212030129265468
37.8900532184777,36.25547348864397,0,0,18.07681169452451,12.66041562412355
37.542733615151484,37.2564477753417,0,0,12.916669300480367,9.059156332115696
30.243218330439923,28.460837790857347,0,0,15.237510729421706,10.808610964164844
30.0057791597141,26.525181557097792,0,0,23.57570334084554,17.702138762246776
27.12134518686974,20.94207922936461,0,0,61.315372201926266,34.40580842948372
47.96125187116806,44.016272499782396,0,0,35.21699439167567,22.243653831831526
36.419527073045344,35.66399066390969,0,0,15.24369796815251,12.31944093876305
37.7990676073023,33.27313538470925,0,0,21.915475349120868,18.2179175318893
30.501752404537484,27.915095236787735,0,0,17.20596542669079,13.021448224035112
28.34765648436512,24.838082780938024,0,0,23.725993217239676,17.981056060507097
32.730147824179355,26.151760406243298,0,0,39.89340336822902,32.00622137644062
31.43396595034909,27.573328902833797,0,0,26.04341608417836,20.31799682371192
30.379350198347375,23.008496469741726,0,0,39.30564602291025,44.812305896750665
26.988662989936305,21.792293398724198,0,0,43.19618835519033,46.358437631895754
18.935621076426465,51.965390568353044,1,3,103.02373324856525,9.811439427580352
57.42655658349703,52.00768234076489,0,0,48.75797823318481,28.623070948409477
