vin,event,charge_mode,duration_minutes,km_driven,charge
-2.47174e+18,charge,120,83.57904082215039,0.0,4.599421051212673
-2.47174e+18,trip,0,104.31808410368328,91.80097653163963,-19.529182037033408
-2.47174e+18,trip,0,95.83493214586086,70.75826444578314,-14.575649680444016
-2.47174e+18,charge,120,147.9603198841663,0.0,3.965104451389564
-2.47174e+18,trip,0,39.26503141050767,21.10166434942851,-4.117673447939495
-2.47174e+18,charge,360,69.09149310342798,0.0,18.21794315068084
-2.47174e+18,trip,0,139.01913393248043,100.81799602752928,-21.9964078198826
-2.47174e+18,trip,0,274.0619333227234,130.41365534535308,-24.81727147711137
-2.47174e+18,trip,0,14.166949293362537,12.069868748473796,-1.7365089848607198
-2.47174e+18,trip,0,58.49267134739241,46.52489986662683,-10.454906623342763
-2.47174e+18,charge,120,317.1600450736021,0.0,9.412293464478369
-2.47174e+18,trip,0,118.52484461520524,44.32162311867224,-9.62469862220776
-2.47174e+18,trip,0,48.36907658971008,36.42462055230662,-6.925622286633697
-2.47174e+18,trip,0,103.53725108283744,70.31681280952338,-14.92568206389808
-2.47174e+18,trip,0,52.28470614817365,36.89898029898878,-7.55091266898971
-2.47174e+18,trip,0,72.24666680761595,10.584911750750845,-0.7594126172789686
-2.47174e+18,charge,120,370.48100845902417,0.0,3.3964527509626805
-2.47174e+18,trip,0,87.13483800435405,58.47125683222063,-11.138630106321775
-2.47174e+18,trip,0,91.17646625354836,72.41176808398124,-14.213014732288428
-2.47174e+18,trip,0,15.702873627519372,10.469267032199925,-2.397429611258886
-2.47174e+18,trip,0,44.50290449561616,31.8640337689284,-6.635913180338633
-2.47174e+18,trip,0,97.58171345787858,71.80413316691897,-14.59539244946106
-2.47174e+18,trip,0,13.67589800222208,11.391205539562897,-1.6649320795589375
-2.47174e+18,trip,0,17.963623189346045,14.817273311276818,-2.864161660581331
-2.47174e+18,charge,120,39.04333136801024,0.0,9.55737075869348
-2.47174e+18,trip,0,198.3265867631769,132.77512714797373,-26.54311090248006
-2.47174e+18,trip,0,113.20394064314443,89.4558643907291,-18.65450909007341
-2.47174e+18,trip,0,17.9581759189971,14.037115251399008,-2.7852738522019536
-2.47174e+18,trip,0,127.64067413559457,65.28991085992844,-12.363751775179892
-2.47174e+18,charge,360,36.927650539212536,0.0,23.78574541101213
-2.47174e+18,trip,0,33.410125808620194,20.283809470021108,-3.6035620836836975
-2.47174e+18,trip,0,33.47709984129384,21.172814507513625,-3.5126087871956315
-2.47174e+18,trip,0,13.498680630451302,10.452252251415125,-1.8289111391340924
-2.47174e+18,trip,0,19.56558395648772,10.069362624999018,-2.67338705874684
-2.47174e+18,trip,0,113.12489547408498,91.96447171094862,-20.36914068452817
-2.47174e+18,charge,120,58.81604396477272,0.0,5.208166143801975
-2.47174e+18,trip,0,68.82014807662314,57.25487118238181,-13.247201136540546
-2.47174e+18,trip,0,139.42791268935807,85.18767204339272,-17.52987070468776
-2.47174e+18,charge,120,960.2693932542886,0.0,11.038328238038403
-2.47174e+18,charge,120,158.87602459699096,0.0,4.404366490173317
-2.47174e+18,trip,0,94.44632126869386,59.40649073465408,-11.509275406140963
-2.47174e+18,trip,0,22.856678362231023,7.214419209443315,-1.6688872947774485
-2.47174e+18,charge,240,58.80205350667098,0.0,8.805763292411442
-2.47174e+18,trip,0,40.48309106584829,28.001719387667432,-6.2802477377365165
-2.47174e+18,trip,0,129.49810691833864,108.4041227556559,-21.47416536581443
-2.47174e+18,trip,0,24.496571471292967,22.742664370878646,-2.6236595949890216
-2.47174e+18,trip,0,19.964488501740576,15.739247040095416,-3.595426830486872
-2.47174e+18,trip,0,42.49630144081223,28.308579979964826,-5.303834165203014
-2.47174e+18,charge,120,263.3755618169216,0.0,5.968042091582916
-2.47174e+18,trip,0,34.63067469921309,17.379053758628874,-3.4903346804387354
-2.47174e+18,trip,0,66.09648348725892,39.36585160314727,-7.155411964060491
-2.47174e+18,trip,0,57.55641738989459,23.711067022506143,-4.173104748380851
-2.47174e+18,trip,0,29.63238958792,14.419182104611645,-2.514503981726904
-2.47174e+18,trip,0,105.3442079105695,84.0946629260443,-19.0516085346278
-2.47174e+18,charge,120,146.41025801744672,0.0,2.8212062495819623
-2.47174e+18,trip,0,89.1389040247059,74.17641936527566,-17.265196029033675
-2.47174e+18,charge,240,59.21397965701381,0.0,5.705082730318324
