event,charge_mode,duration_minutes,km_driven,charge,id,delta_soc,discharge,avg_speed,km_per_perc_of_battery,discharge_per_km,soc,end_soc
0,0,93.73773122308664,59.88697337918261,-11.375147813004489,0,-11.375147813004489,11.375147813004489,38.33267944366445,5.264720455827186,0.18994360828658305,100,88.62485218699551
0,0,39.31306225260571,25.9323884266081,-4.080227968281264,1,-4.080227968281264,4.080227968281264,39.578277967734664,6.3556224378148505,0.15734100157526248,100,95.91977203171874
0,0,173.17964834852145,116.57536521097444,-23.090432839476957,4,-23.090432839476957,23.090432839476957,40.38882154664095,5.048643566857238,0.19807300451247667,100,76.90956716052304
0,0,14.332463214899976,11.291997969924472,-2.9308840596254413,5,-2.9308840596254413,2.9308840596254413,47.2716983840657,3.8527617402128,0.2595540724884708,100,97.06911594037456
0,0,29.522308030729967,11.311860053182244,-3.2161175276469294,6,-3.2161175276469294,3.2161175276469294,22.98978800995028,3.5172408831273527,0.28431376559880384,100,96.78388247235307
0,0,113.22450165279096,71.83455323371581,-13.65457997727863,9,-13.65457997727863,13.65457997727863,38.066612182935636,5.260839465823869,0.19008373216790334,100,86.34542002272137
0,0,151.81139110797798,104.38893316838694,-21.35453467729992,12,-21.35453467729992,21.35453467729992,41.257351931175776,4.888373113526721,0.2045670362667037,100,78.64546532270008
0,0,27.71406797832575,22.717964268475807,-3.5411696044577354,15,-3.5411696044577354,3.5411696044577354,49.18360802082777,6.41538440855183,0.15587530478563075,100,96.45883039554226
0,0,48.76480248817478,38.76029334310884,-6.617327832196068,16,-6.617327832196068,6.617327832196068,47.6904956428457,5.857393547063484,0.17072440019013832,100,93.38267216780393
0,0,40.724837357378746,11.130561132482407,-2.0160719232741826,17,-2.0160719232741826,2.0160719232741826,16.398682260862184,5.520914707450478,0.1811294057215735,100,97.98392807672582
0,0,192.05496406037983,125.68523409933252,-23.22157112258512,19,-23.22157112258512,23.22157112258512,39.26539510631505,5.412434560773195,0.18475973959067038,100,76.77842887741488
0,0,53.00483050838407,34.03514064817055,-7.300634976731018,22,-7.300634976731018,7.300634976731018,38.5268365034621,4.661942523718718,0.214502859036178,100,92.69936502326898
0,0,58.8139775685958,47.29611449449157,-8.812788695688923,23,-8.812788695688923,8.812788695688923,48.24987166290114,5.366759164171051,0.18633219218706265,100,91.18721130431108
0,0,28.828662588790166,22.366352703515638,-3.097710874157926,24,-3.097710874157926,3.097710874157926,46.55023999388576,7.220284142752881,0.1384987045147962,100,96.90228912584207
0,0,11.411677483116025,8.208514504093252,-1.4508758319329471,25,-1.4508758319329471,1.4508758319329471,43.15849891256409,5.657627154184075,0.17675254532466922,100,98.54912416806705
0,0,85.60408701436256,23.06609736247815,-4.621784362769105,28,-4.621784362769105,4.621784362769105,16.16705335011036,4.990734216915798,0.20037131943643868,100,95.3782156372309
0,0,114.60791344776192,60.0056274189024,-11.139949899189432,30,-11.139949899189432,11.139949899189432,31.414389607356142,5.386525788887843,0.1856484196293935,100,88.86005010081057
0,0,19.469787006321404,14.86144242549262,-2.249163164562333,31,-2.249163164562333,2.249163164562333,45.79847459245684,6.607543045186107,0.15134218470639324,100,97.75083683543767
0,0,31.83958014634614,24.03031429631881,-4.138190606462473,32,-4.138190606462473,4.138190606462473,45.28385271263036,5.806961684846386,0.17220709456540068,100,95.86180939353753
0,0,84.53803984504043,65.15979998512196,-14.16316653038183,33,-14.16316653038183,14.16316653038183,46.24649455172671,4.60065196898912,0.21736049732527918,100,85.83683346961817
0,0,29.002712344357352,8.688040533886934,-1.254780424783462,36,-1.254780424783462,1.254780424783462,17.973575224409473,6.923952878358166,0.14442617065255414,100,98.74521957521654
0,0,9.725365835734646,8.411869100307376,-1.7401561096306324,37,-1.7401561096306324,1.7401561096306324,51.896468939393586,4.833973833584902,0.20686913798587828,100,98.25984389036937
0,0,23.735887651602827,17.67132844172158,-3.616526862831535,38,-3.616526862831535,3.616526862831535,44.6698991024124,4.886270477716273,0.20465506454472332,100,96.38347313716847
0,0,220.3121890537289,112.96841765388264,-23.032611756366716,42,-23.032611756366716,23.032611756366716,30.765910358141554,4.904715924048679,0.20388540651188897,100,76.96738824363328
0,0,10.50359563862098,5.571949748864375,-1.0706256042094395,45,-1.0706256042094395,1.0706256042094395,31.82881333536894,5.204386787460363,0.19214559579035057,100,98.92937439579056
0,0,14.473526926513088,11.589896815051864,-2.21217565719256,47,-2.21217565719256,2.21217565719256,48.04591254321476,5.239139476726922,0.1908710398801476,100,97.78782434280744
0,0,342.08790137116574,91.16057157226103,-15.444589647029382,49,-15.444589647029382,15.444589647029382,15.988973221245562,5.902427559141715,0.16942181669831663,100,84.55541035297063
0,0,22.61841405856452,17.356407771518263,-2.468057264908225,51,-2.468057264908225,2.468057264908225,46.041444974643255,7.032416961428836,0.1421986218230185,100,97.53194273509177
0,0,10.178087683910158,8.67510932866765,-0.9739851245755916,52,-0.9739851245755916,0.9739851245755916,51.139917034011425,8.906819118462183,0.11227352736143317,100,99.02601487542441
0,0,16.03957119106544,12.855291711538888,-1.983572544331324,53,-1.983572544331324,1.983572544331324,48.08841168534368,6.4808780239860075,0.15430008037475124,100,98.01642745566868
0,0,129.67680238844238,110.2342183192237,-22.3871622665496,54,-22.3871622665496,22.3871622665496,51.00413472057442,4.9239924652680624,0.20308723196747622,100,77.6128377334504
0,0,235.35084683895272,162.55655287592924,-30.78359289609127,56,-30.78359289609127,30.78359289609127,41.441929372915595,5.280623136637496,0.18937159008032575,100,69.21640710390872
0,0,31.774547496557563,14.756158450329243,-2.1363021391481425,60,-2.1363021391481425,2.1363021391481425,27.864110641250676,6.907336832145527,0.14477359716210397,100,97.86369786085186
0,0,35.017734235063905,25.96505703113223,-4.755329082083904,61,-4.755329082083904,4.755329082083904,44.48898410760044,5.460201929863851,0.18314340986743227,100,95.2446709179161
0,0,16.533434362056965,8.295238180998869,-0.8404070981852669,62,-0.8404070981852669,0.8404070981852669,30.103502996458516,9.870499902858022,0.1013119912711258,100,99.15959290181473
0,0,12.83200312936491,8.490960287778393,-1.814305986516672,65,-1.814305986516672,1.814305986516672,39.70211136411389,4.680004558702021,0.2136750055383163,100,98.18569401348333
0,0,41.6926424636206,29.98302488682113,-6.109344969836741,66,-6.109344969836741,6.109344969836741,43.14865613948528,4.907731521931452,0.20376012736867216,100,93.89065503016326
0,0,162.57019678581776,113.35425320284747,-21.273948208068795,69,-21.273948208068795,21.273948208068795,41.835805865027865,5.328312925000654,0.18767666502993105,100,78.72605179193121
