vin,event,charge_mode,duration_minutes,km_driven,charge
-2.47174e+18,trip,0,93.73773122308664,59.88697337918261,-11.375147813004489
-2.47174e+18,trip,0,39.31306225260571,25.9323884266081,-4.080227968281264
-2.47174e+18,charge,0,343.97445489718604,0.0,6.919550298393105
-2.47174e+18,charge,120,572.6853016308982,0.0,11.667473914386363
-2.47174e+18,trip,0,173.17964834852145,116.57536521097444,-23.090432839476957
-2.47174e+18,trip,0,14.332463214899976,11.291997969924472,-2.9308840596254413
-2.47174e+18,trip,0,29.522308030729967,11.311860053182244,-3.2161175276469294
-2.47174e+18,charge,240,67.93831902341493,0.0,9.237722754886477
-2.47174e+18,charge,120,279.34846599325067,0.0,7.046600137980661
-2.47174e+18,trip,0,113.22450165279096,71.83455323371581,-13.65457997727863
-2.47174e+18,trip,0,151.81139110797798,104.38893316838694,-21.35453467729992
-2.47174e+18,charge,360,25.854868463619013,0.0,27.472713770022267
-2.47174e+18,charge,240,31.53180477555389,0.0,11.401075597573891
-2.47174e+18,trip,0,27.71406797832575,22.717964268475807,-3.5411696044577354
-2.47174e+18,trip,0,48.76480248817478,38.76029334310884,-6.617327832196068
-2.47174e+18,trip,0,40.724837357378746,11.130561132482407,-2.0160719232741826
-2.47174e+18,charge,120,192.47936212501463,0.0,4.792776951400285
-2.47174e+18,trip,0,192.05496406037983,125.68523409933252,-23.22157112258512
-2.47174e+18,charge,360,61.54982360019158,0.0,27.68618714382657
-2.47174e+18,charge,120,37.469197088888016,0.0,7.3042636742368785
-2.47174e+18,trip,0,53.00483050838407,34.03514064817055,-7.300634976731018
-2.47174e+18,trip,0,58.8139775685958,47.29611449449157,-8.812788695688923
-2.47174e+18,trip,0,28.828662588790166,22.366352703515638,-3.097710874157926
-2.47174e+18,trip,0,11.411677483116025,8.208514504093252,-1.4508758319329471
-2.47174e+18,charge,360,38.70839869799606,0.0,36.54180577008442
-2.47174e+18,charge,360,48.766872561213226,0.0,35.7169060841111
-2.47174e+18,trip,0,85.60408701436256,23.06609736247815,-4.621784362769105
-2.47174e+18,charge,240,82.26438633769259,0.0,17.410046726762687
-2.47174e+18,trip,0,114.60791344776192,60.0056274189024,-11.139949899189432
-2.47174e+18,trip,0,19.469787006321404,14.86144242549262,-2.249163164562333
-2.47174e+18,trip,0,31.83958014634614,24.03031429631881,-4.138190606462473
-2.47174e+18,trip,0,84.53803984504043,65.15979998512196,-14.16316653038183
-2.47174e+18,charge,120,77.96387762226237,0.0,3.238360716986435
-2.47174e+18,charge,120,210.9406485217381,0.0,5.711061350374948
-2.47174e+18,trip,0,29.002712344357352,8.688040533886934,-1.254780424783462
-2.47174e+18,trip,0,9.725365835734646,8.411869100307376,-1.7401561096306324
-2.47174e+18,trip,0,23.735887651602827,17.67132844172158,-3.616526862831535
-2.47174e+18,charge,360,80.95273217223898,0.0,20.88709724228073
-2.47174e+18,charge,120,361.32482906026206,0.0,8.381722587142306
-2.47174e+18,charge,120,610.4029589604609,0.0,10.13285873637173
-2.47174e+18,trip,0,220.3121890537289,112.96841765388264,-23.032611756366716
-2.47174e+18,charge,360,46.597152898586,0.0,18.882660783688777
-2.47174e+18,charge,240,65.36205981257868,0.0,5.674040535929649
-2.47174e+18,trip,0,10.50359563862098,5.571949748864375,-1.0706256042094395
-2.47174e+18,charge,120,16.801740462811587,0.0,8.096330910512094
-2.47174e+18,trip,0,14.473526926513088,11.589896815051864,-2.21217565719256
-2.47174e+18,trip,0,342.08790137116574,91.16057157226103,-15.444589647029382
-2.47174e+18,charge,120,62.45058113652929,0.0,4.122746839846215
-2.47174e+18,trip,0,22.61841405856452,17.356407771518263,-2.468057264908225
-2.47174e+18,trip,0,10.178087683910158,8.67510932866765,-0.9739851245755916
-2.47174e+18,trip,0,16.03957119106544,12.855291711538888,-1.983572544331324
-2.47174e+18,trip,0,129.67680238844238,110.2342183192237,-22.3871622665496
-2.47174e+18,trip,0,235.35084683895272,162.55655287592924,-30.78359289609127
-2.47174e+18,charge,360,57.190099029904985,0.0,31.125042770487084
-2.47174e+18,charge,240,70.10609362629556,0.0,10.664239819286893
-2.47174e+18,trip,0,31.774547496557563,14.756158450329243,-2.1363021391481425
-2.47174e+18,trip,0,35.017734235063905,25.96505703113223,-4.755329082083904
-2.47174e+18,trip,0,16.533434362056965,8.295238180998869,-0.8404070981852669
-2.47174e+18,charge,120,443.79809790117673,0.0,9.981536365495812
-2.47174e+18,charge,360,41.21260613039297,0.0,33.10747157892634
-2.47174e+18,trip,0,12.83200312936491,8.490960287778393,-1.814305986516672
-2.47174e+18,trip,0,41.6926424636206,29.98302488682113,-6.109344969836741
-2.47174e+18,charge,120,64.9936382877969,0.0,6.543996368318517
-2.47174e+18,trip,0,162.57019678581776,113.35425320284747,-21.273948208068795
-2.47174e+18,charge,360,80.29519167204164,0.0,19.045499075927225
-2.47174e+18,trip,0,29.60349681005837,19.435176673827687,-3.690526857877714
-2.47174e+18,trip,0,20.293490394115302,15.8674066462601,-1.7422877624642013
-2.47174e+18,trip,0,44.58368514331532,29.11074440531904,-5.629677285057539
-2.47174e+18,charge,120,318.7996017498345,0.0,8.326566070074023
-2.47174e+18,trip,0,59.44340478557477,45.40245970095561,-9.55514095835963
-2.47174e+18,charge,360,35.241544796076546,0.0,34.02599745419856
