vin,timestamp,end_time,odo,end_odo,soc,end_soc,event,charge_mode
-1.12313e+18,2021-01-01 00:48:00,2021-01-01 00:55:00,172562.9688,172570.4688,20.0,17.6,trip,0
-1.12313e+18,2021-01-01 00:55:00,2021-01-01 01:01:00,172570.4688,172570.5156,17.6,17.2,trip,0
-1.12313e+18,2021-01-01 01:01:00,2021-01-01 01:03:00,172570.5156,172571.4375,17.2,16.8,trip,0
-1.12313e+18,2021-01-01 01:04:00,2021-01-01 01:20:00,172571.4375,172589.2344,16.8,9.0,trip,0
-1.12313e+18,2021-01-01 01:21:00,2021-01-01 02:22:00,172589.2344,172589.2344,9.0,74.9,charge,DCCharging
-1.12313e+18,2021-01-01 02:22:00,2021-01-01 04:10:00,172589.2344,172694.2656,74.9,31.7,trip,0
-1.12313e+18,2021-01-01 04:11:00,2021-01-01 05:10:00,172694.2656,172694.2656,31.7,86.2,charge,DCCharging
-1.12313e+18,2021-01-01 05:10:00,2021-01-01 05:14:00,172694.2656,172696.9219,86.2,85.8,trip,0
-1.12313e+18,2021-01-01 09:16:00,2021-01-01 12:12:00,172696.9219,172846.5469,86.2,26.6,trip,0
-1.12313e+18,2021-01-01 12:13:00,2021-01-01 12:46:00,172846.5469,172846.5469,26.6,60.0,charge,DCCharging
-1.12313e+18,2021-01-01 12:46:00,2021-01-01 14:14:00,172846.5469,172964.7813,60.0,17.2,trip,0
-1.12313e+18,2021-01-02 01:31:00,2021-01-02 01:36:00,172964.7813,172967.5313,16.8,15.2,trip,0
-1.12313e+18,2021-01-02 01:37:00,2021-01-02 03:06:00,172967.5313,172967.5313,15.2,84.7,charge,DCCharging
-1.12313e+18,2021-01-02 03:06:00,2021-01-02 03:11:00,172967.5313,172970.2031,84.7,84.3,trip,0
-1.12313e+18,2021-01-02 05:28:00,2021-01-02 08:56:00,172970.2031,173067.5156,84.7,40.3,trip,0
-1.12313e+18,2021-01-02 08:58:00,2021-01-02 09:34:00,173067.5156,173067.5156,40.3,71.3,charge,DCCharging
-1.12313e+18,2021-01-02 09:34:00,2021-01-02 09:37:00,173067.5156,173068.2656,71.3,71.3,trip,0
-1.12313e+18,2021-01-02 09:38:00,2021-01-02 09:43:00,173068.2656,173070.2969,71.3,70.9,trip,0
-1.12313e+18,2021-01-02 21:13:00,2021-01-02 21:22:00,173070.3125,173073.6563,72.1,70.1,trip,0
-1.12313e+18,2021-01-02 21:29:00,2021-01-02 23:04:00,173073.6563,173140.8594,70.1,41.9,trip,0
-1.12313e+18,2021-01-02 23:50:00,2021-01-03 00:48:00,173140.8594,173183.2188,69.4,55.2,trip,0
-1.12313e+18,2021-01-03 08:18:00,2021-01-03 09:21:00,173183.2188,173230.8125,54.5,30.5,trip,0
-1.12313e+18,2021-01-03 09:22:00,2021-01-03 10:31:00,173230.8125,173230.8125,30.5,81.9,charge,DCCharging
-1.12313e+18,2021-01-03 10:31:00,2021-01-03 10:35:00,173230.8125,173233.0781,81.9,81.1,trip,0
-1.12313e+18,2021-01-03 10:38:00,2021-01-03 14:07:00,173233.0781,173339.9688,81.5,41.1,trip,0
-1.12313e+18,2021-01-03 14:41:00,2021-01-03 15:01:00,173339.9688,173348.6094,40.7,37.6,trip,0
-1.12313e+18,2021-01-03 15:01:00,2021-01-03 15:40:00,173348.625,173380.2969,37.6,28.2,trip,0
-1.12313e+18,2021-01-03 15:41:00,2021-01-03 16:43:00,173380.2969,173380.2969,28.2,83.1,charge,DCCharging
-1.12313e+18,2021-01-03 16:43:00,2021-01-03 17:57:00,173380.2969,173436.6406,83.1,66.6,trip,0
