odo,end_odo,soc,end_soc,event,charge_mode,duration_minutes
7170.781133828053,7266.296827244154,80.2999992627448,62.29999775252825,0.0,0.0,125.00000207860224
7266.296719776244,7447.999949169218,73.69999829022406,37.59999977554444,0.0,0.0,223.99999193362595
7448.015639925708,7498.046920427948,39.59999894585619,29.399999522074488,0.0,0.0,74.9999978973803
7498.0469643330525,7498.1876597550445,29.399999766637944,29.399999522074488,0.0,0.0,1.9999999840577267
7498.187615710934,7507.843775005584,29.799999567382113,28.20000066515329,0.0,0.0,18.000000249072006
7507.843681937119,7577.39062920152,29.799999567382113,16.799999427639257,0.0,0.0,135.00000291484662
7577.390634407388,7586.547003389888,67.80000051920726,66.1999994138611,0.0,0.0,13.999999495851622
7586.546939354718,7607.906109399936,67.39999787830176,63.90000160476214,0.0,0.0,36.99999806943267
7607.906330751809,7628.297008691665,74.90000053261788,70.50000069416768,0.0,0.0,25.999999661899626
7628.296790434605,7790.42205916447,83.49999766869813,46.99999888593559,0.0,0.0,180.99999168755613
7790.421942866766,7799.296954698647,47.39999932060944,45.40000041004066,0.0,0.0,15.000000207560005
7799.296612549167,7799.328230104668,43.100000752569315,43.09999991277222,0.0,0.0,1.9999999840577267
7799.375084712712,7800.234551445115,42.700000951825146,42.70000029379849,0.0,0.0,3.000000041512001
7800.234288401709,7800.374958055127,42.30000115108098,42.30000067482476,0.0,0.0,1.9999999840577267
7800.375272288758,7800.452813853094,42.30000115108098,42.30000067482476,0.0,0.0,0.9999999920288634
7800.453079433969,7813.546562029296,42.700000951825146,40.69999951076034,0.0,0.0,26.999999326801433
7813.546625434477,7824.890883770816,82.30000110662696,80.30000211170204,0.0,0.0,31.000000080021817
7824.89050819524,7866.781295682603,83.49999766869813,76.80000006934293,0.0,0.0,53.000001082314206
7866.781343162175,7900.531451384629,76.800000296193,68.60000250404245,0.0,0.0,36.99999806943267
7900.531023670366,7908.577881376326,68.6000001206956,66.99999865180857,0.0,0.0,13.999999495851622
7908.578410543857,8090.843627892689,78.39999949916967,44.29999876969342,0.0,0.0,242.00000683799
8090.843975764802,8221.562181812555,44.300000154801815,22.29999956486704,0.0,0.0,202.9999968770748
8221.562639792628,8263.234331316364,26.99999954209228,19.599999448624864,0.0,0.0,53.000001082314206
8263.234683727303,8271.85968903654,19.200000587419698,17.999999628645195,0.0,0.0,12.999999830949813
2959.578129780351,2960.015617630952,82.30000110662696,82.3000002065707,0.0,0.0,1.9999999840577267
2960.015628717579,2968.1874819638197,81.89999846572147,80.30000211170204,0.0,0.0,9.999999789437812
2968.1875402743235,2976.9218877087146,79.99999870214634,77.99999892626413,0.0,0.0,13.999999495851622
2976.92189108801,2988.015590305707,78.00000253858683,76.80000006934293,0.0,0.0,13.999999495851622
2988.01564382747,2988.203159562564,93.69999968807771,93.7000001,0.0,0.0,3.000000041512001
2988.2030958706864,2999.984338837126,93.30000272749487,90.8999973908449,0.0,0.0,18.000000249072006
3000.0000223722614,3002.249975829702,90.50000128212437,90.49999777187118,0.0,0.0,3.9999999681154534
3002.250028781905,3004.203108299879,90.50000128212437,89.79999843866715,0.0,0.0,3.9999999681154534
3004.2031045049093,3006.359364550652,89.79999808062043,88.59999958174595,0.0,0.0,4.999999894718906
3006.3593433292986,3008.5312585044358,88.60000151854925,88.59999958174595,0.0,0.0,3.9999999681154534
3008.546838015439,3015.4687424507174,87.80000191706091,87.00000110585103,0.0,0.0,12.000000166048004
3015.468764484002,3022.031254241829,86.59999967466709,84.99999763464339,0.0,0.0,12.999999830949813
3022.031248542424,3022.5781579508457,84.69999991109196,84.6999979204131,0.0,0.0,0.9999999920288634
3025.5312400402486,3081.2499878541244,86.20000271408425,76.40000045036919,0.0,0.0,130.00000249672442
3081.2499675042664,3083.7812162600676,76.3999976552875,76.00000083139547,0.0,0.0,6.000000083024002
3083.781276669673,3202.0000051803236,76.00000069470467,52.50000171133285,0.0,0.0,132.9999993978167
3202.0000066883904,3243.7187350760787,52.10000052955506,41.90000105585102,0.0,0.0,33.99999907472724
3243.7187681611094,3317.843776366199,41.900001350336815,24.30000034790518,0.0,0.0,53.000001082314206
