event,charge_mode,duration_minutes,km_driven,charge,id,delta_soc,min_per_perc_of_battery,charge_per_min,soc,end_soc,charge_mode_label
1,240,103.57602726447764,3.476958196307226,13.70588359001313,0,13.70588359001313,7.557048517466535,0.132326793679928,0,13.70588359001313,240
1,120,557.5868139549433,7.143826959215347,11.597554036091909,13,11.597554036091909,48.07796645911006,0.020799548600927045,0,11.597554036091909,120
1,120,158.75496760814949,1.6460539481182064,6.043074605970347,15,6.043074605970347,26.270562248446367,0.03806542054725683,0,6.043074605970347,120
1,360,74.0538736619317,4.748732402837603,22.71733769588043,19,22.71733769588043,3.2597954326030316,0.3067677161574136,0,22.71733769588043,DC_Charging
1,360,49.96923937156614,2.873398577768411,33.99400600815743,21,33.99400600815743,1.4699426528187114,0.6802986484421243,0,33.99400600815743,DC_Charging
1,120,464.6364017364323,15.03845982604631,4.7142388673139095,28,4.7142388673139095,98.56021614814226,0.01014608164512278,0,4.7142388673139095,120
1,120,546.1048284449661,5.3316887025849535,11.490172024601463,31,11.490172024601463,47.52799412190765,0.021040231519870896,0,11.490172024601463,120
1,120,127.97904834799591,4.036330209366033,2.015366537577449,35,2.015366537577449,63.5016241273073,0.015747628721986887,0,2.015366537577449,120
1,240,67.76744056091286,1.9270943957237867,16.32277055334646,37,16.32277055334646,4.151711888581276,0.24086449802799786,0,16.32277055334646,240
1,120,342.73382298894484,6.865542942727218,5.862350414175339,46,5.862350414175339,58.46355109721934,0.017104674301037494,0,5.862350414175339,120
1,240,102.26917508017536,2.054442499550798,6.928151850647254,51,6.928151850647254,14.761393411234339,0.06774428213795439,0,6.928151850647254,240
1,120,347.61513610455046,11.65938592928956,4.319050416217735,56,4.319050416217735,80.48415799900823,0.012424805388562584,0,4.319050416217735,120
1,360,64.73405186414827,5.369927228102105,23.719214527652284,59,23.719214527652284,2.729181937651441,0.36641016350142486,0,23.719214527652284,DC_Charging
1,240,58.02172421585401,2.343250510873311,14.103536764698106,64,14.103536764698106,4.1139839732318375,0.2430733825184123,0,14.103536764698106,240
1,120,785.500399450517,9.199342656519132,13.397018751907126,67,13.397018751907126,58.63247741880614,0.01705539393904672,0,13.397018751907126,120
1,120,563.0947525190461,16.149650258789933,5.052697042023283,69,5.052697042023283,111.44439253645862,0.008973084937161407,0,5.052697042023283,120
1,360,62.55361415017634,2.6588051672779325,24.194889526753,77,24.194889526753,2.5854060660623794,0.3867864368102989,0,24.194889526753,DC_Charging
1,240,59.399201556324,2.1298400129701007,15.311609374272209,81,15.311609374272209,3.879357166473388,0.2577746665458678,0,15.311609374272209,240
1,360,34.18053492704334,3.4509901215017758,13.557367340250138,84,13.557367340250138,2.52117790048851,0.39663999902832614,0,13.557367340250138,DC_Charging
1,120,231.9531914709293,5.013095138988744,5.285929838382401,89,5.285929838382401,43.88124673669743,0.022788778222285797,0,5.285929838382401,120
1,120,109.55471440959644,1.4299291087370205,4.047014876872765,95,4.047014876872765,27.07049955157374,0.03694058168726573,0,4.047014876872765,120
1,120,122.15070071690184,1.9949353219453687,1.6367317030168635,97,1.6367317030168635,74.63086374617825,0.013399282144194781,0,1.6367317030168635,120
1,360,39.97971769252296,2.5261474290149923,35.42127248175714,102,35.42127248175714,1.1286923052556492,0.8859810555486153,0,35.42127248175714,DC_Charging
1,360,41.63098884957329,2.3861305198131277,23.6841255235874,106,23.6841255235874,1.757759171142389,0.5689061484743031,0,23.6841255235874,DC_Charging
1,360,40.33332146535991,2.6577127738316286,34.869424200932286,114,34.869424200932286,1.1566959417781708,0.8645314329215296,0,34.869424200932286,DC_Charging
1,240,132.27762303426408,1.7946169913136625,5.475913397173173,116,5.475913397173173,24.15626644178662,0.04139712576899525,0,5.475913397173173,240
1,240,76.12144643453934,6.3284467392803725,21.297040727834187,119,21.297040727834187,3.5742734123174373,0.2797771419930727,0,21.297040727834187,240
1,360,38.01819296001268,2.524460849612243,29.37208305887272,125,29.37208305887272,1.2943648866786157,0.7725796723102046,0,29.37208305887272,DC_Charging
1,240,110.0124469008148,2.0027264840375723,6.657981507531659,138,6.657981507531659,16.523393280135462,0.06052025652637626,0,6.657981507531659,240
1,120,82.17472974627263,4.475058522676629,2.4369341924888914,141,2.4369341924888914,33.720537058223094,0.029655518186835636,0,2.4369341924888914,120
1,360,44.73935610655096,2.8343612296376155,34.92460569830722,148,34.92460569830722,1.2810268065165145,0.7806237893797802,0,34.92460569830722,DC_Charging
1,120,116.15486468963154,3.952011101236145,4.280772259671409,150,4.280772259671409,27.13409115077464,0.03685400754509706,0,4.280772259671409,120
1,240,48.635715233763214,2.588519343713929,2.2619887782973507,152,2.2619887782973507,21.501307035825526,0.04650880052704692,0,2.2619887782973507,240
1,120,142.95911166796105,4.765307267641608,3.951448550424587,155,3.951448550424587,36.17891257943874,0.027640410634351728,0,3.951448550424587,120
1,120,368.1582026668132,5.724257537222206,7.735482054281491,158,7.735482054281491,47.59344021269396,0.02101129894227069,0,7.735482054281491,120
1,240,103.03651401922536,1.995788913922515,7.965542351696925,161,7.965542351696925,12.93527916492405,0.07730795657751631,0,7.965542351696925,240
1,240,74.58337849011356,1.6410211543235138,4.084493663606523,165,4.084493663606523,18.26012833724364,0.05476412769566272,0,4.084493663606523,240
1,240,106.22683116586704,3.421774980701975,6.990894054166219,169,6.990894054166219,15.195028038303802,0.06581100064305169,0,6.990894054166219,240
1,240,130.15610334936505,1.6950973595783752,8.044030475170004,185,8.044030475170004,16.180458757724224,0.06180294483446708,0,8.044030475170004,240
1,120,206.223749946074,2.814178983348185,7.42752483398354,188,7.42752483398354,27.764801135706445,0.036016825588351405,0,7.42752483398354,120
1,240,83.13492742601974,1.6226947265311258,8.5020693777806,192,8.5020693777806,9.778199133882094,0.10226832019967104,0,8.5020693777806,240
1,120,59.7684283137797,2.7742771245889988,2.1700695766190705,194,2.1700695766190705,27.542171438990376,0.03630795786073494,0,2.1700695766190705,120
1,120,421.4065406833981,3.755857179410621,9.3678701524978,196,9.3678701524978,44.98424229023248,0.022230006533135095,0,9.3678701524978,120
1,120,215.8542738964234,9.705494697909396,3.08531470495214,200,3.08531470495214,69.96183356918586,0.014293507602414272,0,3.08531470495214,120
