event,charge_mode,duration_minutes,km_driven,charge,id,delta_soc,discharge,avg_speed,km_per_perc_of_battery,discharge_per_km,soc,end_soc
0,120,698.3011281248029,88.41735554496131,-71.76758815517928,0,-71.76758815517928,71.76758815517928,7.5970682546993435,1.2319956378327932,0.8116911856596365,100,28.232411844820717
0,0,226.56814832643047,33.80175201231327,-14.894390066442972,3,-14.894390066442972,14.894390066442972,8.951413231381412,2.2694284130820868,0.4406395875875681,100,85.10560993355703
0,0,59.16912194641164,41.206462884507374,-10.488946454528644,4,-10.488946454528644,10.488946454528644,41.78510161617131,3.928560705609887,0.2545461493243632,100,89.51105354547136
0,0,26.850702285264177,10.21045554967032,-8.953748402692327,5,-8.953748402692327,8.953748402692327,22.8160636720639,1.1403554232772624,0.8769195810251023,100,91.04625159730767
0,0,25.628644043015363,15.634043369850875,-2.4823376735392912,10,-2.4823376735392912,2.4823376735392912,36.60133562339985,6.298113079660117,0.15877771442839286,100,97.51766232646071
0,0,16.56831490891168,10.622224656414092,-0.8740389176959553,11,-0.8740389176959553,0.8740389176959553,38.46700662612586,12.153033968344596,0.08228397967163859,100,99.12596108230404
0,0,21.67685438988646,13.562676608656242,-4.113668272107688,12,-4.113668272107688,4.113668272107688,37.540529722755444,3.2969786846004574,0.3033079967034074,100,95.88633172789231
0,0,25.230364564221716,18.06912660587593,-3.847969403881223,16,-3.847969403881223,3.847969403881223,42.969953668047545,4.69575630919795,0.21295824019683915,100,96.15203059611878
0,0,27.439851322670066,17.167074132360554,-4.378975782196747,17,-4.378975782196747,4.378975782196747,37.53753749717495,3.9203400489574207,0.2550799133523994,100,95.62102421780325
0,0,52.91763006046267,32.2829267672875,-6.945115252584316,18,-6.945115252584316,6.945115252584316,36.60359702095688,4.648292446302435,0.2151327636012806,100,93.05488474741568
0,0,296.23367305110526,81.60694615558691,-14.785450949171768,19,-14.785450949171768,14.785450949171768,16.528900036595438,5.519408669788206,0.1811788290788717,100,85.21454905082823
0,0,173.37486028059442,109.37613349319794,-19.21313536076748,20,-19.21313536076748,19.21313536076748,37.85190078290962,5.692778999337089,0.1756611314292102,100,80.78686463923252
0,0,21.26937540355784,14.749191646406016,-3.722901335287361,21,-3.722901335287361,3.722901335287361,41.60683997501546,3.9617465836675376,0.25241392372812055,100,96.27709866471264
0,0,17.682187016086477,11.231167698338377,-2.2078540641432767,22,-2.2078540641432767,2.2078540641432767,38.11010828509195,5.086915788837001,0.19658277068286703,100,97.79214593585672
0,0,26.057709883355898,17.72028344732812,-8.006191247716217,23,-8.006191247716217,8.006191247716217,40.80239635789355,2.21332252741063,0.45180943473697066,100,91.99380875228378
0,0,32.51084637061544,23.48524254645955,-6.409633235995216,25,-6.409633235995216,6.409633235995216,43.342905832841836,3.6640540389380054,0.27292173897354455,100,93.59036676400478
0,0,26.010828060484343,16.57426885697593,-5.836672432672373,26,-5.836672432672373,5.836672432672373,38.23239033782757,2.839677752720355,0.35215263388320023,100,94.16332756732763
0,0,131.74299266111672,98.7204202767727,-20.86775176851183,27,-20.86775176851183,20.86775176851183,44.96045745554535,4.730764548662871,0.2113823230290853,100,79.13224823148818
0,0,29.80097185039986,19.431668616847134,-6.465938847169099,28,-6.465938847169099,6.465938847169099,39.12288910789949,3.005235446257686,0.33275263049531273,100,93.5340611528309
0,0,169.74803348745527,93.74786080663716,-16.210252699182682,29,-16.210252699182682,16.210252699182682,33.13659388468803,5.783244872633226,0.17291330767128318,100,83.78974730081731
0,0,15.43507677208593,10.965436608636084,-7.506797447457743,32,-7.506797447457743,7.506797447457743,42.62539190657044,1.4607343125196013,0.6845871911334191,100,92.49320255254226
0,0,17.63821175225025,14.298859976753317,-7.553344085502985,34,-7.553344085502985,7.553344085502985,48.64050906383668,1.8930502589173575,0.5282479930416131,100,92.44665591449701
0,0,126.76686064051034,82.0752900776478,-28.02159116808287,39,-28.02159116808287,28.02159116808287,38.84704077845689,2.929001768148453,0.3414132455891766,100,71.97840883191714
0,0,18.56009285804775,9.91533779067932,-3.5245160666955826,45,-3.5245160666955826,3.5245160666955826,32.053733350951354,2.8132480042786314,0.3554610181822268,100,96.47548393330442
0,0,27.111549872415804,18.237079412609184,-5.3434112976948,46,-5.3434112976948,5.3434112976948,40.36009633923039,3.413003116656365,0.2929970954669609,100,94.6565887023052
0,0,30.389299109254967,20.526993897117656,-6.048588700695916,47,-6.048588700695916,6.048588700695916,40.52806974583936,3.393683206589322,0.29466509957628245,100,93.95141129930408
0,0,31.35199889326968,20.970079808918555,-5.654844944000615,48,-5.654844944000615,5.654844944000615,40.131565225501824,3.70833860460954,0.2696625380317158,100,94.34515505599938
0,0,30.293384499519863,16.6979356142607,-2.654335411546924,49,-2.654335411546924,2.654335411546924,33.07243985469901,6.290815976617395,0.15896189043153433,100,97.34566458845308
0,0,43.3310666665034,28.095726861596926,-4.783356986137633,50,-4.783356986137633,4.783356986137633,38.90381062322108,5.873642076687879,0.1702521173309041,100,95.21664301386237
0,0,108.35820483965246,80.17919795938238,-18.941012390349258,51,-18.941012390349258,18.941012390349258,44.396747663749615,4.233099916044347,0.2362334978699151,100,81.05898760965074
0,0,114.96539998636904,79.219438652966,-20.97477572894038,54,-20.97477572894038,20.97477572894038,41.344320288900164,3.776890855794055,0.2647680428641244,100,79.02522427105961
0,0,34.59175879683494,24.12257760376561,-6.471122260797571,55,-6.471122260797571,6.471122260797571,41.84102533573303,3.727727066741045,0.26825998312002153,100,93.52887773920243
0,0,38.47519743264916,20.77029244173044,-8.234527903973273,56,-8.234527903973273,8.234527903973273,32.3901533886949,2.522341618601898,0.3964570035339968,100,91.76547209602673
0,0,19.28597702183672,13.679008850021024,-3.974852708091163,57,-3.974852708091163,3.974852708091163,42.556336662227196,3.441387607187606,0.29058046176240715,100,96.02514729190884
0,0,98.35522952429017,71.67256271499127,-16.757038304527853,58,-16.757038304527853,16.757038304527853,43.722675283244044,4.27716171631743,0.23379990431154063,100,83.24296169547215
0,0,15.819588242900087,9.395549410528098,-1.4897868229142546,62,-1.4897868229142546,1.4897868229142546,35.63512248080743,6.306640162213909,0.15856303424309465,100,98.51021317708575
0,0,318.43215091649523,163.24243014338188,-74.42436107329793,67,-74.42436107329793,74.42436107329793,30.75865857267474,2.1934004913070084,0.4559130920063384,100,25.57563892670207
0,0,33.12725749779673,22.786736273876915,-2.7988298319403526,69,-2.7988298319403526,2.7988298319403526,41.27127567150848,8.141522579841695,0.1228271481400773,100,97.20117016805965
0,0,81.93124797610248,58.8009634694966,-14.422724406558494,74,-14.422724406558494,14.422724406558494,43.06119942416661,4.07696644628097,0.24528040963206973,100,85.5772755934415
0,0,36.93113252707649,23.838949083600475,-5.838054676306626,75,-5.838054676306626,5.838054676306626,38.72984247009918,4.083372014371386,0.24489563930998948,100,94.16194532369337
0,0,18.84821908085163,10.6521889575751,-2.177144940509848,76,-2.177144940509848,2.177144940509848,33.90937545414119,4.892733028183485,0.20438474657001018,100,97.82285505949015
0,0,21.42061574865613,15.377381804972806,-3.392028847028669,81,-3.392028847028669,3.392028847028669,43.07266042789888,4.5333876857925315,0.22058559058029886,100,96.60797115297133
0,0,14.125575409055084,9.162377034408378,-1.843541272058161,82,-1.843541272058161,1.843541272058161,38.91824624093505,4.969987476428637,0.20120775047074888,100,98.15645872794184
0,0,14.879151855417843,12.03821029529708,-2.9795373701976047,83,-2.9795373701976047,2.9795373701976047,48.54393749969165,4.040295119540219,0.2475066722635348,100,97.0204626298024
0,0,67.23894319278878,50.71916660517461,-14.056059302264464,85,-14.056059302264464,14.056059302264464,45.25874220814415,3.608348934398963,0.2771350604335521,100,85.94394069773554
0,0,46.38685480367688,34.224795507003584,-7.129349177462714,87,-7.129349177462714,7.129349177462714,44.268742494208595,4.800549763391439,0.20830947480763767,100,92.87065082253729
0,0,18.724461437220224,12.212655120731696,-2.4376145978789907,88,-2.4376145978789907,2.4376145978789907,39.133798838525365,5.010084502840659,0.19959743182635178,100,97.56238540212101
0,0,28.7238168824114,16.09639400902209,-1.721587415025823,89,-1.721587415025823,1.721587415025823,33.62309558284048,9.349739588320965,0.10695485051253507,100,98.27841258497418
0,0,28.85835508403343,17.70912388132693,-3.6837571947774,90,-3.6837571947774,3.6837571947774,36.81940393988344,4.8073537274481115,0.20801464936736208,100,96.3162428052226
0,0,24.35066992912864,16.67634627081893,-4.526584414151685,91,-4.526584414151685,4.526584414151685,41.09048248616051,3.6840904189664156,0.2714374204421816,100,95.47341558584831
0,0,143.06012240776946,110.07474683900568,-23.14216289115068,92,-23.14216289115068,23.14216289115068,46.165798680888436,4.756458908216272,0.21024043711858992,100,76.85783710884932
0,0,31.57709635581599,25.1564146756589,-10.88856891005399,93,-10.88856891005399,10.88856891005399,47.799989699227986,2.3103508719525716,0.4328346885054993,100,89.11143108994601
0,0,71.50954431657652,48.55600005088925,-10.796108468398453,98,-10.796108468398453,10.796108468398453,40.74085537667192,4.49754651808276,0.22234344791752947,100,89.20389153160154
0,0,60.79339023242407,31.328501398111435,-6.383720331237285,99,-6.383720331237285,6.383720331237285,30.919645650624457,4.907561699533191,0.2037671783311701,100,93.61627966876272
0,0,31.057445516520502,20.955322019010403,-9.589742846444976,101,-9.589742846444976,9.589742846444976,40.48366825506668,2.1851808077188193,0.4576280353862032,100,90.41025715355502
0,0,151.07754837741865,100.68261038752794,-19.88995178895963,102,-19.88995178895963,19.88995178895963,39.985799929452725,5.061983631524644,0.1975510141463664,100,80.11004821104038
0,0,120.65648302302046,87.59053046523455,-18.11526753733451,103,-18.11526753733451,18.11526753733451,43.556978425364605,4.835177304708063,0.20681764845030387,100,81.88473246266548
0,0,96.22881225984013,71.12661324645777,-15.90423977941846,104,-15.90423977941846,15.90423977941846,44.34843052270004,4.4721793831668775,0.22360462636270004,100,84.09576022058154
0,0,17.91827094086879,11.282168366087795,-2.815508350009168,105,-2.815508350009168,2.815508350009168,37.778762482115134,4.007151449595614,0.24955383208710916,100,97.18449164999083
0,0,31.899461513138515,17.06990377171566,-1.2545389484859015,109,-1.2545389484859015,1.2545389484859015,32.106944058635655,13.606515598672535,0.07349420156454757,100,98.7454610515141
