event,charge_mode,duration_minutes,km_driven,charge,id,delta_soc,min_per_perc_of_battery,charge_per_min,soc,end_soc,charge_mode_label
1,240,95.68950491883322,3.890462664169792,14.598271737767618,0,14.598271737767618,6.554851604198604,0.15255875500819363,0,14.598271737767618,240
1,120,514.1599613688583,12.187976151202232,7.352875350964638,13,7.352875350964638,69.92638074592202,0.014300754441067196,0,7.352875350964638,120
1,120,161.06090395968482,1.732063157796407,6.171481708885523,15,6.171481708885523,26.09760695357712,0.03831768950229105,0,6.171481708885523,120
1,360,72.7001635543578,4.636019166038603,20.868262091071728,19,20.868262091071728,3.483767035179313,0.28704560032342374,0,20.868262091071728,DC_Charging
1,360,49.76733555151807,2.871032400379318,33.27807041976196,21,33.27807041976196,1.4954994362282519,0.6686729367963293,0,33.27807041976196,DC_Charging
1,120,550.6451347153186,5.771232040378783,11.42302496034442,31,11.42302496034442,48.20484386814435,0.020744803213870365,0,11.42302496034442,120
1,0,113.34156557001651,7.115677971877408,1.2026988750904335,35,1.2026988750904335,94.23935443649111,0.010611278122388991,0,1.2026988750904335,0
1,240,70.80849919081813,1.8536189171381068,13.53924829116491,37,13.53924829116491,5.229869315346296,0.1912093667552351,0,13.53924829116491,240
1,120,324.60210104440944,10.643539272501965,6.592491470281942,46,6.592491470281942,49.23815260249812,0.020309454094938253,0,6.592491470281942,120
1,120,104.06009343793642,2.0282333338815737,6.64133629653837,51,6.64133629653837,15.668547531944006,0.0638221250541102,0,6.64133629653837,120
1,360,57.45513456233333,5.743394058494039,22.839183304917317,59,22.839183304917317,2.5156387509689604,0.39751335505339364,0,22.839183304917317,DC_Charging
1,360,42.22723974501427,4.2961715672582015,24.62511702130078,65,24.62511702130078,1.714803617318351,0.5831571556653367,0,24.62511702130078,DC_Charging
1,120,910.1417693956816,11.621091049443406,13.513402000558017,67,13.513402000558017,67.35104671333677,0.014847579195855038,0,13.513402000558017,120
1,120,600.8787110156234,25.203667780529496,2.752635307846248,69,2.752635307846248,218.29216144356243,0.004581016530263921,0,2.752635307846248,120
1,360,55.80281182288691,2.857933717138524,25.76117973359128,77,25.76117973359128,2.1661590191121123,0.4616466248216119,0,25.76117973359128,DC_Charging
1,240,65.4155213791488,2.017545383171241,12.818341621747422,81,12.818341621747422,5.103274925062515,0.19595260194369205,0,12.818341621747422,240
1,120,243.80545164389687,5.47247731387963,5.139820024826037,89,5.139820024826037,47.43462815162458,0.021081645181311517,0,5.139820024826037,120
1,120,106.44851650091836,1.4936429608953856,4.150899645433157,95,4.150899645433157,25.64468563291662,0.03899443394683049,0,4.150899645433157,120
1,120,119.06093102551644,2.5198066864655524,1.5886446127286007,97,1.5886446127286007,74.94497515150448,0.013343122710741543,0,1.5886446127286007,120
1,360,39.93992302024039,2.602668154654274,35.693899221692675,102,35.693899221692675,1.1189565693615011,0.8936897350454092,0,35.693899221692675,DC_Charging
1,240,30.64212194612879,3.386034360817965,22.19391700401559,106,22.19391700401559,1.3806540747442035,0.7242943893714086,0,22.19391700401559,240
1,360,39.925807548846805,2.7172991997122207,35.316938067677185,114,35.316938067677185,1.1305002566286388,0.8845641512565288,0,35.316938067677185,DC_Charging
1,120,127.84650484375108,2.048911674373525,4.505095413327766,116,4.505095413327766,28.378201372946076,0.03523831503124559,0,4.505095413327766,120
1,360,80.92749419473297,5.242028260709072,17.96868965099452,119,17.96868965099452,4.503806107545179,0.22203442513315805,0,17.96868965099452,DC_Charging
1,360,36.5321268681317,2.7057664623886493,31.62553986762232,125,31.62553986762232,1.1551463475737425,0.8656911759279591,0,31.62553986762232,DC_Charging
1,240,108.71491923733936,2.030958594010794,5.92480950755234,138,5.92480950755234,18.34909951092279,0.054498587214305706,0,5.92480950755234,240
1,120,89.2386940464881,4.634059092032902,1.9435648095158624,141,1.9435648095158624,45.914956686583174,0.02177939547729575,0,1.9435648095158624,120
1,360,45.1959671550043,2.9313031791427635,35.079300410579975,148,35.079300410579975,1.2883941990294971,0.7761599677748203,0,35.079300410579975,DC_Charging
1,120,99.32934044804698,5.231796075634565,3.9629394914804834,150,3.9629394914804834,25.06456146039699,0.039896967739892035,0,3.9629394914804834,120
1,120,386.3856700854536,7.219537591375183,7.93623212523552,158,7.93623212523552,48.68628638731847,0.020539664743468182,0,7.93623212523552,120
1,240,104.68212280952754,2.0798278353728823,7.139401977160318,161,7.139401977160318,14.662589828169981,0.06820077569644521,0,7.139401977160318,240
1,0,52.85731482401037,2.8344980649927303,2.337537552355414,165,2.337537552355414,22.61239173280824,0.0442235395448728,0,2.337537552355414,0
