event,charge_mode,delta_soc,duration,delta_odo,vin,avg_speed,charge
trip,0,-3.4284335315227565,48.63476292416453,22.893540401011705,-2.47174e+18,28.24342798180297,-3.4284335315227565
trip,0,-5.260422605276105,48.046623185276985,30.06975419120863,-2.47174e+18,37.55071911121066,-5.260422605276105
trip,0,-6.70296037197113,44.80132960528135,33.88208509935066,-2.47174e+18,45.37644583033515,-6.70296037197113
trip,0,-7.6144542902708,41.85258593782783,34.73813553387299,-2.47174e+18,49.800701326522514,-7.6144542902708
trip,0,-7.9793790996074705,40.02835153788328,33.75787170510739,-2.47174e+18,50.60094219442221,-7.9793790996074705
trip,0,-7.788850137591368,39.87617726996541,31.55209282552823,-2.47174e+18,47.475101655684256,-7.788850137591368
trip,0,-6.244638359546656,2.846420977497474,0.1210165628508548,-2.47174e+18,2.550920551968048,-6.244638359546656
trip,0,0.6822091519832583,2.0258603871334344,0.4689937137663946,-2.47174e+18,13.890208330595213,0.6822091519832583
trip,0,-6.644135913252825,18.666183181107044,15.285546786384655,-2.47174e+18,49.13338727498154,-6.644135913252825
trip,0,-14.895972195267674,82.79934027045965,51.53624237235636,-2.47174e+18,37.34540072711881,-14.895972195267674
trip,0,-21.40617733597756,81.13451620191336,99.415302939713,-2.47174e+18,73.51887280055185,-21.40617733597756
charge,120,17.80380290746689,984.3040663003922,0.020966915650888,-2.47174e+18,0.0012780755278007,17.80380290746689
charge,120,0.3089201033115358,82.84972798079252,0.0068618997050862,-2.47174e+18,0.0049694065670393,0.3089201033115358
trip,0,-37.476599788665766,47.59181379899383,45.21944337012246,-2.47174e+18,57.009102734905824,-37.476599788665766
trip,0,-1.1762507200241146,14.747007289901376,2.634698193491204,-2.47174e+18,10.719591338218525,-1.1762507200241146
trip,0,-3.100125688314435,11.287014411762357,3.603513816429768,-2.47174e+18,19.155714797393166,-3.100125688314435
trip,0,-2.303853434324268,11.625850070267916,6.041903994278982,-2.47174e+18,31.181740471936507,-2.303853434324268
trip,0,-0.6627305567264585,35.63394680991769,8.951369517948478,-2.47174e+18,15.07220555561438,-0.6627305567264585
trip,0,-0.8332877635955782,38.5140471495688,8.446367809432559,-2.47174e+18,13.158369635833695,-0.8332877635955782
trip,0,-1.1062642276287136,39.49843857809901,8.371575752855279,-2.47174e+18,12.716820290962785,-1.1062642276287136
trip,0,-8.159599521756178,19.6521961055696,1.019067746688961,-2.47174e+18,3.111309518431322,-8.159599521756178
trip,0,-9.112927126884458,19.80070821940899,1.6036011750111356,-2.47174e+18,4.859223692128119,-9.112927126884458
trip,0,-9.667585691809649,19.686061838641763,2.0214628890389577,-2.47174e+18,6.16109886967142,-9.667585691809649
trip,0,-10.07930277884006,18.89702757820487,2.278095220040996,-2.47174e+18,7.233185887928108,-10.07930277884006
trip,0,-6.760044535994524,0.1003869085398037,0.0060464714135832,-2.47174e+18,3.613900359040795,-6.760044535994524
trip,0,-1.2749146044254331,0.4754196026769932,0.0167081353581579,-2.47174e+18,2.108638591771696,-1.2749146044254331
trip,0,0.4241958916187229,1.561215281370096,0.2906774780567502,-2.47174e+18,11.17120034086484,0.4241958916187229
trip,0,0.014535516500473,7.200622212141752,3.239323260902893,-2.47174e+18,26.992027900928207,0.014535516500473
trip,0,-1.6841336607933073,10.931659533642232,6.16265793715138,-2.47174e+18,33.82464255231754,-1.6841336607933073
trip,0,-3.111891412734991,17.136549957096577,10.237571136793122,-2.47174e+18,35.84468692621601,-3.111891412734991
charge,120,3.976537048816681,17.637878995388746,0.0036514832871716,-2.47174e+18,0.0124215047221706,3.976537048816681
charge,120,4.031810140609736,17.23234323039651,0.003603360941554,-2.47174e+18,0.0125462714851151,4.031810140609736
charge,120,3.221507281064987,7.995897025801241,0.0028518473814358,-2.47174e+18,0.0213998307299363,3.221507281064987
charge,120,1.8649184226989777,5.958559085614979,0.0025997606475698,-2.47174e+18,0.0261784160588027,1.8649184226989777
charge,120,0.5620372235775051,4.881143520120531,0.0024528305962974,-2.47174e+18,0.0301506880859364,0.5620372235775051
trip,0,-12.066198897361758,25.75473097711801,52.97590950876474,-2.47174e+18,123.4163375012496,-12.066198897361758
trip,0,-5.185273516178128,23.49401450715959,30.6215278794989,-2.47174e+18,78.20254270337816,-5.185273516178128
trip,0,-10.21910922825336,39.485705606639385,47.67759947665036,-2.47174e+18,72.4478877773432,-10.21910922825336
trip,0,-14.558921244740482,59.35932231321931,64.43408019002527,-2.47174e+18,65.12953080902254,-14.558921244740482
trip,0,-18.96860317885876,80.46393755078316,82.13092868495733,-2.47174e+18,61.24303471958882,-18.96860317885876
trip,0,-1.7263503789901762,0.2033433687756769,0.0044227165629422,-2.47174e+18,1.3049994960458904,-1.7263503789901762
trip,0,-4.032590574026102,0.2339061455422779,0.0045631376960955,-2.47174e+18,1.1705047814412537,-4.032590574026102
trip,0,-5.5513099491596165,0.2485294690704904,0.0057203448117206,-2.47174e+18,1.3810060029778133,-5.5513099491596165
trip,0,-5.758242645859724,0.2438641924818512,0.0063309348857956,-2.47174e+18,1.5576542389510737,-5.758242645859724
trip,0,-5.4652944266796055,0.2181897312984801,0.0058126931294282,-2.47174e+18,1.598432637916363,-5.4652944266796055
trip,0,-5.008983328938484,0.1930698298820061,0.0049780051681409,-2.47174e+18,1.5470066466158456,-5.008983328938484
trip,0,-4.39926816821098,0.1761857966630486,0.0043062721605338,-2.47174e+18,1.4664991987189917,-4.39926816821098
trip,0,-3.7658591866493225,0.1672735295724123,0.0038636722636624,-2.47174e+18,1.3858757952458314,-3.7658591866493225
trip,0,-3.207765829563144,0.1626997580024181,0.0035833242671969,-2.47174e+18,1.32144914455631,-3.207765829563144
trip,0,-5.438577988743788,0.301112122106133,0.0159455096695637,-2.47174e+18,3.177323362081727,-5.438577988743788
trip,0,-10.431795722246164,16.210486421361566,6.61116090870928,-2.47174e+18,24.469941506495484,-10.431795722246164
trip,0,-7.631911361217504,0.1933045170590048,0.0121582868823679,-2.47174e+18,3.773823933557643,-7.631911361217504
trip,0,0.5788572967052517,2.11721453955397,0.3387037158790917,-2.47174e+18,9.598565744323082,0.5788572967052517
trip,0,-0.9983493030071316,4.02062601596117,0.4934599456973956,-2.47174e+18,7.363927066160056,-0.9983493030071316
trip,0,-2.193498766422266,4.925337097607553,0.5711389729112852,-2.47174e+18,6.957562029880698,-2.193498766422266
trip,0,-3.1281702458858547,5.71708763949573,0.6488608382205712,-2.47174e+18,6.809699754168574,-3.1281702458858547
trip,0,-3.90503280162811,6.25086084427312,0.7014923914321116,-2.47174e+18,6.733399532400096,-3.90503280162811
trip,0,-4.616147190332413,6.65258738072589,0.7372419927778537,-2.47174e+18,6.649220376244742,-4.616147190332413
trip,0,-5.279420128464693,6.801888181362301,0.7295826910121832,-2.47174e+18,6.435707305609311,-5.279420128464693
trip,0,-5.937784436345098,6.762764536309987,0.6950835834213649,-2.47174e+18,6.166858949674105,-5.937784436345098
trip,0,-0.2908903658390045,1.0465966867050156,0.1081938617317064,-2.47174e+18,6.202610600975519,-0.2908903658390045
trip,0,0.0788181722164154,1.3308527829358354,0.1791065721536142,-2.47174e+18,8.074818242112787,0.0788181722164154
trip,0,0.4593848168849916,1.4873367921682077,0.2295799857056408,-2.47174e+18,9.26138532635762,0.4593848168849916
trip,0,0.494607049226758,1.486633937107399,0.2364827746314404,-2.47174e+18,9.54435797792592,0.494607049226758
trip,0,0.4257946312427521,1.3741281791590154,0.2121276003526873,-2.47174e+18,9.262349913347045,0.4257946312427521
trip,0,0.3308861196041164,1.158039257163182,0.1638978925839183,-2.47174e+18,8.49183090660059,0.3308861196041164
trip,0,0.2435632944107055,0.9038334033102728,0.1127186630747019,-2.47174e+18,7.482706170973892,0.2435632944107055
charge,120,1.803575116395948,158.00885885953903,0.0069143129458097,-2.47174e+18,0.0026255412496673,1.803575116395948
trip,0,-21.952754771709444,569.1968718767166,135.34499722346663,-2.47174e+18,14.266943889963745,-21.952754771709444
trip,0,-18.79261691868305,364.59447079896927,99.86443567089736,-2.47174e+18,16.43433079805987,-18.79261691868305
trip,0,-16.602231222391126,386.4595602750778,90.42924451455474,-2.47174e+18,14.039644062657654,-16.602231222391126
trip,0,-2.702206057310107,24.437063304707408,11.729463238734752,-2.47174e+18,28.79919675898681,-2.702206057310107
trip,0,-1.0557540476322202,31.067531146109104,12.13488614349626,-2.47174e+18,23.43582324535505,-1.0557540476322202
trip,0,-1.6364545822143557,25.44601984508336,10.545609534485266,-2.47174e+18,24.86583661889945,-1.6364545822143557
trip,0,-1.9365013718605013,22.4917002171278,10.391751649905927,-2.47174e+18,27.721563642376232,-1.9365013718605013
trip,0,-2.107824641466138,20.750375367701057,10.085896982462144,-2.47174e+18,29.16351189914758,-2.107824641466138
trip,0,-2.2334089696407347,19.196423381567,9.264348077005709,-2.47174e+18,28.95648181807124,-2.2334089696407347
trip,0,-2.378586184978488,18.01488415338099,8.562321067904122,-2.47174e+18,28.51748918839592,-2.378586184978488
trip,0,-2.521565133333212,17.211795089766383,8.08997739746701,-2.47174e+18,28.20151188858994,-2.521565133333212
trip,0,-2.672837543487546,16.61309172771871,7.7298556244932115,-2.47174e+18,27.91722004976132,-2.672837543487546
trip,0,-4.592940485477442,53.75795469805598,36.51309120375663,-2.47174e+18,40.75276830248569,-4.592940485477442
trip,0,-5.882573795318606,56.12234211713075,40.76921527041122,-2.47174e+18,43.586080408394274,-5.882573795318606
trip,0,-6.682576441764837,58.55068486556411,43.0404074373655,-2.47174e+18,44.10579401712093,-6.682576441764837
trip,0,-7.226626703143125,60.46284037828445,44.57018796354532,-2.47174e+18,44.229005139050265,-7.226626703143125
trip,0,-7.70974999666214,61.807851031422615,45.54910492384806,-2.47174e+18,44.21681468979524,-7.70974999666214
trip,0,-8.044481942057615,62.9701290205121,46.17855460150167,-2.47174e+18,44.00043829015435,-8.044481942057615
trip,0,-8.38789038062096,63.67525546252728,46.61274498235434,-2.47174e+18,43.922316112059406,-8.38789038062096
trip,0,-8.667378377914432,64.23946986347437,46.94060883298516,-2.47174e+18,43.842773546618176,-8.667378377914432
charge,DCCharging,8.269311147928235,8.305291134864092,0.2143631501676282,-2.47174e+18,1.5486259062089054,8.269311147928235
charge,DCCharging,13.500220662355416,7.883118490688503,1.1941912014735865,-2.47174e+18,9.089229366912289,13.500220662355416
trip,0,-5.2676419138908415,0.124680004446418,0.0042332399219731,-2.47174e+18,2.0371702459117387,-5.2676419138908415
trip,0,-4.870863050222397,0.1181077724613715,0.0039926973297497,-2.47174e+18,2.028332554179137,-4.870863050222397
trip,0,-4.390866458415985,0.1130532368842978,0.0037978133010483,-2.47174e+18,2.015588446141582,-4.390866458415985
trip,0,-3.9963274955749455,0.1084496339026372,0.0036994505070424,-2.47174e+18,2.04672918141724,-3.9963274955749455
trip,0,-3.7905563831329374,0.104226499912329,0.0036727767896422,-2.47174e+18,2.1143049758352745,-3.7905563831329374
trip,0,-3.688028877973551,0.0996561825813842,0.0036937572889428,-2.47174e+18,2.223900530763133,-3.688028877973551
trip,0,0.0555032193660736,0.1329977259010775,0.0029846080199718,-2.47174e+18,1.346462730734986,0.0555032193660736
trip,0,-1.449202203750616,0.124947223230265,0.0034972776319932,-2.47174e+18,1.6794023307975754,-1.449202203750616
trip,0,-2.659697902202609,0.1201940969403949,0.0042201801226724,-2.47174e+18,2.106682556015317,-2.659697902202609
trip,0,-3.39002214670181,0.1196611530976952,0.0053702985763948,-2.47174e+18,2.6927528796301914,-3.39002214670181
trip,0,-16.674719908833502,86.82786418497562,10.316846884670667,-2.47174e+18,7.129172402093375,-16.674719908833502
trip,0,-15.991050550341605,85.64629738032818,10.935039785108527,-2.47174e+18,7.6606042196193025,-15.991050550341605
trip,0,-15.106239762902256,81.41358263790607,10.77207222324796,-2.47174e+18,7.93877768860094,-15.106239762902256
trip,0,-14.105449575185771,75.0246754065156,10.038791103288531,-2.47174e+18,8.02839149831233,-14.105449575185771
trip,0,-13.07088184952736,66.40503099560738,8.76659071748145,-2.47174e+18,7.9210179584688545,-13.07088184952736
charge,120,10.230814784765244,374.3715397417545,0.0101434056781499,-2.47174e+18,0.0016256693580628,10.230814784765244
charge,120,6.038686341047281,10.74440800677985,0.0032310364476302,-2.47174e+18,0.018043077546523,6.038686341047281
charge,120,8.588243049383166,233.6659029722213,0.0084315968445025,-2.47174e+18,0.0021650390760276,8.588243049383166
charge,120,9.355454879999158,288.7457592487335,0.0091060787766537,-2.47174e+18,0.0018922000032858,9.355454879999158
charge,120,10.19234511256218,375.2757535278797,0.0100625999542671,-2.47174e+18,0.0016088329490521,10.19234511256218
trip,0,-16.561763125658032,17.823909804224968,2.191034297720762,-2.47174e+18,7.375601610825255,-16.561763125658032
trip,0,-2.1519148826599093,30.97708770632744,24.13391608837992,-2.47174e+18,46.74535511635643,-2.1519148826599093
trip,0,-2.875061452388763,31.587391566485167,24.520811098627743,-2.47174e+18,46.57708639287227,-2.875061452388763
trip,0,-3.596018081903452,31.6816442348063,24.221761216409504,-2.47174e+18,45.87216693090474,-3.596018081903452
trip,0,-4.32983124256134,31.298096101731065,23.30873373756185,-2.47174e+18,44.68399674242039,-4.32983124256134
charge,240,10.333317309617996,557.7807757258415,0.1040565074072219,-2.47174e+18,0.0111932693203862,10.333317309617996
trip,0,-3.948490208387369,51.21770666912198,1.4974223987956066,-2.47174e+18,1.7541852177833288,-3.948490208387369
trip,0,-2.7428073823452053,39.77801977470517,2.196032222273061,-2.47174e+18,3.3124306861592703,-2.7428073823452053
trip,0,-2.2969089090824184,37.7834290266037,2.567847870726837,-2.47174e+18,4.077736621922996,-2.2969089090824184
trip,0,-2.015139377117152,35.77750251442194,2.708375667105429,-2.47174e+18,4.542031405373274,-2.015139377117152
trip,0,-9.406961989402774,50.51369063928723,0.653140333131887,-2.47174e+18,0.7757979963838608,-9.406961989402774
trip,0,-6.437856867909432,19.612611014395952,0.97313667916751,-2.47174e+18,2.977074327696235,-6.437856867909432
trip,0,-0.558396142721179,7.586130112409592,0.7919297745684162,-2.47174e+18,6.263507977061637,-0.558396142721179
trip,0,-1.4402842342853577,2.672079141251743,0.2334400591207668,-2.47174e+18,5.241762240876095,-1.4402842342853577
trip,0,-2.645833832025531,1.6060860907891763,0.1203258370860567,-2.47174e+18,4.495120321735654,-2.645833832025531
trip,0,-2.3798352003097563,1.3029798745410517,0.1014270276245952,-2.47174e+18,4.670541561218855,-2.3798352003097563
trip,0,-2.0886397659778595,1.1993355826707557,0.0995324655268632,-2.47174e+18,4.979380265124031,-2.0886397659778595
trip,0,-1.7501732647419033,1.173073943937197,0.1047241300984751,-2.47174e+18,5.3563953392565535,-1.7501732647419033
trip,0,-1.4102329254150447,1.1847827945603058,0.1142058009845641,-2.47174e+18,5.783632316855914,-1.4102329254150447
trip,0,-0.6687091767787905,0.121885862579802,0.0032870891241145,-2.47174e+18,1.618115040353767,-0.6687091767787905
charge,120,4.005830621719355,4.028727520722896,0.0025084101564516,-2.47174e+18,0.0373578527246961,4.005830621719355
charge,120,2.551277327537534,3.693474044557661,0.0023607012088291,-2.47174e+18,0.0383492806016752,2.551277327537534
charge,120,1.5373350083827972,4.253060655668378,0.0024216828253429,-2.47174e+18,0.0341638601666591,1.5373350083827972
