event,charge_mode,duration_minutes,km_driven,charge,id,odo,end_odo,discharge,avg_speed,km_per_perc_of_battery,discharge_per_km,soc,end_soc
0,0,50.91192415987078,5.5907499052349605,-0.9953199405351684,1,0,5.5907499052349605,0.9953199405351684,6.588731419004161,5.617037976983461,0.1780297737166153,50,49.00468005946483
0,0,276.61479298681604,209.3156218858701,-40.65064188261474,3,0,209.3156218858701,40.65064188261474,45.40226203213501,5.149134483295555,0.1942073960670724,50,9.349358117385258
0,0,18.407576642000365,4.735895238904846,-3.094357708638072,5,0,4.735895238904846,3.094357708638072,15.436780183543574,1.5304937841169206,0.6533839015733016,50,46.90564229136193
0,0,31.14688149624896,13.068043392114577,-2.984748790123689,10,0,13.068043392114577,2.984748790123689,25.17371132712924,4.378272448038427,0.22840058764456844,50,47.01525120987631
0,0,133.23659264226194,100.5528714512929,-22.930414329177182,13,0,100.5528714512929,22.930414329177182,45.281646486386386,4.385131031991303,0.2280433566761394,50,27.069585670822818
0,0,17.485408741003933,8.801115495035233,-2.686814376933768,14,0,8.801115495035233,2.686814376933768,30.200433831654014,3.2756693467894853,0.30528111788209317,50,47.31318562306623
0,0,25.22767126315482,16.37869820245561,-4.657647024372622,15,0,16.37869820245561,4.657647024372622,38.954126280478704,3.5165177001925763,0.2843722356196975,50,45.34235297562738
0,0,22.75670633580334,10.50162639234364,-2.550720879550724,16,0,10.50162639234364,2.550720879550724,27.68843497133326,4.1171209584458195,0.24288817600770518,50,47.449279120449276
0,0,61.151586405305466,41.91327014975243,-11.408288792877537,17,0,41.91327014975243,11.408288792877537,41.12397333925852,3.6739313766250263,0.2721879908705936,50,38.591711207122465
0,0,77.94570657260697,43.45789158888019,-11.368941904185291,19,0,43.45789158888019,11.368941904185291,33.45243259683497,3.8225097775266024,0.2616082255378981,50,38.63105809581471
0,0,20.00935724292732,8.613214664692475,-2.392565765968044,21,0,8.613214664692475,2.392565765968044,25.827560256300515,3.59999076606679,0.2777784902744518,50,47.607434234031956
0,0,37.11670005137002,20.501747157723468,-4.964579354744885,22,0,20.501747157723468,4.964579354744885,33.141546197828106,4.129604079775454,0.242153964564655,50,45.035420645255115
0,0,157.5271605929067,105.642963510001,-22.28133695790528,23,0,105.642963510001,22.28133695790528,40.237999509054056,4.741320671626912,0.21091169934660106,50,27.71866304209472
0,0,27.348446383595093,9.691048970098109,-2.2262030927933694,25,0,9.691048970098109,2.2262030927933694,21.261278613423386,4.353173796887545,0.22971745366908738,50,47.77379690720663
0,0,28.803786782144343,4.780401070236453,-2.0942437735751867,27,0,4.780401070236453,2.0942437735751867,9.957859582268236,2.2826383110479997,0.43808955416194795,50,47.90575622642481
0,0,48.449132895688855,24.5817188639,-6.247724902664416,29,0,24.5817188639,6.247724902664416,30.442301929520006,3.9345072401342187,0.25416143343172165,50,43.752275097335584
0,0,56.34872280719229,25.709278820361316,-5.868322860931599,30,0,25.709278820361316,5.868322860931599,27.375185316973834,4.381026645878846,0.2282570002035213,50,44.1316771390684
0,0,44.14966473207016,27.350376053028985,-6.206725102665445,33,0,27.350376053028985,6.206725102665445,37.16953623862304,4.406571195054783,0.22693381219444203,50,43.793274897334555
0,0,64.89170833260728,41.2932936346381,-10.026082560437786,34,0,41.2932936346381,10.026082560437786,38.180496117919645,4.118587033940706,0.24280171616118304,50,39.973917439562214
0,0,19.316107063601432,9.506587162682871,-2.626139232690633,35,0,9.506587162682871,2.626139232690633,29.52951274720382,3.6199859643172143,0.2762441649932241,50,47.37386076730937
0,0,59.50538931715931,43.1048880719936,-11.454235927408355,37,0,43.1048880719936,11.454235927408355,43.46317726844647,3.7632268398496787,0.26572939728500256,50,38.545764072591645
0,0,22.476913719645346,8.98272788669016,-2.316828229955121,38,0,8.98272788669016,2.316828229955121,23.978544382200607,3.877166106036339,0.2579203399212392,50,47.68317177004488
0,0,30.75299402854665,8.580477026115313,-1.344954379562509,40,0,8.580477026115313,1.344954379562509,16.740764202959426,6.379753214310806,0.15674587502175477,50,48.65504562043749
