event,charge_mode,duration_minutes,km_driven,charge,id,odo,end_odo,min_per_perc_of_battery,charge_per_min,soc,end_soc,charge_mode_label
1,240,111.7842088100318,4.354364104032314,9.984639287770705,0,0,4.354364104032314,11.19561814786302,0.08932065981465047,50,59.984639287770705,240
1,360,67.28665414793417,1.4160776549358152,11.03566289108069,6,0,1.4160776549358152,6.0972009395391185,0.16400968410196254,50,61.03566289108069,DC_Charging
1,120,380.29766984720345,2.9474032587249024,10.313017667373202,7,0,2.9474032587249024,36.8754987252987,0.027118277299770944,50,60.3130176673732,120
1,360,19.96642988462565,3.2253058268485795,14.696644847096124,8,0,3.2253058268485795,1.3585706188287439,0.7360677362963465,50,64.69664484709612,DC_Charging
1,120,51.91123261565684,4.481791808349044,1.0487119791168595,9,0,4.481791808349044,49.49999013015212,0.020202024230119315,50,51.04871197911686,120
1,240,84.34564438889541,2.2342888874205338,8.41102212621621,12,0,2.2342888874205338,10.027989835622893,0.09972088288797956,50,58.41102212621621,240
1,240,48.786878364769485,2.287848746135888,1.9892755095844024,18,0,2.287848746135888,24.524947967092803,0.04077480618274031,50,51.9892755095844,240
1,360,46.78577221794508,4.1700100742713,9.69484403784287,20,0,4.1700100742713,4.82584062573069,0.20721778391688767,50,59.69484403784287,DC_Charging
1,240,288.181052162941,3.119387161054788,9.331477135683327,24,0,3.119387161054788,30.88268319931301,0.03238060610038719,50,59.33147713568333,240
1,360,29.57178387940725,1.4942042147908186,20.92631937009051,26,0,1.4942042147908186,1.4131383238694855,0.707644809505823,50,70.92631937009051,DC_Charging
1,120,133.86658609591572,3.943047945207918,3.0723085953032125,31,0,3.943047945207918,43.571985672456236,0.022950526228418915,50,53.07230859530321,120
1,120,98.0056923602996,3.0427396381752456,1.5120363176779534,32,0,3.0427396381752456,64.817022722581,0.015428045874307328,50,51.51203631767795,120
1,120,217.38633384911768,5.37449016767872,4.254729148007499,39,0,5.37449016767872,51.092872492464124,0.019572201585406918,50,54.2547291480075,120
1,240,306.43496356966745,2.4851926248398057,13.532265726309843,44,0,2.4851926248398057,22.64476398611411,0.04416031894230407,50,63.532265726309845,240
1,120,631.7864089928247,3.676996340259412,15.70691943695023,45,0,3.676996340259412,40.22344493004524,0.024861122704411667,50,65.70691943695023,120
1,360,79.95184634285879,3.1984903238207183,34.61756231410206,46,0,3.1984903238207183,2.3095747071216803,0.4329801486466118,50,84.61756231410206,DC_Charging
1,120,361.7281072322986,4.921318239844172,9.310783446082368,51,0,4.921318239844172,38.85044790559492,0.02573972898407661,50,59.31078344608237,120
1,240,79.02643912685903,3.3366500056673165,2.72433846697092,60,0,3.3366500056673165,29.0075701257213,0.034473759631224336,50,52.72433846697092,240
1,120,69.48542469346859,2.016754133170557,1.8310823980406497,61,0,2.016754133170557,37.94773231822964,0.026352035784747325,50,51.83108239804065,120
1,360,64.99493989677667,1.4681683386832842,10.467524976692758,63,0,1.4681683386832842,6.209198453454467,0.16105138328179114,50,60.46752497669276,DC_Charging
1,120,222.78711396094255,2.8665728357749725,6.165373025104941,64,0,2.8665728357749725,36.135220537957714,0.027673831378711655,50,56.16537302510494,120
1,240,161.6729543290977,2.646640380933116,21.51798562197554,68,0,2.646640380933116,7.513387041396057,0.13309576553029415,50,71.51798562197554,240
1,360,80.03972333330074,3.974314735798053,22.21826524579481,69,0,3.974314735798053,3.6024290126993437,0.277590480332793,50,72.21826524579481,DC_Charging
1,360,139.76606629006795,6.735457427368795,25.847693694934307,70,0,6.735457427368795,5.407293507097681,0.18493540228348757,50,75.8476936949343,DC_Charging
1,120,447.86070632223135,3.7198953687852665,10.90855971128778,73,0,3.7198953687852665,41.05589721975867,0.024357036813672104,50,60.90855971128778,120
1,360,55.52589635087204,2.441591808810561,29.666511581659396,74,0,2.441591808810561,1.871669211866473,0.5342824435321967,50,79.66651158165939,DC_Charging
1,360,67.86087696598027,5.50481554114997,31.0926358575086,79,0,5.50481554114997,2.182538568842257,0.4581820519810823,50,81.0926358575086,DC_Charging
1,360,98.52276939652774,4.498664294453106,28.822569266611097,80,0,4.498664294453106,3.4182507633231496,0.2925472907750693,50,78.8225692666111,DC_Charging
1,240,233.61904506078693,2.6344747140519083,13.860461715699174,81,0,2.6344747140519083,16.855069466854502,0.05932933127131277,50,63.860461715699174,240
1,240,137.58827591639383,2.1575969855069,21.47918210412665,82,0,2.1575969855069,6.405657126486204,0.15611200853464127,50,71.47918210412665,240
1,120,125.85621970039406,2.655408233989885,2.9216998767898588,86,0,2.655408233989885,43.07636821297172,0.023214584736019294,50,52.92169987678986,120
1,120,705.4850095867872,4.239617532599906,15.649056141826575,88,0,4.239617532599906,45.0816332431179,0.0221819825073143,50,65.64905614182658,120
1,120,145.53276766083775,5.423191931019296,2.6540270397993737,89,0,5.423191931019296,54.83469666226122,0.01823662864699,50,52.654027039799374,120
1,360,22.06602628268326,4.336662504862767,6.836629806255814,91,0,4.336662504862767,3.227617540808175,0.30982605198929686,50,56.836629806255814,DC_Charging
1,120,73.08040251208018,2.2638569472057277,0.9984482762080232,94,0,2.2638569472057277,73.19397935126901,0.01366232590252879,50,50.99844827620802,120
1,240,36.661085432389896,3.721789226454387,3.5058577315666497,100,0,3.721789226454387,10.457094451464604,0.09562885796254252,50,53.50585773156665,240
1,360,59.53866859081999,4.066062401134453,12.800098213557176,109,0,4.066062401134453,4.651422793596992,0.21498798203779063,50,62.80009821355718,DC_Charging
1,360,117.95429130496088,4.560396939732394,23.5817764813861,110,0,4.560396939732394,5.001925592758723,0.1999230059414914,50,73.5817764813861,DC_Charging
1,120,499.6860106840544,4.357293472496899,11.88004598247744,111,0,4.357293472496899,42.06094921021938,0.023775022170850917,50,61.88004598247744,120
1,120,316.63078291828083,2.852816567957602,8.135704099457612,114,0,2.852816567957602,38.91866998203509,0.025694608794740448,50,58.13570409945761,120
1,240,172.20891278364434,2.654162451104321,5.292605456785836,117,0,2.654162451104321,32.53764411304251,0.030733632604923483,50,55.292605456785836,240
1,360,72.57290737698558,3.6709569172628695,11.783196779291742,119,0,3.6709569172628695,6.159016838667083,0.162363576232147,50,61.78319677929174,DC_Charging
1,360,67.95209990040976,3.1786831860337266,24.92795304713537,124,0,3.1786831860337266,2.7259398223320455,0.36684595595529274,50,74.92795304713538,DC_Charging
1,240,32.68775488601813,4.394514802375512,1.1448316214499386,130,0,4.394514802375512,28.55245633818083,0.035023256428652096,50,51.14483162144994,240
1,360,24.341121119748816,1.4802420775653025,16.33474454859339,137,0,1.4802420775653025,1.4901439717858866,0.6710760966281226,50,66.33474454859339,DC_Charging
1,240,136.17077226136524,2.269916798646534,5.79486250626347,138,0,2.269916798646534,23.498533764033724,0.042555846677147804,50,55.79486250626347,240
1,120,678.8184095964989,6.326589159710549,11.415087731590148,139,0,6.326589159710549,59.46677113290464,0.016816113956566778,50,61.41508773159015,120
1,120,139.87550439649115,3.7302194818589616,1.9247701708649745,141,0,3.7302194818589616,72.67127603792423,0.013760595031772113,50,51.924770170864974,120
1,240,73.09518349540974,1.7959376197924362,10.110807717721189,142,0,1.7959376197924362,7.229410897340673,0.13832385711646966,50,60.11080771772119,240
1,120,299.7811384650938,3.177327864421159,8.207071869947015,147,0,3.177327864421159,36.527173541984496,0.027376878718814515,50,58.207071869947015,120
1,120,492.0998217414761,3.5653844783779016,12.320351156219845,148,0,3.5653844783779016,39.94202888389613,0.025036284533938163,50,62.32035115621984,120
1,240,153.15331319750348,4.103957165244675,22.7175204563476,149,0,4.103957165244675,6.741638617286257,0.14833189032647,50,72.7175204563476,240
1,360,101.54528193690209,4.832844761022955,30.18161194198008,150,0,4.832844761022955,3.3644751026588198,0.29722318325665037,50,80.18161194198008,DC_Charging
1,240,83.29731969212266,2.269928597834169,7.056303618817481,151,0,2.269928597834169,11.804667739918184,0.08471225298603201,50,57.05630361881748,240
1,360,44.10377014651801,2.158832025848498,32.79119031507477,152,0,2.158832025848498,1.3449883862935776,0.7435008437178615,50,82.79119031507477,DC_Charging
1,240,132.62071833686326,2.407940349567129,16.62894756200582,154,0,2.407940349567129,7.97529235343059,0.1253872529914026,50,66.62894756200582,240
1,120,310.6976815023461,4.997845657560022,4.909038838519308,156,0,4.997845657560022,63.29093977917284,0.01580004979368422,50,54.90903883851931,120
1,120,77.66647835469303,3.7019954728205344,0.9410333570250344,159,0,3.7019954728205344,82.5331830958962,0.012116338695407992,50,50.941033357025034,120
1,360,119.36908143618425,2.81956381559188,25.71257294535475,165,0,2.81956381559188,4.642440166912566,0.2154039608581634,50,75.71257294535475,DC_Charging
1,360,105.5004818790952,2.3924624569986603,23.879627299061653,167,0,2.3924624569986603,4.418012080248875,0.226346144337312,50,73.87962729906165,DC_Charging
1,120,44.41299420075101,2.644334256125869,1.2180612920319618,168,0,2.644334256125869,36.46203560632121,0.027425786393194016,50,51.21806129203196,120
1,120,975.3792939084163,5.508849806677607,15.499663358067592,172,0,5.508849806677607,62.92906312708594,0.01589090875197822,50,65.4996633580676,120
1,240,52.44230010998674,1.6628609223148003,5.654870418074225,174,0,1.6628609223148003,9.273828794090395,0.10783032792639374,50,55.654870418074225,240
1,360,44.33732439057128,4.947913608774358,19.129175402721444,180,0,4.947913608774358,2.3177854485177423,0.43144631900226776,50,69.12917540272144,DC_Charging
1,240,72.47856646398307,1.911992844408703,4.787627753295297,182,0,1.911992844408703,15.138722181167173,0.06605577327021807,50,54.7876277532953,240
1,360,65.58673811291115,1.795063423263748,23.922268610979017,183,0,1.795063423263748,2.7416604662155835,0.3647424662253446,50,73.92226861097902,DC_Charging
1,360,78.81617412370363,2.743089934488584,32.41168947864317,184,0,2.743089934488584,2.431720635101033,0.41123144886190927,50,82.41168947864317,DC_Charging
1,120,47.32942928613578,2.2365046691940944,0.4697446458228,187,0,2.2365046691940944,100.75565460301101,0.009925001271046436,50,50.4697446458228,120
1,240,218.93761643386347,4.992815681481781,15.516154473173756,189,0,4.992815681481781,14.110301416010639,0.070870208262548,50,65.51615447317376,240
1,360,31.33562950576141,2.255476882375423,31.13656910010249,193,0,2.255476882375423,1.0063931387244032,0.9936474738564828,50,81.13656910010249,DC_Charging
1,120,77.30188811962006,2.330489777499268,2.178429359811332,196,0,2.330489777499268,35.485147944533296,0.028180804024351157,50,52.17842935981133,120
1,360,33.989966871076135,4.119568723237253,21.733882437206447,199,0,4.119568723237253,1.56391601773314,0.6394205242871525,50,71.73388243720645,DC_Charging
1,360,49.68337809546152,1.817815603063079,7.916129081594747,206,0,1.817815603063079,6.276221317686312,0.1593315387368531,50,57.91612908159475,DC_Charging
1,240,77.32303007338749,3.4641520272554223,3.9351358970053374,209,0,3.4641520272554223,19.649392574276987,0.05089215843288203,50,53.93513589700534,240
1,240,45.15150286858528,5.497732154208612,1.305836582113173,210,0,5.497732154208612,34.57668707329271,0.02892122076011173,50,51.30583658211317,240
1,240,201.85802106091745,2.517561318669264,18.8570644038775,211,0,2.517561318669264,10.704636561532356,0.09341746394207812,50,68.8570644038775,240
1,240,218.0509045085504,2.49156612334298,15.137588386584568,212,0,2.49156612334298,14.404599923049455,0.06942226825750672,50,65.13758838658457,240
1,360,65.2229641410967,1.956884350679437,29.052396134371776,223,0,1.956884350679437,2.2450115246752973,0.4454320118221366,50,79.05239613437178,DC_Charging
1,240,64.93044039190919,2.013683174454347,4.976500418610286,224,0,2.013683174454347,13.04740981214292,0.07664356484528626,50,54.976500418610286,240
1,360,49.22376305114244,4.427784637147214,10.665083975909296,230,0,4.427784637147214,4.615412608314288,0.21666535256210503,50,60.6650839759093,DC_Charging
1,240,241.42558096082152,3.740251961280056,8.585850745118208,233,0,3.740251961280056,28.119005108269867,0.03556313589864165,50,58.58585074511821,240
1,240,102.88295357450492,2.7841155337895827,4.310821738145094,238,0,2.7841155337895827,23.866204594851673,0.04190025255275471,50,54.310821738145094,240
1,360,114.39041238112578,4.010557261424762,19.647741177092087,239,0,4.010557261424762,5.822064294825765,0.1717603841800113,50,69.64774117709209,DC_Charging
1,360,45.29865454366802,2.0695426420076566,11.744051279793185,241,0,2.0695426420076566,3.857157420762364,0.25925828036397613,50,61.74405127979318,DC_Charging
1,240,85.52721119360271,1.7087782534807014,3.8461142738009073,246,0,1.7087782534807014,22.237303705768674,0.04496948070824727,50,53.84611427380091,240
1,120,91.11776883616696,3.297640130271911,0.3144545785051065,247,0,3.297640130271911,289.7644844903642,0.003451078560434323,50,50.31445457850511,120
1,240,264.9978813663259,3.079313245484859,8.221731483329407,253,0,3.079313245484859,32.2313957715163,0.03102564986911691,50,58.22173148332941,240
1,120,191.2814406402452,3.7309291941898666,4.766804870626686,258,0,3.7309291941898666,40.1278101016746,0.024920373114461793,50,54.766804870626686,120
1,240,72.83619272332812,4.637679153242353,3.060050453060711,259,0,4.637679153242353,23.802284910196892,0.04201277330192785,50,53.06005045306071,240
1,120,682.3476671922168,8.445762002629138,10.167234689916256,260,0,8.445762002629138,67.11241433906913,0.014900372901915636,50,60.167234689916256,120
1,240,257.9952250551744,2.6532641278785274,9.769996405255256,268,0,2.6532641278785274,26.406890479140753,0.03786890398132703,50,59.769996405255256,240
1,360,99.36031432953165,3.8232590701877993,21.902578185191075,269,0,3.8232590701877993,4.536466597193194,0.22043587857975647,50,71.90257818519108,DC_Charging
1,120,82.24067793458087,6.647597506304618,0.5778944426319441,270,0,6.647597506304618,142.3108994785043,0.00702686866335946,50,50.577894442631944,120
1,120,78.05242380150185,2.258151247501261,1.9043424669915368,272,0,2.258151247501261,40.98654793158521,0.02439824894912353,50,51.90434246699154,120
1,240,133.22963602025706,2.4141992022322345,20.16677812618005,277,0,2.4141992022322345,6.606391719424007,0.15136855979336133,50,70.16677812618005,240
1,240,44.620122841025776,2.083593889515912,4.437575336696128,278,0,2.083593889515912,10.055068242344802,0.09945233347981773,50,54.43757533669613,240
1,120,103.22487963513922,5.06630912300983,1.9728527908081617,280,0,5.06630912300983,52.32264673577295,0.01911218301035029,50,51.97285279080816,120
1,120,147.91640345011447,3.485036589370076,3.577278699201542,287,0,3.485036589370076,41.3488620506783,0.024184462410945497,50,53.57727869920154,120
1,120,118.48072227690804,6.561748730356803,1.7692369165964124,288,0,6.561748730356803,66.96713208134756,0.014932698607807505,50,51.76923691659641,120
1,360,31.01445932843444,1.8223993232985136,10.467661769352633,291,0,1.8223993232985136,2.962883212298568,0.3375090843436291,50,60.46766176935263,DC_Charging
1,360,22.197589903331757,1.5769388857392792,19.943730094675004,293,0,1.5769388857392792,1.1130109461949917,0.8984637603238873,50,69.943730094675,DC_Charging
1,240,202.55013876689367,2.402993848338726,14.344578538560029,294,0,2.402993848338726,14.120326939018351,0.07081988995854796,50,64.34457853856003,240
1,240,37.37932723949963,2.371669646775917,1.939323389956371,298,0,2.371669646775917,19.274416754361198,0.0518822443627889,50,51.93932338995637,240
1,360,58.93392414525679,4.267688680520909,24.151122730936198,300,0,4.267688680520909,2.4402146766355433,0.4098000104559466,50,74.1511227309362,DC_Charging
1,120,89.77105947293623,3.77159271692701,1.4769110024610512,302,0,3.77159271692701,60.78298511105015,0.016451972507980743,50,51.47691100246105,120
1,120,198.15493615975464,2.898634574618632,5.425104347051274,303,0,2.898634574618632,36.52555296331922,0.027378093385861942,50,55.425104347051274,120
1,360,35.23352556109103,1.6471702921543374,6.413689700724277,308,0,1.6471702921543374,5.493487712246544,0.18203371926557987,50,56.41368970072428,DC_Charging
1,360,60.43615739726217,3.847638657344425,21.94434554400374,310,0,3.847638657344425,2.7540651543274786,0.36309961600897284,50,71.94434554400374,DC_Charging
1,240,109.51208487707828,2.794468880671449,3.348880554777267,311,0,2.794468880671449,32.70110208047175,0.030580009124437858,50,53.34888055477727,240
1,120,54.868381588705375,2.108151697238015,0.4862889580744678,317,0,2.108151697238015,112.83081936707909,0.008862826713565215,50,50.48628895807447,120
1,120,77.61679660177036,5.260802000987936,0.4521515898454851,319,0,5.260802000987936,171.66100561162364,0.005825434823925366,50,50.452151589845485,120
1,360,91.5717950509684,4.002926533062944,29.32056294485622,322,0,4.002926533062944,3.1231254059886004,0.3201920736460014,50,79.32056294485622,DC_Charging
1,240,152.37328908619307,2.825625956427302,5.449924615224887,324,0,2.825625956427302,27.958788395076816,0.035766929019573936,50,55.44992461522489,240
1,360,87.40146929468413,4.955496083741965,32.15633558063291,330,0,4.955496083741965,2.7180170786413926,0.3679152746530395,50,82.15633558063291,DC_Charging
1,240,157.91843748892643,3.424874116582687,15.176923875888493,331,0,3.424874116582687,10.40516765981878,0.09610609196252166,50,65.17692387588849,240
1,240,33.210935512377404,1.722238661070796,2.58362441752125,334,0,1.722238661070796,12.854397600189985,0.07779438843444676,50,52.58362441752125,240
1,360,22.92419105511805,1.5669506092449978,4.615291800639767,336,0,1.5669506092449978,4.967007947783567,0.20132844773204583,50,54.61529180063977,DC_Charging
1,240,26.89461320402372,1.693287857295484,3.181621129721236,337,0,1.693287857295484,8.45311622832356,0.11829956822897277,50,53.181621129721236,240
1,120,240.88256734339765,6.000903403809074,4.439422037604331,339,0,6.000903403809074,54.25989358591967,0.018429818672911994,50,54.43942203760433,120
1,240,91.41088088319844,2.234125812080976,2.6969419370364847,342,0,2.234125812080976,33.89427099926542,0.029503511080727258,50,52.696941937036485,240
1,240,63.811027254416565,1.7432345229852344,4.884575751179796,345,0,1.7432345229852344,13.063780869608578,0.07654751790321192,50,54.884575751179796,240
1,120,154.3741635907414,4.317914828461067,3.7786374945254977,349,0,4.317914828461067,40.85445185318761,0.024477136631120323,50,53.7786374945255,120
1,240,370.0642288514687,3.8536400411688887,11.57990768754523,352,0,3.8536400411688887,31.957442048479482,0.031291615845942825,50,61.57990768754523,240
1,360,44.50201469512717,1.8187241405110048,8.916554599938436,356,0,1.8187241405110048,4.990942880048582,0.20036294224033796,50,58.916554599938436,DC_Charging
1,240,250.6235000916128,2.6218133051827364,9.06473144894305,357,0,2.6218133051827364,27.648199122416976,0.03616872099236317,50,59.06473144894305,240
1,360,99.51748545226936,5.391815601702159,21.89006165681326,369,0,5.391815601702159,4.546240527435638,0.21996196504896806,50,71.89006165681326,DC_Charging
1,360,41.549840515721655,4.709314310771468,20.724299410243876,370,0,4.709314310771468,2.0048851685275237,0.4987816837083214,50,70.72429941024387,DC_Charging
1,360,51.187799080074136,2.186084274926147,28.19946350173336,373,0,2.186084274926147,1.815204713980737,0.5509020510458039,50,78.19946350173336,DC_Charging
