vin,event,charge_mode,duration_minutes,km_driven,charge
-1.12313e+18,trip,0,64.49483198278477,61.03864094236104,-20.733436028377973
-1.12313e+18,trip,0,64.33731196612543,70.04503940043989,-25.508755157590528
-1.12313e+18,trip,0,56.90465476043586,47.62566272719084,-14.8343635623959
-1.12313e+18,trip,0,41.48170884338924,9.336646351676258,-1.9168775543165568
-1.12313e+18,trip,0,40.46251036330102,2.551087960267166,0.4688399434402299
-1.12313e+18,trip,0,53.09558871803453,5.403663609106037,-1.749571736012598
-1.12313e+18,trip,0,307.149491727747,156.82419686297644,-47.11852188527929
-1.12313e+18,trip,0,104.2456983987792,23.141521816046065,-5.49489926764862
-1.12313e+18,charge,360,67.727430622892,0.0,57.37185954410566
-1.12313e+18,trip,0,45.49594979383777,6.812886229304024,-1.4514632743283329
-1.12313e+18,charge,360,47.060007393630855,0.0,15.866083655409454
-1.12313e+18,trip,0,55.31345173857831,39.63434892549236,-17.612128903733108
-1.12313e+18,trip,0,39.18725526060421,5.240317471186177,-2.227406601760066
-1.12313e+18,trip,0,80.3382785359429,78.86146654928399,-25.42075960451924
-1.12313e+18,trip,0,53.69868379223417,7.119769804827243,-1.3814576458182728
-1.12313e+18,trip,0,97.96584838320209,18.74965887323297,-4.732259938337833
-1.12313e+18,charge,240,107.88393605776024,0.0,33.357321938456934
-1.12313e+18,trip,0,88.06604968608853,48.25672200153243,-18.384044062841674
-1.12313e+18,trip,0,42.08085151496727,6.618072200072756,-3.2261234812709887
-1.12313e+18,trip,0,68.9541265944868,77.43447127128182,-26.76717606682275
-1.12313e+18,trip,0,185.11965875055373,152.96692144242445,-47.11337744861868
-1.12313e+18,charge,360,61.30735782131686,0.0,25.287090752064344
-1.12313e+18,trip,0,83.47915518310808,92.90153162018784,-30.278456936459705
-1.12313e+18,trip,0,57.02001824654997,44.27857613414357,-13.347556551895238
-1.12313e+18,trip,0,39.00827413524488,7.221780162063595,-1.255331326569987
-1.12313e+18,trip,0,39.95886707314842,6.680694745385985,-1.890860100033862
-1.12313e+18,trip,0,54.46462952205331,7.623521249668453,-1.4410927813867147
-1.12313e+18,charge,360,118.1685397990429,0.0,38.29289879169646
-1.12313e+18,trip,0,72.61312530561491,51.87219957617253,-16.84804922818043
-1.12313e+18,trip,0,39.35063825089414,3.993264569239658,-0.2768705163741884
-1.12313e+18,trip,0,91.79370498519164,60.53024255084182,-19.094129958939988
-1.12313e+18,trip,0,162.3747046705832,84.57732842724067,-25.24861902399666
-1.12313e+18,trip,0,67.54470857032808,25.19848359732116,-8.08234205773644
-1.12313e+18,charge,360,53.89115559074845,0.0,42.08068292938931
-1.12313e+18,trip,0,42.31652628272826,7.417694081393297,-2.836485817068663
-1.12313e+18,trip,0,36.08450617267719,3.1211282507497256,-0.3960015540410211
-1.12313e+18,trip,0,42.99919809790264,15.262476893472922,-3.921277787995024
-1.12313e+18,trip,0,38.049553978297446,5.139969407399565,-0.4947949027723552
-1.12313e+18,trip,0,51.26750041395992,5.493197866682134,-1.4875295442252965
-1.12313e+18,trip,0,166.9953841944971,92.75895169208766,-28.251299232159354
-1.12313e+18,trip,0,110.35154789968072,129.01494580366384,-41.621646902728834
-1.12313e+18,trip,0,47.31306325299444,14.408042042489535,-4.160096797208894
-1.12313e+18,trip,0,57.16217348032421,24.47994568524763,-7.258771281239504
-1.12313e+18,trip,0,60.76959771259379,13.829457136533527,-3.2790033929649667
-1.12313e+18,trip,0,96.91156321452738,16.6055388105653,-3.630308642516411
-1.12313e+18,trip,0,102.95838190505631,22.70999114839651,-6.366102294364907
-1.12313e+18,charge,360,62.23776214915044,0.0,23.1786351047175
-1.12313e+18,trip,120,49.651325062254216,11.076583499530248,-1.3052057157725443
-1.12313e+18,charge,240,52.74697878532732,0.0,0.2178740142530841
-1.12313e+18,trip,0,35.71238965352947,3.1304568493758627,-0.7298306025241885
-1.12313e+18,trip,0,57.61762225216277,38.88533800651685,-12.470788987531115
-1.12313e+18,trip,0,85.98858811180885,93.97271779061823,-30.33488490106287
-1.12313e+18,trip,0,44.13059887123326,5.119655255969871,-1.022187281549165
-1.12313e+18,trip,0,67.60430817664987,22.920806976778323,-6.85288651142865
-1.12313e+18,charge,360,122.5439807617673,0.0,39.53392992063492
-1.12313e+18,trip,0,122.00624982206726,35.39125412740125,-12.71257991115742
-1.12313e+18,trip,0,54.49572370061149,6.638395250289655,-1.3276799183001913
-1.12313e+18,trip,0,40.27360812398098,2.4762740764842164,0.6761633814980854
-1.12313e+18,trip,0,35.43440886398017,1.6214832740126646,0.5927913398632683
-1.12313e+18,trip,0,77.02885598141013,55.61517185484431,-19.89853932926563
-1.12313e+18,trip,0,59.31769500638067,48.37803026869976,-15.26898804088662
-1.12313e+18,trip,0,42.095184443662426,9.70385658541403,-3.334413512890521
-1.12313e+18,trip,0,55.5455131936105,19.48928869073784,-7.83049751734174
-1.12313e+18,trip,0,72.2388138174836,26.336973075134168,-10.3685508347951
-1.12313e+18,charge,360,114.31596815878083,0.0,45.54647286355319
-1.12313e+18,trip,0,109.99126671163054,26.03137092496835,-8.557536288707112
-1.12313e+18,trip,0,94.82709378246288,70.65958252573054,-26.312938873671605
-1.12313e+18,charge,360,61.91586739541789,0.0,14.560765072541258
-1.12313e+18,trip,0,76.4692701511991,84.88589565330292,-27.833416378153544
-1.12313e+18,trip,0,39.04407181876789,6.418894205596562,-2.2098919914586617
-1.12313e+18,trip,0,72.98861813917925,29.673210266822096,-8.575622236351123
-1.12313e+18,trip,0,56.34652738137672,26.610062616370804,-7.157274882727563
-1.12313e+18,trip,0,39.90179787957516,6.314910097358322,-1.3613216053566362
-1.12313e+18,trip,0,71.24769416819704,79.7401399168541,-25.02017050772441
-1.12313e+18,charge,360,52.45908417407308,0.0,45.55993529976074
-1.12313e+18,trip,0,149.17016504713445,149.90771773446204,-46.2208332917517
-1.12313e+18,trip,0,65.59874095190236,34.49126994423457,-11.12118455887888
-1.12313e+18,trip,0,75.55264089449507,30.336600614833905,-8.537477066711702
-1.12313e+18,charge,360,133.59441720290482,0.0,33.66141743935333
-1.12313e+18,trip,0,115.12701284434416,34.50749421306522,-10.284655467359071
-1.12313e+18,trip,0,44.81706995165829,16.268394019275558,-8.559840842694129
-1.12313e+18,trip,0,65.42571759949847,70.0325312651457,-22.63641668201073
-1.12313e+18,trip,0,58.23674205839375,42.617806156772815,-12.530582561186163
-1.12313e+18,charge,120,48.86262384833779,0.0,1.2393099551527769
-1.12313e+18,trip,0,89.92700418687087,56.49069149222926,-22.719884746728333
-1.12313e+18,trip,0,94.69327359702169,15.123171719063864,-4.51504132159819
-1.12313e+18,trip,0,182.09882721770023,82.30437884246071,-24.939021400456248
-1.12313e+18,charge,360,79.66872548887973,0.0,36.06174484915704
-1.12313e+18,charge,360,65.91106097382279,0.0,27.214658116046195
-1.12313e+18,trip,0,47.89308927609914,20.49662072370593,-7.18296585852876
-1.12313e+18,trip,0,81.03508274277904,41.42005787520976,-17.718748133712047
-1.12313e+18,trip,0,104.63058365776168,22.758795656939093,-7.152464126279639
-1.12313e+18,charge,360,126.23475183123924,0.0,54.53169840356972
-1.12313e+18,trip,0,44.72343374157939,6.502507210167,-1.777816925816083
-1.12313e+18,trip,0,46.266868842084826,17.009744862225713,-6.16563010326432
-1.12313e+18,trip,0,42.07801118134898,12.873426611797504,-3.5964172954447093
-1.12313e+18,trip,0,43.6754928354154,17.305312739940103,-4.581945404534039
-1.12313e+18,trip,0,59.2231180953088,53.32806963889481,-20.35032793380556
-1.12313e+18,trip,0,50.31124503945918,18.894162719126708,-5.562749177949982
-1.12313e+18,trip,0,93.28121577627805,76.31432753316895,-26.871860431683416
-1.12313e+18,trip,0,57.283644230636845,42.01776805462498,-12.087556062951066
-1.12313e+18,trip,0,60.82487665737812,41.14183551351375,-11.714650420925397
-1.12313e+18,trip,0,74.4617048483735,40.93316251309069,-11.998705904442929
-1.12313e+18,trip,0,87.79127748907338,11.640125895596316,-1.511559320694175
-1.12313e+18,charge,360,133.811565994909,0.0,31.137412298912537
-1.12313e+18,trip,0,73.13433199376408,20.56133626376959,-7.677441524524212
-1.12313e+18,trip,0,51.67160805912424,15.602173856932822,-6.718156523962136
-1.12313e+18,trip,0,41.6032634546431,8.697357478928243,-2.782880931099612
-1.12313e+18,trip,0,43.39961950778057,17.02265344294409,-8.264920347358597
-1.12313e+18,trip,0,43.66503574065638,16.614177753183114,-5.858217004857437
-1.12313e+18,trip,0,67.65824899250234,17.013845423369396,-5.11135426804951
-1.12313e+18,trip,0,130.54778566917446,40.23059614429122,-13.573157983762684
-1.12313e+18,trip,0,115.14091917607738,21.57303938101238,-4.889224070625019
-1.12313e+18,trip,0,67.81135719442723,23.038132146793068,-8.231432297234619
-1.12313e+18,trip,0,79.94165274518775,77.05759695464032,-23.605832117807445
-1.12313e+18,trip,0,37.58731976247475,5.655757351813143,-1.678082550873384
-1.12313e+18,charge,240,37.74793169557609,0.0,25.36749087928672
-1.12313e+18,trip,0,44.60972924365055,6.16604228621966,-1.8232118382063616
-1.12313e+18,trip,0,52.11079510061928,4.690237160402585,-0.5834386116524968
-1.12313e+18,trip,0,92.333638186131,12.679587889643816,-2.578932704401936
-1.12313e+18,trip,0,36.65435949899749,2.154343541677456,0.5390952319655611
-1.12313e+18,trip,0,53.08452636604748,21.91834791968323,-5.917568872331643
-1.12313e+18,trip,0,82.33449708880683,51.38953647724777,-14.92168695388763
-1.12313e+18,trip,0,106.82060119968811,25.52090445530287,-6.514505968821112
-1.12313e+18,charge,360,145.1344702802417,0.0,25.113068119119035
-1.12313e+18,trip,0,167.8781117541755,123.12108682453432,-38.09358599937384
-1.12313e+18,charge,360,64.29236979388008,0.0,46.40272029512451
-1.12313e+18,trip,0,44.23426922523713,10.258313319744635,-4.058168294824384
-1.12313e+18,trip,0,52.46804635640141,27.720196998636432,-11.047909344399727
-1.12313e+18,trip,0,67.14522421531524,77.07855537826359,-26.607768147078488
-1.12313e+18,trip,0,35.52769504578262,1.8726746796972675,0.4898737997259843
-1.12313e+18,trip,0,42.39866260547456,4.975964759226597,-0.8506468452940368
-1.12313e+18,trip,0,71.85780803856514,25.80031569496936,-11.639003436301252
-1.12313e+18,trip,0,115.10052737142593,20.897959586129165,-5.961096135761608
-1.12313e+18,trip,0,60.481856238710506,9.118939302483527,-1.674760152208762
-1.12313e+18,trip,0,70.45306435034821,48.6858820322708,-16.264046440943147
-1.12313e+18,trip,0,82.04146508337007,90.64175935949984,-28.864862725434385
