event,charge_mode,duration_minutes,km_driven,charge,id,delta_soc,min_per_perc_of_battery,charge_per_min,soc,end_soc,charge_mode_label
1,360,55.79840862334738,-1.6482461618686948,28.420996105171625,1,28.420996105171625,1.9632812452056887,0.5093513741049527,0,28.420996105171625,DC_Charging
1,360,42.16517916056927,-3.734819992383761,45.86239840824966,13,45.86239840824966,0.9193845203042119,1.0876841820972942,0,45.86239840824966,DC_Charging
1,360,44.69118738661121,-2.6805228301881803,47.067372869599424,24,47.067372869599424,0.9495152302302604,1.0531689942008584,0,47.067372869599424,DC_Charging
1,360,152.19244044662832,0.7619707750505764,57.22340785810803,30,57.22340785810803,2.659618609643222,0.37599375954665404,0,57.22340785810803,DC_Charging
1,360,43.24475022608977,0.6664592021094329,21.345256782647084,35,21.345256782647084,2.0259653311477694,0.4935918619266157,0,21.345256782647084,DC_Charging
1,120,76.17593187102044,22.255174134391066,2.253232089823939,36,2.253232089823939,33.80740591040162,0.02957931769891659,0,2.253232089823939,120
1,360,73.10525777005125,-3.314182330150836,56.2707532514128,38,56.2707532514128,1.2991697026592723,0.7697223834215796,0,56.2707532514128,DC_Charging
1,360,112.48535673421348,7.890613008329478,21.195057476542644,40,21.195057476542644,5.307150351382873,0.1884250367505477,0,21.195057476542644,DC_Charging
1,360,71.9257864467545,-2.4170613317670986,51.465950234628735,41,51.465950234628735,1.3975412115942905,0.7155424052641837,0,51.465950234628735,DC_Charging
1,360,45.87583256536927,-1.287196558512374,33.75080532712511,43,33.75080532712511,1.359251494022853,0.7356990258222126,0,33.75080532712511,DC_Charging
1,360,54.96849887213445,-3.866667538176357,57.67261344172084,52,57.67261344172084,0.9531126750078883,1.0491938951412263,0,57.67261344172084,DC_Charging
1,360,52.6905112028542,6.792015013795346,15.325752166226325,53,15.325752166226325,3.4380375352127492,0.2908636074382239,0,15.325752166226325,DC_Charging
1,360,124.11589941326903,-0.6178244457419186,54.59411340738501,59,54.59411340738501,2.2734300763730277,0.43986397927636045,0,54.59411340738501,DC_Charging
1,240,106.95008249295246,10.515427758192338,10.34119393845421,60,10.34119393845421,10.342140678287988,0.09669178085146077,0,10.34119393845421,240
1,360,69.44239416337065,0.1542574689391376,33.6123592463545,68,33.6123592463545,2.065977983110548,0.4840322637390329,0,33.6123592463545,DC_Charging
1,360,57.60414616351935,-2.317863881165985,49.930963642336806,72,49.930963642336806,1.1536758348215896,0.866794614064743,0,49.930963642336806,DC_Charging
1,360,52.69792378083366,-3.939433811023625,56.52986193802079,73,56.52986193802079,0.9322139126858571,1.0727151637533927,0,56.52986193802079,DC_Charging
1,360,60.80563239442899,2.59940125575608,15.950171069011075,78,15.950171069011075,3.8122244665178373,0.2623140396854491,0,15.950171069011075,DC_Charging
1,360,36.42455135099496,-3.5905590833806995,34.9182827746443,84,34.9182827746443,1.043136960258665,0.9586468873196012,0,34.9182827746443,DC_Charging
1,360,49.91007252723803,5.31260053988826,18.073654328814985,94,18.073654328814985,2.761482078788348,0.36212438519201573,0,18.073654328814985,DC_Charging
1,360,59.7852598611635,-3.360961029786389,59.38351432168912,97,59.38351432168912,1.0067652705311119,0.9932801907960702,0,59.38351432168912,DC_Charging
1,360,39.63350120567437,-2.5565885309168985,29.18287205097421,126,29.18287205097421,1.3581083156053273,0.7363182954625282,0,29.18287205097421,DC_Charging
1,360,74.9349576626487,-2.5056371899613072,57.49869643416662,141,57.49869643416662,1.3032462005194467,0.7673147250315565,0,57.49869643416662,DC_Charging
1,360,47.05801296168065,1.6733952390469469,24.97944239710462,145,24.97944239710462,1.8838696322194595,0.5308222941212027,0,24.97944239710462,DC_Charging
1,360,50.16793398314707,-3.440494830302434,51.24449219878379,146,51.24449219878379,0.9789917282922697,1.0214590901032194,0,51.24449219878379,DC_Charging
1,360,47.35895706461638,-2.053017286516573,34.056926915068416,152,34.056926915068416,1.3905822208422014,0.719123245653431,0,34.056926915068416,DC_Charging
1,360,53.115394484677125,-2.841653615033559,57.07659816682619,155,57.07659816682619,0.9305984622529347,1.0745773183194902,0,57.07659816682619,DC_Charging
1,360,133.811565994909,6.6135747530197655,31.137412298912537,170,31.137412298912537,4.297453003170155,0.2326959711397234,0,31.137412298912537,DC_Charging
1,240,142.70238630838114,17.935663670820244,12.56742189684637,180,12.56742189684637,11.35494514942563,0.08806735627873845,0,12.56742189684637,240
1,120,78.72946107029846,15.546775347071945,2.256554488488561,181,2.256554488488561,34.88923554557346,0.02866213559462394,0,2.256554488488561,120
1,360,61.98784925201917,-2.8483059034080407,58.37155585906106,192,58.37155585906106,1.0619530067296767,0.9416612539942203,0,58.37155585906106,DC_Charging
1,360,41.396801463454366,-3.574386427515829,42.03610901435691,203,42.03610901435691,0.9847914670055643,1.0154434045216496,0,42.03610901435691,DC_Charging
1,360,39.76909705539301,-0.1486732653079876,21.58497840883921,205,21.58497840883921,1.8424432168580382,0.5427575682388321,0,21.58497840883921,DC_Charging
1,360,56.28824402721951,-1.0858801854710176,29.45597130074509,211,29.45597130074509,1.9109281256597266,0.5233059195540184,0,29.45597130074509,DC_Charging
1,240,127.92392995535256,7.556419054876642,21.751386411319046,219,21.751386411319046,5.8811851132754995,0.1700337569281261,0,21.751386411319046,240
1,240,132.7438193221024,15.393073714723972,13.3098147591503,220,13.3098147591503,9.973378422178492,0.10026692637835047,0,13.3098147591503,240
1,360,49.67021565079901,-2.681703699250175,41.354681207318094,227,41.354681207318094,1.201078431769156,0.8325850948193508,0,41.354681207318094,DC_Charging
1,360,48.26209200203759,3.74489585885622,20.35223407194576,254,20.35223407194576,2.371341241036716,0.421702276625027,0,20.35223407194576,DC_Charging
1,360,79.78513905982321,-0.8992690582845615,54.740001277072025,261,54.740001277072025,1.457528995222026,0.6860926974887862,0,54.740001277072025,DC_Charging
1,360,62.23776214915044,2.149311277513494,23.1786351047175,281,23.1786351047175,2.6851349041032755,0.3724207668195199,0,23.1786351047175,DC_Charging
1,120,52.74697878532732,14.415983320190543,0.2178740142530841,283,0.2178740142530841,242.09853096136575,0.004130549640384148,0,0.2178740142530841,120
1,360,42.4260085645724,1.7475790886958418,14.710455456306889,286,14.710455456306889,2.8840717196409362,0.3467320154314675,0,14.710455456306889,DC_Charging
1,360,73.67983647810367,-2.552639694095045,52.38516000158725,288,52.38516000158725,1.4065020795177716,0.7109836626355053,0,52.38516000158725,DC_Charging
1,360,135.08305829363394,8.495602395677718,28.48033837033755,290,28.48033837033755,4.74302856016359,0.21083575342534083,0,28.48033837033755,DC_Charging
1,360,64.16843061499289,-0.7878464538223504,33.170528235500186,291,33.170528235500186,1.934501318743478,0.5169290867423821,0,33.170528235500186,DC_Charging
1,360,47.78788390225791,-3.969963770163713,44.10839276641572,292,44.10839276641572,1.0834192974413652,0.9230036813647582,0,44.10839276641572,DC_Charging
1,360,75.46541822335658,5.215863603949101,20.238081831121733,308,20.238081831121733,3.728881958926923,0.2681768988707206,0,20.238081831121733,DC_Charging
1,360,45.59254301362712,-3.1347445153296665,47.6735761935784,313,47.6735761935784,0.956348288798364,1.0456441567501351,0,47.6735761935784,DC_Charging
1,360,48.10620909679623,-3.065790037981306,50.67480645319091,314,50.67480645319091,0.9493121427357135,1.0533942999172168,0,50.67480645319091,DC_Charging
1,360,49.15505059654652,0.1271606619024208,33.65392763889548,315,33.65392763889548,1.4606036812100243,0.68464841822907,0,33.65392763889548,DC_Charging
1,240,125.32445954479016,12.307365858952654,14.729794505181346,320,14.729794505181346,8.508228645057207,0.11753327769123163,0,14.729794505181346,240
1,240,128.57473461285824,8.971048578179886,20.812885607027468,330,20.812885607027468,6.177650569003512,0.16187383679768494,0,20.812885607027468,240
1,360,66.52536059899678,-2.310411146882488,58.043214529759496,332,58.043214529759496,1.1461350157456973,0.872497555926586,0,58.043214529759496,DC_Charging
1,360,126.46190559814534,-1.1825414817189408,52.35841757302947,339,52.35841757302947,2.415311834467808,0.41402521435512313,0,52.35841757302947,DC_Charging
1,360,142.90556313835026,5.038387971706452,39.42345536388186,360,39.42345536388186,3.624886804551243,0.27587068339470505,0,39.42345536388186,DC_Charging
1,120,52.53804107330826,12.171168141035295,1.1100820903302804,367,1.1100820903302804,47.328068375264685,0.021129110786246144,0,1.1100820903302804,120
1,360,64.04215062200691,-3.7301868388259054,56.80028214378174,371,56.80028214378174,1.1274970511571303,0.8869202797237631,0,56.80028214378174,DC_Charging
1,360,46.66256487023065,0.276419129799347,25.03796846606681,372,25.03796846606681,1.8636721638766736,0.5365750583084707,0,25.03796846606681,DC_Charging
1,120,64.90909774022197,20.41491917862696,2.258926258633551,373,2.258926258633551,28.734491660425512,0.03480138127438137,0,2.258926258633551,120
1,360,82.54703717517104,5.862111328290785,25.113951531480723,398,25.113951531480723,3.2868995972894615,0.3042380731144477,0,25.113951531480723,DC_Charging
1,360,51.71271450484012,-2.352429440303167,42.07240573965258,402,42.07240573965258,1.2291361426974854,0.8135795257028087,0,42.07240573965258,DC_Charging
1,360,133.95723609595927,2.426771013146105,48.752222687206014,420,48.752222687206014,2.7477154622349866,0.3639387024399542,0,48.752222687206014,DC_Charging
1,360,74.5423644893285,-2.235116728590512,50.40880330923841,421,50.40880330923841,1.4787568756996687,0.676243685782934,0,50.40880330923841,DC_Charging
