event,charge_mode,duration_minutes,km_driven,charge
1,240,1047.10500146679,3.4344694353847616,41.16789161026267
0,0,160.50109510014923,7.2219896588484325,-0.44612940751390795
0,0,92.58565275336939,9.181251736422508,-2.6799622866482053
0,0,126.90320592582125,100.22762922609654,-26.576512600843586
0,0,88.43601489957446,9.576534550864878,-2.539535984612826
0,0,90.44377253911988,7.09126277979753,-3.742739356458628
0,0,70.85531305451886,4.918839835263986,-0.24504333924710409
0,0,68.2817273970737,4.861183106577635,-0.2723402340512422
0,0,91.33710495160095,5.505791632403033,-1.769384163399593
0,0,123.70401154661782,9.42582062555279,-2.006903079067584
0,0,180.80688902287739,12.881436757472837,-5.5293174226232225
0,0,107.0549693274207,5.790125696516036,-1.436643153022871
0,0,62.03783211027693,5.402906286897854,-1.3979646261227003
0,0,135.82501261531965,17.028219794433134,-10.193435223463055
0,0,90.84255240075544,7.067120846484238,-2.714086047129257
1,240,275.7333188027746,1.9051429590624105,21.17870209341136
1,120,450.63022180642037,2.3560544678888196,19.734122521111075
0,0,116.77500456763454,56.84711049981112,-15.119843105832615
0,0,83.75400173615446,8.179835516610748,-1.8490767238788806
1,120,473.9214233833936,6.964510297483699,8.834598183870739
1,360,477.9673533071137,3.490353523564575,40.89582093402089
1,360,215.55535411443842,2.4204707844861244,35.29247542347716
0,0,104.53930526026,36.836568009413156,-12.376642560762562
0,0,115.38506777774144,84.78492118937878,-20.537806452747148
0,0,90.78527129776934,6.156149677213872,0.3139670534956309
0,0,86.99022535005095,19.48274549156006,-6.02956498781721
0,0,72.30831233717103,5.717445856457747,-0.13492578452039083
0,0,78.43305431435236,9.352902538278656,-3.627739430303521
0,0,127.06974395945842,5.701516683704335,0.271108920751459
0,0,174.1230923226774,64.46636836656731,-14.527860854093007
1,240,634.9074183806791,5.363571130090704,16.021649716616594
1,240,905.7860701829014,1.9468912713815778,42.67946112300562
0,0,98.26395807949235,11.47023442395407,-2.5705105098435297
0,0,101.27382894771803,82.28528915762146,-18.351640102460735
0,0,100.24585250184742,75.52495221186007,-18.36542064865685
0,0,200.28949239434084,6.223100303447161,2.5116207149133203
0,0,65.72425027858425,15.544179691830424,-7.275457405950789
1,240,228.81561771411165,2.4697525369419586,14.35777557827656
1,120,525.0517624702895,2.1784149973798117,21.656624962409552
0,0,161.872928204812,10.744909726793452,-1.670156833255021
0,0,144.89086659863244,15.47308094693184,-4.582871834811996
0,0,145.7996557267125,37.622083519283215,-13.343801239482076
0,0,99.94512954518507,22.713554618943007,-5.735978059999269
0,0,95.00849717452769,24.344223248576988,-7.814938312980004
0,0,84.3079665689612,5.5850489907669845,0.8316410916017389
1,120,836.7553694087665,1.3770563860753202,36.513152823800965
1,120,651.8886071103635,2.0416556807746526,33.31641484711582
0,0,144.7943967418322,102.56874022396492,-23.524095198642655
0,0,144.85264140978046,112.18101907681933,-26.030051593536356
0,0,209.8709783290538,33.05519122504749,-9.225732297712014
0,0,220.25004665915466,126.57276088753876,-33.13551891107201
1,240,753.8561348144898,3.2956333520922314,35.00532434890572
1,120,431.6497151326532,12.557601936688641,3.5142294260062243
0,0,149.51067314170095,123.19362120945377,-31.429404862344008
0,0,124.28605012799869,119.2363349542487,-28.954634350751512
0,0,124.66277002002988,92.7216145927996,-22.94734657983382
0,0,115.31482956002883,11.799872008366641,-4.4565431160784925
0,0,100.9087285155247,49.63034603558295,-11.71608518305159
0,0,131.77290453978333,67.70080534928246,-17.194269728201277
1,120,934.2950780545208,5.4940890916019525,24.63899301609743
0,0,117.4059695769766,7.216710768359446,-1.2527933354047605
0,0,62.25529738617908,5.538603417999031,-0.16856870539106694
0,0,48.93824580205922,5.427410554518578,-1.0678761595306554
0,0,42.790165714691334,3.641551614146745,2.4098518039710655
1,360,89.79434109067938,1.1088841016092323,50.63024447557349
1,360,95.58165395416908,2.131612956239665,29.227301961003263
0,0,107.65334316892485,96.79336780579985,-32.24290093986353
1,120,443.05805221927983,2.600579588117705,21.583463366308493
0,0,95.19947008199951,5.018089654598574,0.7480595426253842
0,0,158.89896996952913,6.126059234342814,2.355004384678196
0,0,130.2418678312542,9.720359160852082,0.2057041658374743
0,0,126.00351965261908,86.46797893785481,-20.185652203595666
0,0,164.74668702008816,38.97120891630043,-14.090640265519951
0,0,112.31492308711778,5.511001485346519,0.7434466527368784
0,0,98.23064140391821,4.671006778786297,1.643842600939493
0,0,101.80134108829877,85.94460756154157,-20.910473002639947
0,0,108.57360438808384,83.16621906763162,-20.311896379100972
1,120,860.0879702709376,3.7959793533035726,27.66754280818796
0,0,176.97163974411998,73.73722451988894,-17.43699862030691
0,0,162.97495178401036,9.956016340677511,0.05969272678932214
0,0,125.37970769611378,7.6033702067752325,1.1994728256320286
1,240,841.6881871957795,1.339778254827335,42.97486573022981
1,240,1220.6610528133212,1.2251717554573356,45.85977657761349
1,0,321.0528170370164,3.940317458237051,6.121743373771693
1,120,368.08485361048395,4.7433901635021405,5.695825158018238
0,0,127.6654311551269,58.65978917293268,-16.595835771359873
0,0,137.21568624900735,5.096830359435737,2.2522632266116744
0,0,94.54408720291035,24.76335605324808,-7.66917521966468
0,0,85.17591187870386,5.680360060201721,0.42200801517975606
1,120,531.5383457628803,3.4727214246888076,21.087046666142186
0,0,185.76375058971104,89.59054080369869,-19.80741108459361
0,0,92.50134081918,16.86079517330353,-3.1074604039785925
0,0,110.10855203675351,94.13530859511742,-23.300610458855388
0,0,122.85938450895956,6.939625646524037,-1.7764435229540538
0,0,55.603167965059164,8.407413047483635,-3.869422099960218
1,240,252.09201439884268,6.5564343295116485,5.927061455040828
0,0,111.36157191355221,87.88204836002791,-23.19991947407265
1,0,407.78218834772184,15.807968092157205,-0.29450641169417224
0,0,116.58769887504813,9.447813370439802,-2.2523954779449014
0,0,132.5766877591042,15.899187897375887,-3.7095138677771757
0,0,150.29181825244015,6.9122105213475855,0.05695563977644724
0,0,96.71689218441617,5.315325617656065,-0.3078166861834575
1,240,344.31393271505334,1.7541885304055376,25.402217576550257
0,0,114.22703273409539,8.210321233271731,-6.381587138174638
0,0,67.29235022998157,6.777988447346031,-1.644635346243021
0,0,64.28784698539806,10.049116854978857,-4.090677012103782
1,120,276.77975035168527,14.726214730671797,-2.16983373165867
0,0,125.97991797907524,90.18869292733723,-19.68805189823459
0,0,131.25007419131288,75.97936184860474,-16.12475561989389
0,0,141.1995285809889,10.885842881933794,-0.8741506360687623
0,0,113.26711798272873,7.457501543970258,-0.4219975998153984
0,0,73.15148269132767,5.444437108387404,0.6142646000517118
0,0,108.20527317925267,32.84515103563498,-14.121012420249755
0,0,75.40651377228124,7.434003961081641,-1.031866028270457
1,240,898.0725626198989,1.2611705487910636,48.36783598530859
0,0,161.8118835304443,5.442282956477461,-0.5834857335753867
1,120,520.9307424958708,2.52997719158547,15.059611187154772
0,0,109.26015009165523,5.257099893251565,-0.21803706178990012
0,0,122.88347363301368,24.891466273956766,-10.132997383205648
1,240,1213.9756804010067,3.220127710539177,40.556094539414374
0,0,368.2127470211091,160.53604220520288,-42.69606609395789
0,0,134.99905606581063,57.57199209324833,-15.548757322235303
0,0,116.16750519913576,107.84105725567709,-25.04351137975266
0,0,111.1902840714545,109.60947970355207,-27.081975426426986
0,0,63.34598490699902,7.53926681526162,-2.324732777571043
1,240,327.74809716435374,3.5185544584501103,8.67754856959111
1,120,407.97295153811365,4.11418603483919,8.922089857151207
0,0,102.63091384043051,23.415412867794352,-5.650018732729862
0,0,125.95451387224922,93.60805306722462,-19.895098264089285
0,0,199.56081056177692,106.17301630141196,-22.867601179836903
0,0,132.9311889767137,14.085807116928837,-2.4406679631880763
0,0,96.48166897306425,16.10427362764069,-3.5430905230711858
